SCHOOL_YEAR_x,ST_x,NAME,NCESSCH,LEVEL,SCH_TYPE_TEXT_x,SCH_TYPE_x,TITLEI_STATUS,TITLEI_STATUS_TEXT,TEACHERS,FARMS_COUNT,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP,Income_Poverty_ratio,IPR_SE,ALL_RLA00NUMVALID_1718,ALL_RLA00PCTPROF_1718_new
2017-2018,GA,Washington County High School,130549001788,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,51.8,660.0,0.0,0.0,0.0,0.0,579.0,50.25,50.25,0.0,46.0,2592793.18,43.0,0.0,-18.0,1.0,3.0,1.0,40.0,20.0,137.0,104.0,235.0,31.0
2017-2018,GA,Wayne County High School,130555001800,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,92.1,885.0,0.0,0.0,0.0,0.0,1497.0,92.07,83.29,8.78,90.0,4873807.0,282.0,0.0,-18.0,1.0,4.0,1.0,19.0,17.0,261.0,135.0,331.0,34.0
2017-2018,GA,Webster County High School,130558003575,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,8.0,66.0,0.0,0.0,0.0,0.0,91.0,6.95,6.95,0.0,6.95,379261.45,45.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,212.0,84.0,21.0,30.0
2017-2018,GA,Wheeler County High School,130564001811,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,21.0,3.0,0.0,0.0,0.0,0.0,285.0,19.86,17.86,2.0,19.5,981912.52,52.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,139.0,16.0,66.0,17.0
2017-2018,GA,White County High School,130567001870,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,52.5,322.0,0.0,0.0,0.0,0.0,778.0,52.5,52.5,0.0,52.5,3043671.74,181.0,0.0,-18.0,1.0,11.0,1.0,129.0,126.0,221.0,41.0,236.0,54.0
2017-2018,GA,Phoenix High School,130570001073,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,8.5,100.0,0.0,0.0,0.0,0.0,146.0,8.49,8.49,0.0,8.49,551205.99,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,172.0,26.0,59.0,10.0
2017-2018,GA,Southeast Whitfield County High School,130570001818,High,Regular School,1,TGELGBTGPROG,Title I targeted assistance school,79.6,1071.0,0.0,0.0,0.0,0.0,1413.0,79.6,75.5,4.1,79.6,4011468.99,147.0,0.0,-18.0,1.0,11.0,1.0,106.0,115.0,178.0,29.0,337.0,34.0
2017-2018,GA,Northwest Whitfield County High School,130570001819,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,69.5,672.0,0.0,0.0,0.0,0.0,1312.0,69.5,67.0,2.5,69.5,4140251.55,197.0,0.0,-18.0,1.0,15.0,1.0,149.0,112.0,242.0,62.0,329.0,49.0
2017-2018,GA,Coahulla Creek High School,130570004053,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,53.9,600.0,0.0,0.0,0.0,0.0,982.0,53.9,50.4,3.5,53.9,2707794.36,75.0,0.0,-18.0,1.0,9.0,1.0,68.0,79.0,267.0,67.0,219.0,55.0
2017-2018,GA,Wilcox County High School,130573002232,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,20.7,300.0,0.0,0.0,0.0,0.0,319.0,23.41,23.41,0.0,23.41,1050907.08,60.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,144.0,44.0,38.0,10.0
2017-2018,GA,Washington-Wilkes Comprehensive High School,130576003852,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,32.1,404.0,0.0,0.0,0.0,0.0,429.0,31.16,31.16,0.0,31.16,2392404.22,59.0,0.0,-18.0,1.0,3.0,1.0,38.0,39.0,203.0,67.0,109.0,37.0
2017-2018,GA,Wilkinson County High School,130579001841,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,29.6,378.0,0.0,0.0,0.0,0.0,405.0,31.41,27.41,4.0,31.4,1514981.25,93.0,0.0,-18.0,1.0,3.0,1.0,33.0,34.0,241.0,99.0,82.0,32.0
2017-2018,GA,Worth County High School,130585001849,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,55.8,773.0,0.0,0.0,0.0,0.0,834.0,53.9,48.18,5.72,53.9,2813880.05,125.0,0.0,-18.0,1.0,3.0,1.0,48.0,51.0,290.0,116.0,180.0,32.0
2017-2018,HI,Kahuku High & Intermediate School,150003000007,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,96.0,688.0,0.0,0.0,0.0,0.0,1390.0,98.0,90.0,8.0,98.0,3801190.95,144.0,0.0,-18.0,1.0,9.0,1.0,127.0,111.0,337.0,60.0,608.0,53.0
2017-2018,HI,Kailua High School,150003000009,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,51.0,360.0,0.0,0.0,0.0,0.0,757.0,51.0,45.5,5.5,50.0,1315971.86,173.0,0.0,-18.0,1.0,6.0,1.0,63.0,31.0,622.0,114.0,139.0,57.0
2017-2018,HI,Kalaheo High School,150003000012,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,49.0,166.0,0.0,0.0,0.0,0.0,808.0,52.0,47.0,5.0,52.0,1618674.06,227.0,0.0,-18.0,1.0,8.0,1.0,230.0,1.0,580.0,79.0,159.0,72.0
2017-2018,HI,Hilo High School,150003000029,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,78.0,649.0,0.0,0.0,0.0,0.0,1136.0,80.0,78.0,2.0,80.0,2636735.15,281.0,0.0,-18.0,1.0,6.0,1.0,78.0,40.0,143.0,47.0,206.0,53.0
2017-2018,HI,Honokaa High & Intermediate School,150003000034,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,45.0,353.0,0.0,0.0,0.0,0.0,652.0,45.0,40.0,5.0,45.0,1480730.99,141.0,0.0,-18.0,1.0,6.0,1.0,78.0,52.0,263.0,33.0,232.0,50.0
2017-2018,HI,Kohala High School,150003000043,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,20.0,141.0,0.0,0.0,0.0,0.0,253.0,21.0,20.5,0.5,20.0,506371.6,57.0,0.0,-18.0,1.0,5.0,1.0,26.0,12.0,305.0,35.0,54.0,74.5
2017-2018,HI,Konawaena High School,150003000045,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,54.0,476.0,0.0,0.0,0.0,0.0,832.0,54.0,43.0,11.0,54.0,2034499.11,158.0,0.0,-18.0,1.0,13.0,1.0,85.0,71.0,331.0,93.0,172.0,62.0
2017-2018,HI,Pahoa High & Intermediate School,150003000050,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,34.0,412.0,0.0,0.0,0.0,0.0,532.0,34.0,34.0,0.0,33.0,1074628.88,60.0,0.0,-18.0,1.0,1.0,1.0,26.0,12.0,151.0,33.0,256.0,44.0
2017-2018,HI,Waiakea High School,150003000052,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,80.0,603.0,0.0,0.0,0.0,0.0,1256.0,82.0,82.0,0.0,82.0,3315369.7,357.0,0.0,-18.0,1.0,10.0,1.0,201.0,129.0,232.0,72.0,241.0,66.0
2017-2018,HI,Henry Perrine Baldwin High School,150003000056,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,79.0,484.0,0.0,0.0,0.0,0.0,1361.0,78.0,75.0,3.0,78.0,3307950.85,337.0,0.0,-18.0,1.0,9.0,1.0,154.0,140.0,273.0,115.0,277.0,58.0
2017-2018,HI,Lahainaluna High School,150003000069,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,59.0,368.0,0.0,0.0,0.0,0.0,1020.0,62.0,57.0,5.0,62.0,2419311.56,194.0,0.0,-18.0,1.0,5.0,1.0,137.0,91.0,339.0,87.0,189.0,37.0
2017-2018,HI,Maui High School,150003000073,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,120.0,712.0,0.0,0.0,0.0,0.0,1950.0,122.0,117.0,5.0,122.0,5091734.21,446.0,0.0,-18.0,1.0,11.0,1.0,255.0,75.0,349.0,51.0,379.0,59.0
2017-2018,HI,Molokai High School,150003000075,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,24.0,244.0,0.0,0.0,0.0,0.0,343.0,24.0,22.0,2.0,24.0,801730.56,78.0,0.0,-18.0,1.0,6.0,1.0,23.0,1.0,193.0,33.0,67.0,47.0
2017-2018,HI,Kapaa High School,150003000085,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,69.0,406.0,0.0,0.0,0.0,0.0,1080.0,71.0,66.0,5.0,71.0,2408001.39,221.0,0.0,-18.0,1.0,7.0,1.0,213.0,123.0,325.0,78.0,200.0,52.0
2017-2018,HI,Kauai High School,150003000086,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,72.0,411.0,0.0,0.0,0.0,0.0,1127.0,73.0,69.0,4.0,73.0,3036104.34,360.0,0.0,-18.0,1.0,8.0,1.0,236.0,107.0,347.0,156.0,278.0,51.0
2017-2018,HI,Waimea High School,150003000093,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,39.0,285.0,0.0,0.0,0.0,0.0,577.0,40.0,34.0,6.0,40.0,1364357.28,103.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,328.0,45.0,112.0,62.0
2017-2018,HI,Castle High School,150003000100,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,80.0,447.0,0.0,0.0,0.0,0.0,1173.0,80.5,70.0,10.5,80.5,2427612.11,256.0,0.0,-18.0,1.0,9.0,1.0,235.0,146.0,464.0,83.0,252.0,65.0
2017-2018,HI,Mililani High School,150003000102,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,147.5,398.0,0.0,0.0,0.0,0.0,2571.0,148.5,138.5,10.0,147.5,6019298.75,798.0,0.0,-18.0,1.0,22.0,1.0,593.0,500.0,391.0,130.0,575.0,73.0
2017-2018,HI,Moanalua High School,150003000103,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,117.5,452.0,0.0,0.0,0.0,0.0,1942.0,120.0,117.0,3.0,119.0,5107342.84,636.0,0.0,-18.0,1.0,18.0,1.0,311.0,69.0,390.0,110.0,449.0,78.0
2017-2018,HI,Leilehua High School,150003000108,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,114.0,870.0,0.0,0.0,0.0,0.0,1683.0,115.0,108.0,7.0,112.0,4219860.9,449.0,0.0,-18.0,1.0,11.0,1.0,213.0,149.0,361.0,64.0,352.0,56.0
2017-2018,HI,Waianae High School,150003000110,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,124.0,1106.0,0.0,0.0,0.0,0.0,1742.0,126.0,94.0,32.0,120.0,3998817.57,253.0,0.0,-18.0,1.0,4.0,1.0,94.0,61.0,189.0,44.0,264.0,41.0
2017-2018,HI,Pearl City High School,150003000114,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,103.0,454.0,0.0,0.0,0.0,0.0,1568.0,106.0,96.0,10.0,106.0,3835250.37,452.0,0.0,-18.0,1.0,7.0,1.0,206.0,171.0,475.0,77.0,320.0,73.0
2017-2018,HI,Nanakuli High & Intermediate School,150003000117,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,85.0,726.0,0.0,0.0,0.0,0.0,1032.0,85.0,75.0,10.0,83.0,2269383.38,142.0,0.0,-18.0,1.0,7.0,1.0,71.0,57.0,333.0,65.0,477.0,31.0
2017-2018,HI,James Campbell High School,150003000134,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,185.0,1032.0,0.0,0.0,0.0,0.0,3110.0,188.0,169.0,19.0,188.0,7661665.27,912.0,1.0,263.0,1.0,15.0,1.0,601.0,437.0,259.0,47.0,689.0,62.0
2017-2018,HI,Waialua High & Intermediate School,150003000141,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,42.0,286.0,0.0,0.0,0.0,0.0,672.0,43.0,41.0,2.0,42.0,1500566.0,135.0,0.0,-18.0,1.0,9.0,1.0,85.0,61.0,269.0,26.0,305.0,50.0
2017-2018,HI,Admiral Arthur W Radford High School,150003000150,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,77.0,329.0,0.0,0.0,0.0,0.0,1276.0,78.0,70.0,8.0,77.0,3103836.78,392.0,0.0,-18.0,1.0,12.0,1.0,262.0,83.0,351.0,102.0,280.0,60.0
2017-2018,HI,Waipahu High School,150003000161,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,156.5,1282.0,0.0,0.0,0.0,0.0,2554.0,161.0,152.0,9.0,158.0,6855415.11,702.0,0.0,-18.0,1.0,11.0,1.0,69.0,203.0,408.0,96.0,515.0,57.0
2017-2018,HI,Kalani High School,150003000163,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,81.0,254.0,0.0,0.0,0.0,0.0,1383.0,81.0,77.0,4.0,81.0,3483178.07,437.0,0.0,-18.0,1.0,12.0,1.0,398.0,13.0,646.0,131.0,314.0,67.0
2017-2018,HI,Aiea High School,150003000177,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,63.5,474.0,0.0,0.0,0.0,0.0,997.0,66.5,54.5,12.0,65.5,2842806.74,276.0,0.0,-18.0,1.0,11.0,1.0,205.0,155.0,384.0,111.0,216.0,74.0
2017-2018,HI,President Theodore Roosevelt High School,150003000186,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,78.0,617.0,0.0,0.0,0.0,0.0,1362.0,78.0,76.0,2.0,78.0,3396511.55,486.0,0.0,-18.0,1.0,14.0,1.0,383.0,270.0,501.0,107.0,304.0,73.0
2017-2018,HI,President William McKinley High School,150003000193,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,93.5,879.0,0.0,0.0,0.0,0.0,1583.0,95.5,90.5,5.0,95.5,3668594.48,386.0,0.0,-18.0,1.0,10.0,1.0,173.0,183.0,390.0,145.0,247.0,62.0
2017-2018,HI,Kaimuki High School,150003000212,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,54.0,396.0,0.0,0.0,0.0,0.0,703.0,55.0,49.0,6.0,53.0,1435554.15,123.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,329.0,58.0,120.0,62.0
2017-2018,HI,Governor Wallace Rider Farrington High School,150003000221,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,137.0,1226.0,0.0,0.0,0.0,0.0,2309.0,140.0,133.0,7.0,136.0,6004733.73,550.0,0.0,-18.0,1.0,7.0,1.0,143.0,32.0,278.0,93.0,450.0,54.0
2017-2018,HI,Henry J Kaiser High School,150003000228,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,63.0,158.0,0.0,0.0,0.0,0.0,1141.0,65.0,61.5,3.5,65.0,1025468.61,416.0,1.0,575.0,1.0,9.0,1.0,218.0,146.0,600.0,50.0,261.0,77.0
2017-2018,HI,King Kekaulike High School,150003000251,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,73.0,492.0,0.0,0.0,0.0,0.0,1088.0,75.0,67.0,8.0,75.0,2574418.09,246.0,0.0,-18.0,1.0,16.0,1.0,235.0,177.0,380.0,64.0,199.0,67.0
2017-2018,HI,Kealakehe High School,150003000254,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,74.0,668.0,0.0,0.0,0.0,0.0,1311.0,75.0,62.0,13.0,74.0,2569855.83,307.0,0.0,-18.0,1.0,10.0,1.0,242.0,169.0,272.0,47.0,256.0,63.0
2017-2018,HI,Keaau High School,150003000260,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,64.0,783.0,0.0,0.0,0.0,0.0,1031.0,65.0,63.0,2.0,65.0,2272508.0,247.0,0.0,-18.0,1.0,4.0,1.0,62.0,65.0,315.0,61.0,217.0,45.0
2017-2018,HI,Kapolei High School,150003000261,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,117.5,696.0,0.0,0.0,0.0,0.0,2035.0,118.5,105.5,13.0,118.5,4271547.7,350.0,0.0,-18.0,1.0,11.0,1.0,258.0,122.0,376.0,79.0,443.0,54.0
2017-2018,HI,West Hawaii Explorations Academy,150003000265,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,18.0,80.0,0.0,0.0,1.0,0.0,250.0,19.0,16.0,3.0,19.0,1044430.0,27.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,272.0,88.0,125.0,67.0
2017-2018,HI,Ke Ana Laahana - PCS,150003000278,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,5.0,25.0,0.0,0.0,1.0,0.0,43.0,5.0,3.0,2.0,5.0,335920.0,9.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,190.0,38.0,17.0,20.0
2017-2018,ID,PRIEST RIVER LAMANNA HIGH,160000100084,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,23.81,135.0,0.0,0.0,0.0,0.0,314.0,24.0,24.0,0.0,24.0,1155236.55,78.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,190.0,43.0,83.0,57.0
2017-2018,ID,CLARK FORK JR/SR HIGH SCHOOL,160000200082,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,9.62,20.0,0.0,0.0,0.0,0.0,126.0,8.7,8.7,0.0,8.7,564034.61,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,181.0,40.0,59.0,54.5
2017-2018,ID,SANDPOINT HIGH SCHOOL,160000200087,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,57.22,282.0,0.0,0.0,0.0,0.0,980.0,56.17,55.17,1.0,56.17,3277447.57,203.0,0.0,-18.0,1.0,10.0,1.0,159.0,169.0,303.0,144.0,248.0,58.0
2017-2018,ID,LAKE PEND OREILLE HIGH SCHOOL,160000200691,High,Alternative School,4,SWELIGSWPROG,Title I schoolwide school,8.75,54.0,0.0,0.0,0.0,1.0,82.0,8.34,8.0,0.34,8.34,389021.67,34.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,178.0,81.0,21.0,20.0
2017-2018,ID,IDAHO VISION HIGH SCHOOL,160000401035,High,Alternative School,4,SWELIGNOPROG,Title I schoolwide eligible school-No program,8.54,89.0,0.0,0.0,1.0,1.0,167.0,6.0,6.0,0.0,6.0,274306.0,35.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,360.0,63.0,44.0,34.5
2017-2018,ID,COMPASS PUBLIC CHARTER SCHOOL JR/SR HIGH,160000701074,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,19.22,69.0,0.0,0.0,1.0,0.0,361.0,17.42,16.17,1.25,17.42,799207.6,46.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,258.0,53.0,218.0,75.0
2017-2018,ID,TROY JR/SR HIGH SCHOOL,160000900582,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,10.7,36.0,0.0,0.0,0.0,0.0,139.0,11.75,9.75,2.0,10.8,523594.26,18.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,345.0,90.0,70.0,82.0
2017-2018,ID,ABERDEEN HIGH SCHOOL,160003000002,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,14.91,204.0,0.0,0.0,0.0,0.0,209.0,14.5,14.5,0.0,14.5,631021.0,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,168.0,21.0,49.0,44.5
2017-2018,ID,AMERICAN FALLS HIGH SCHOOL,160006000003,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,24.63,227.0,0.0,0.0,0.0,0.0,390.0,27.0,27.0,0.0,27.0,1141984.38,145.0,0.0,-18.0,1.0,15.0,1.0,128.0,163.0,179.0,19.0,130.0,27.0
2017-2018,ID,SALMON RIVER JR/SR HIGH SCHOOL,160013800944,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,8.58,37.0,0.0,0.0,0.0,0.0,66.0,7.5,7.5,0.0,7.5,380715.0,7.0,0.0,-18.0,1.0,1.0,1.0,1.0,1.0,181.0,41.0,37.0,54.5
2017-2018,ID,CLEARWATER VALLEY JR/SR,160013900936,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,15.74,127.0,0.0,0.0,0.0,0.0,240.0,16.0,16.0,0.0,16.0,732616.0,9.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,207.0,64.0,140.0,52.0
2017-2018,ID,GRANGEVILLE HIGH SCHOOL,160013900937,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,17.2,94.0,0.0,0.0,0.0,0.0,276.0,16.0,16.0,0.0,16.0,782340.0,86.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,219.0,34.0,72.0,52.0
2017-2018,ID,iSUCCEED VIRTUAL HIGH SCHOOL,160014400967,High,Regular School,1,SWELIGSWPROG,Title I schoolwide school,14.44,268.0,0.0,0.0,1.0,0.0,406.0,15.24,15.24,0.0,13.88,645069.26,79.0,0.0,-18.0,1.0,1.0,1.0,6.0,0.0,447.0,142.0,133.0,47.0
2017-2018,ID,IDAHO CONNECTS ONLINE SCHOOL,160014800993,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,3.28,30.0,0.0,0.0,1.0,0.0,65.0,13.0,13.0,0.0,13.0,256650.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,169.0,34.0,40.0,54.5
2017-2018,ID,IDAHO CONNECTS ONLINE ALTERNATIVE SCHOOL,160014801023,High,Alternative School,4,NOTTITLE1ELIG,Not a Title I school,4.22,101.0,0.0,0.0,1.0,0.0,131.0,13.0,13.0,0.0,13.0,517248.0,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,439.0,141.0,26.0,30.0
2017-2018,ID,KOOTENAI BRIDGE ACADEMY,160014900992,High,Alternative School,4,NOTTITLE1ELIG,Not a Title I school,6.0,3.0,0.0,0.0,1.0,1.0,310.0,6.0,6.0,0.0,6.0,507000.0,89.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,299.0,78.0,22.0,30.0
2017-2018,ID,COSSA ACADEMY,160015200304,High,Alternative School,4,NOTTITLE1ELIG,Not a Title I school,10.66,112.0,0.0,0.0,0.0,0.0,115.0,10.45,10.45,0.0,10.0,279546.0,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,187.0,40.0,13.0,49.0
2017-2018,ID,FORREST M BIRD CHARTER SCHOOL,160016500772,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,24.85,14.0,0.0,0.0,1.0,0.0,343.0,21.0,21.0,0.0,20.5,922948.0,33.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,246.0,115.0,179.0,57.0
2017-2018,ID,BINGHAM ACADEMY,160016901067,High,Regular School,1,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,9.35,28.0,0.0,0.0,1.0,0.0,117.0,9.65,9.65,0.0,8.25,344162.0,28.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,202.0,24.0,23.0,69.5
2017-2018,ID,IDAHO TECHNICAL CAREER ACADEMY,160017101069,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,7.48,45.0,0.0,0.0,1.0,0.0,102.0,7.48,7.48,0.0,7.48,363999.0,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,360.0,63.0,36.0,54.5
2017-2018,ID,COEUR D'ALENE CHARTER ACADEMY SCHOOL,160017300765,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,35.33,3.0,0.0,0.0,1.0,0.0,745.0,35.17,35.17,0.0,34.68,2069916.0,98.0,0.0,-18.0,1.0,12.0,1.0,78.0,79.0,226.0,99.0,462.0,88.0
2017-2018,ID,IDAHO CITY HIGH SCHOOL,160018000350,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,14.57,73.0,0.0,0.0,0.0,0.0,203.0,15.16,12.16,3.0,15.16,585845.94,23.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,179.0,47.0,85.0,42.0
2017-2018,ID,BEAR LAKE HIGH SCHOOL,160024000018,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,20.2,122.0,0.0,0.0,0.0,0.0,327.0,20.0,18.0,2.0,20.0,915385.0,80.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,251.0,49.0,84.0,62.0
2017-2018,ID,BLACKFOOT HIGH SCHOOL,160027000022,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,59.4,465.0,0.0,0.0,0.0,0.0,1150.0,60.5,60.5,0.0,58.0,2543832.0,296.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,202.0,23.0,270.0,51.0
2017-2018,ID,INDEPENDENCE ALTERNATIVE HIGH SCHOOL,160027000689,High,Alternative School,4,SWELIGTGPROG,Title I schoolwide eligible-Title I targeted assistance program,9.1,63.0,0.0,0.0,0.0,1.0,129.0,9.0,9.0,0.0,9.0,465750.0,30.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,205.0,23.0,28.0,30.0
2017-2018,ID,WOOD RIVER HIGH SCHOOL,160030000038,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,70.65,279.0,0.0,0.0,0.0,0.0,928.0,62.54,59.54,3.0,59.54,4351752.86,185.0,0.0,-18.0,1.0,19.0,1.0,298.0,226.0,283.0,54.0,239.0,61.0
2017-2018,ID,SILVER CREEK HIGH SCHOOL,160030000197,High,Alternative School,4,SWELIGNOPROG,Title I schoolwide eligible school-No program,5.0,12.0,0.0,0.0,0.0,1.0,45.0,4.5,4.5,0.0,4.5,333251.5,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,274.0,52.0,16.0,49.5
2017-2018,ID,BOISE SENIOR HIGH SCHOOL,160036000044,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,82.11,242.0,0.0,0.0,0.0,0.0,1589.0,86.0,86.0,0.0,86.0,4999959.0,1023.0,0.0,-18.0,1.0,34.0,1.0,795.0,916.0,397.0,136.0,473.0,74.0
2017-2018,ID,BORAH SENIOR HIGH SCHOOL,160036000045,High,Regular School,1,SWELIGNOPROG,Title I schoolwide eligible school-No program,90.13,561.0,0.0,0.0,0.0,0.0,1528.0,86.0,86.0,0.0,84.0,4548134.0,861.0,0.0,-18.0,1.0,29.0,1.0,449.0,582.0,181.0,53.0,502.0,54.0
2017-2018,ID,CAPITAL SENIOR HIGH SCHOOL,160036000047,High,Regular School,1,TGELGBNOPROG,Title I targeted assistance eligible school-No program,78.08,477.0,0.0,0.0,0.0,0.0,1400.0,80.0,80.0,0.0,80.0,4581016.0,808.0,0.0,-18.0,1.0,32.0,1.0,557.0,596.0,241.0,63.0,412.0,55.0
2017-2018,ID,TIMBERLINE HIGH SCHOOL,160036000643,High,Regular School,1,NOTTITLE1ELIG,Not a Title I school,65.0,242.0,0.0,0.0,0.0,0.0,1332.0,75.0,75.0,0.0,69.0,4046955.0,819.0,0.0,-18.0,1.0,28.0,1.0,711.0,784.0,299.0,100.0,431.0,77.0
2017-2018,ID,FRANK CHURCH HIGH SCHOOL,160036000984,High,Alternative School,4,SWELIGSWPROG,Title I schoolwide school,52.04,310.0,0.0,0.0,0.0,0.0,584.0,43.0,43.0,0.0,41.0,2213405.0,277.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0,326.0,50.0,98.0,22.0
