" ""LEA_STATE""",LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCLASSES_CALC,SCH_MATHCERT_CALC,Total_Calc_enroll_students
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05536,"QUEENS HIGH SCHOOL OF TEACHING, LIBERAL ARTS AND SCIENCES",362058005536,362058005536,3,3,34
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05537,ALL CITY LEADERSHIP SECONDARY SCHOOL,362058005537,362058005537,1,1,30
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05560,URBAN ASSEMBLY NEW YORK HARBOR SCHOOL,362058005560,362058005560,2,2,36
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05621,BARD HIGH SCHOOL EARLY COLLEGE,362058005621,362058005621,3,3,54
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05623,ESSEX STREET ACADEMY,362058005623,362058005623,1,1,18
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05625,PACE HIGH SCHOOL,362058005625,362058005625,1,1,40
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05626,URBAN ASSEMBLY SCHOOL OF DESIGN AND CONSTRUCTION,362058005626,362058005626,1,1,28
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05666,COMPREHENSIVE MODEL SCHOOL PROJECT MS 327,362058005666,362058005666,2,2,30
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05669,BRONX COLLELGIATE ACADEMY,362058005669,362058005669,1,1,14
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05670,EAGLE ACADEMY FOR YOUNG MEN,362058005670,362058005670,1,1,44
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05673,URBAN ASSEMBLY SCHOOL FOR APPLIED MATH AND SCIENCE,362058005673,362058005673,2,2,38
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05674,WEST BRONX ACADEMY FOR THE FUTURE,362058005674,362058005674,1,1,6
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05676,BRONX ENGINEERING AND TECHNOLOGY ACADEMY,362058005676,362058005676,1,1,20
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05680,BRONX HEALTH SCIENCES HIGH SCHOOL,362058005680,362058005680,1,1,20
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05685,COLLEGIATE INSTITUTE FOR MATH AND SCIENCE,362058005685,362058005685,1,1,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05686,BRONX ACADEMY OF HEALTH CAREERS,362058005686,362058005686,1,1,6
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05699,BROOKLYN PREPARATORY HIGH SCHOOL,362058005699,362058005699,1,1,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05704,WILLIAMSBURG PREPARATORY SCHOOL,362058005704,362058005704,1,1,16
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05714,HIGH SCHOOL FOR YOUTH AND COMMUNITY DEVELOPMENT,362058005714,362058005714,2,2,20
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05715,HIGH SCHOOL FOR SERVICE AND LEARNING AT ERASMUS,362058005715,362058005715,2,2,6
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05716,FDNY HIGH SCHOOL FOR FIRE AND LIFE SAFETY,362058005716,362058005716,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05717,HIGH SCHOOL FOR CIVIL RIGHTS,362058005717,362058005717,1,1,8
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05718,PERFORMING ARTS AND TECHNOLOGY HIGH SCHOOL,362058005718,362058005718,2,2,22
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05719,WORLD ACADEMY FOR TOTAL COMMUNITY HEALTH,362058005719,362058005719,1,1,2
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05721,BROOKLYN COLLEGIATE-A COLLEGE BOARD SCHOOL,362058005721,362058005721,2,2,8
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05733,EXCELSIOR PREPARATORTY HIGH SCHOOL,362058005733,362058005733,1,1,32
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05784,CITY COLLEGE ACADEMY OF THE ARTS,362058005784,362058005784,1,1,2
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05793,MOTT HALL BRONX HIGH SCHOOL,362058005793,362058005793,1,1,28
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05794,BRONX CENTER FOR SCIENCE AND MATHEMATICS,362058005794,362058005794,1,1,16
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05805,MOTT HALL V,362058005805,362058005805,1,1,28
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05826,RACHEL CARSON HIGH SCHOOL FOR COASTAL STUDIES,362058005826,362058005826,1,1,18
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05827,HIGH SCHOOL OF SPORTS MANAGEMENT,362058005827,362058005827,1,1,12
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05828,ACADEMY OF FINANCE AND ENTERPRISE,362058005828,362058005828,2,2,46
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05830,QUEENS SCHOOL OF INQUIRY (THE),362058005830,362058005830,1,1,10
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05831,SCHOLARS' ACADEMY,362058005831,362058005831,7,7,176
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05832,YOUNG WOMEN'S LEADERSHIP SCHOOL OF QUEENS,362058005832,362058005832,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05833,QUEENS PREPARATORY ACADEMY,362058005833,362058005833,1,1,20
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05834,PATHWAYS COLLEGE PREPARATORY SCHOOL:  A COLLEGE BOARD SCHOOL,362058005834,362058005834,1,1,10
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05835,CSI HIGH SCHOOL FOR INTERNATIONAL STUDIES,362058005835,362058005835,1,1,18
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05869,WORLD JOURNALISM PREPARATORY:  A COLLEGE BOARD SCHOOL,362058005869,362058005869,1,1,4
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05875,PREPARATORY ACADEMY FOR WRITERS:  A COLLEGE BOARD SCHOOL,362058005875,362058005875,2,2,6
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05879,EAST-WEST SCHOOL OF INTERNATIONAL STUDIES,362058005879,362058005879,1,1,22
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05899,"HIGH SCH-CONSTRUCTION, TRADES, ENGINEERING & ARCHITECTURE",362058005899,362058005899,3,3,64
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05909,WASHINGTON HEIGHTS EXPEDITIONARY LEARNING SCHOOL,362058005909,362058005909,2,2,36
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05928,URBAN ASSEMBLY INSTITUTE OF MATH AND SCIENCE FOR YOUNG WOMEN,362058005928,362058005928,2,2,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05929,BROOKLYN LATIN SCHOOL (THE),362058005929,362058005929,11,11,272
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05938,INTERNATIONAL SCHOOL FOR LIBERAL ARTS,362058005938,362058005938,1,1,14
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05941,EXPEDITIONARY LEARNING SCHOOL FOR COMMUNITY LEADERS,362058005941,362058005941,4,4,72
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05944,COLUMBIA SECONDARY SCHOOL,362058005944,362058005944,5,5,26
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,05955,URBAN ASSEMBLY SCHOOL FOR CRIMINAL JUSTICE,362058005955,362058005955,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06004,BARD HIGH SCHOOL EARLY COLLEGE QUEENS,362058006004,362058006004,4,4,78
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06005,QUEENS COLLEGIATE - A COLLEGE BOARD SCHOOL,362058006005,362058006005,1,1,14
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06024,GAYNOR MCCOWN EXPEDITIONARY LEARNING SCHOOL,362058006024,362058006024,1,1,10
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06028,CIVIC LEADERSHIP ACADEMY,362058006028,362058006028,1,1,22
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06033,YOUNG WOMEN'S LEADERSHIP SCHOOL OF BROOKLYN,362058006033,362058006033,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06046,ACADEMY OF INNOVATIVE TECHNOLOGY,362058006046,362058006046,2,2,30
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06054,ACADEMY FOR CONSERVATION AND THE ENVIRONMENT,362058006054,362058006054,1,1,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06065,NYC ISCHOOL,362058006065,362058006065,4,4,86
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06070,ACADEMY FOR CAREERS IN TELEVISION AND FILM,362058006070,362058006070,1,1,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06078,EAGLE ACADEMY FOR YOUNG MEN II,362058006078,362058006078,1,1,2
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06105,HIGH SCHOOL FOR LANGUAGE AND DIPLOMACY,362058006105,362058006105,2,2,32
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06115,SPECIAL MUSIC SCHOOL,362058006115,362058006115,1,1,14
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06125,QUEST TO LEARN,362058006125,362058006125,1,1,12
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06146,GLOBAL LEARNING COLLABORATIVE (THE),362058006146,362058006146,1,1,2
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06148,URBAN ASSEMBLY SCHOOL FOR GREEN CAREERS,362058006148,362058006148,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06174,HILLSIDE ARTS AND LETTERS ACADEMY,362058006174,362058006174,1,1,10
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06185,FRANK MCCOURT HIGH SCHOOL,362058006185,362058006185,1,1,10
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06188,METROPOLITAN EXPEDITIONARY LEARNING SCHOOL,362058006188,362058006188,1,1,28
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06191,INTERNATIONAL HIGH SCHOOL AT UNION SQUARE,362058006191,362058006191,2,2,4
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06209,QUEENS METROPOLITAN HIGH SCHOOL,362058006209,362058006209,1,1,26
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,06213,HIGH SCHOOL FOR COMMUNITY LEADERSHIP,362058006213,362058006213,1,1,16
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99810,VERITAS ACADEMY,362058099810,362058099810,1,1,4
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99812,ENERGY TECH HIGH SCHOOL,362058099812,362058099812,2,2,34
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99815,QUEENS HIGH SCHOOL FOR LANGUAGE STUDIES,362058099815,362058099815,1,1,20
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99816,ORIGINS HIGH SCHOOL,362058099816,362058099816,1,1,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99824,WESTCHESTER SQUARE ACADEMY,362058099824,362058099824,2,2,46
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99874,URBAN ASSEMBLY SCHOOL FOR EMERGENCY MANAGEMENT,362058099874,362058099874,1,1,14
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99876,ACADEMY FOR SOFTWARE ENGINEERING,362058099876,362058099876,1,1,42
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99879,UNION SQUARE ACADEMY FOR HEALTH SCIENCES,362058099879,362058099879,1,1,12
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99912,URBAN ASSEMBLY GATEWAY SCHOOL FOR TECHNOLOGY,362058099912,362058099912,1,1,46
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99913,P.S. 035,362058099913,362058099913,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99924,BRONX DESIGN AND CONSTRUCTION ACADEMY,362058099924,362058099924,1,1,6
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99925,METROPOLITAN SOUNDVIEW HIGH SCHOOL (THE),362058099925,362058099925,1,1,4
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99927,HIGH SCHOOL FOR LANGUAGE AND INNOVATION,362058099927,362058099927,1,1,0
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99928,BRONXDALE HIGH SCHOOL,362058099928,362058099928,1,1,10
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99947,MASPETH HIGH SCHOOL,362058099947,362058099947,1,1,36
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99952,JAMAICA GATEWAY TO THE SCIENCES,362058099952,362058099952,1,1,26
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99979,MILLENNIUM BROOKLYN HIGH SCHOOL,362058099979,362058099979,3,3,24
NY,NEW YORK,3620580,NEW YORK CITY PUBLIC SCHOOLS,99980,PARK SLOPE COLLEGIATE,362058099980,362058099980,2,2,68
NY,NEW YORK,3620670,NEWARK VALLEY CENTRAL SCHOOL DISTRICT,02900,NEWARK VALLEY SENIOR HIGH SCHOOL,362067002900,362067002900,1,1,6
NY,NEW YORK,3620700,NEWBURGH CITY SCHOOL DISTRICT,02910,NEWBURGH FREE ACADEMY,362070002910,362070002910,5,5,64
NY,NEW YORK,3620730,NEWCOMB CENTRAL SCHOOL DISTRICT,02918,NEWCOMB CENTRAL SCHOOL,362073002918,362073002918,1,1,6
NY,NEW YORK,3620790,NEWFIELD CENTRAL SCHOOL DISTRICT,02925,NEWFIELD SENIOR HIGH SCHOOL,362079002925,362079002925,1,1,12
NY,NEW YORK,3620820,NIAGARA FALLS CITY SCHOOL DISTRICT,04834,NIAGARA FALLS HIGH SCHOOL,362082004834,362082004834,1,1,12
NY,NEW YORK,3620850,NIAGARA-WHEATFIELD CENTRAL SCHOOL DISTRICT,02953,NIAGARA-WHEATFIELD SENIOR HIGH SCHOOL,362085002953,362085002953,2,2,36
NY,NEW YORK,3620880,NISKAYUNA CENTRAL SCHOOL DISTRICT,02959,NISKAYUNA HIGH SCHOOL,362088002959,362088002959,5,5,102
NY,NEW YORK,3620910,NORTH BABYLON UNION FREE SCHOOL DISTRICT,04740,NORTH BABYLON HIGH SCHOOL,362091004740,362091004740,1,1,22
NY,NEW YORK,3620970,NORTH COLLINS CENTRAL SCHOOL DISTRICT,02978,NORTH COLLINS JUNIOR-SENIOR HIGH SCHOOL,362097002978,362097002978,1,1,16
NY,NEW YORK,3621000,NORTH COLONIE CSD,02985,SHAKER HIGH SCHOOL,362100002985,362100002985,6,6,108
NY,NEW YORK,3621180,NORTH SALEM CENTRAL SCHOOL DISTRICT,02991,NORTH SALEM MIDDLE SCHOOL/HIGH SCHOOL,362118002991,362118002991,1,1,34
NY,NEW YORK,3621210,NORTH SYRACUSE CENTRAL SCHOOL DISTRICT,02997,CICERO-NORTH SYRACUSE HIGH SCHOOL,362121002997,362121002997,3,3,100
NY,NEW YORK,3621270,NORTHPORT-EAST NORTHPORT UNION FREE SCHOOL DISTRICT,03033,NORTHPORT SENIOR HIGH SCHOOL,362127003033,362127003033,15,15,192
NY,NEW YORK,3621300,NORTHVILLE CENTRAL SCHOOL DISTRICT,03038,NORTHVILLE HIGH SCHOOL,362130003038,362130003038,1,1,6
NY,NEW YORK,3621330,NORWICH CITY SCHOOL DISTRICT,03039,NORWICH HIGH SCHOOL,362133003039,362133003039,3,3,50
NY,NEW YORK,3621360,NORWOOD-NORFOLK CENTRAL SCHOOL DISTRICT,03045,NORWOOD-NORFOLK SCHOOL,362136003045,362136003045,1,1,2
NY,NEW YORK,3621450,DALTON-NUNDA CENTRAL SCHOOL DISTRICT (KESHEQUA),03047,DALTON-NUNDA SECONDARY SCHOOL,362145003047,362145003047,1,1,4
NY,NEW YORK,3621480,NYACK UNION FREE SCHOOL DISTRICT,03051,NYACK SENIOR HIGH SCHOOL,362148003051,362148003051,4,4,62
NY,NEW YORK,3621510,OAKFIELD-ALABAMA CENTRAL SCHOOL DISTRICT,03055,OAKFIELD-ALABAMA MIDDLE SCHOOL HIGH SCHOOL,362151003055,362151003055,1,1,10
NY,NEW YORK,3621570,OCEANSIDE UNION FREE SCHOOL DISTRICT,03059,SCHOOL 7-OCEANSIDE SENIOR HIGH SCHOOL,362157003059,362157003059,7,7,108
NY,NEW YORK,3621630,ODESSA-MONTOUR CENTRAL SCHOOL DISTRICT,03068,ODESSA-MONTOUR JUNIOR/SENIOR HIGH SCHOOL,362163003068,362163003068,1,1,8
NY,NEW YORK,3621720,OLEAN CITY SCHOOL DISTRICT,03082,OLEAN SENIOR HIGH SCHOOL,362172003082,362172003082,1,1,22
NY,NEW YORK,3621780,ONEONTA CITY SCHOOL DISTRICT,03095,ONEONTA SENIOR HIGH SCHOOL,362178003095,362178003095,4,4,40
NY,NEW YORK,3621810,ONONDAGA CENTRAL SCHOOL DISTRICT,03098,ONONDAGA SENIOR HIGH SCHOOL,362181003098,362181003098,2,2,16
NY,NEW YORK,3621840,ONTEORA CENTRAL SCHOOL DISTRICT,03101,ONTEORA HIGH SCHOOL,362184003101,362184003101,2,2,32
NY,NEW YORK,3621900,ORCHARD PARK CENTRAL SCHOOL DISTRICT,03110,ORCHARD PARK HIGH SCHOOL,362190003110,362190003110,5,5,70
NY,NEW YORK,3621960,ORISKANY CENTRAL SCHOOL DISTRICT,03116,ORISKANY JUNIOR-SENIOR HIGH SCHOOL,362196003116,362196003116,1,1,2
NY,NEW YORK,3622020,OSSINING UNION FREE SCHOOL DISTRICT,03121,OSSINING HIGH SCHOOL,362202003121,362202003121,12,12,234
NY,NEW YORK,3622050,OSWEGO CITY SCHOOL DISTRICT,03130,OSWEGO HIGH SCHOOL,362205003130,362205003130,1,1,18
NY,NEW YORK,3622140,SOUTH SENECA CENTRAL SCHOOL DISTRICT,03134,SOUTH SENECA MIDDLE/HIGH SCHOOL,362214003134,362214003134,1,1,8
NY,NEW YORK,3622260,OXFORD ACADEMY AND CENTRAL SCHOOL DISTRICT,03143,OXFORD ACADEMY HIGH SCHOOL,362226003143,362226003143,1,1,4
NY,NEW YORK,3622290,OYSTER BAY-EAST NORWICH CENTRAL SCHOOL DISTRICT,03147,OYSTER BAY HIGH SCHOOL,362229003147,362229003147,3,3,50
NY,NEW YORK,3622380,PALMYRA-MACEDON CENTRAL SCHOOL DISTRICT,03153,PALMYRA-MACEDON SENIOR HIGH SCHOOL,362238003153,362238003153,1,1,12
NY,NEW YORK,3622410,PANAMA CENTRAL SCHOOL DISTRICT,03156,PANAMA HIGH SCHOOL,362241003156,362241003156,1,1,4
NY,NEW YORK,3622440,PARISHVILLE-HOPKINTON CENTRAL SCHOOL DISTRICT,03158,PARISHVILLE-HOPKINTON JUNIOR-SENIOR HIGH SCHOOL,362244003158,362244003158,1,1,0
NY,NEW YORK,3622470,PATCHOGUE-MEDFORD UNION FREE SCHOOL DISTRICT,03165,PATCHOGUE-MEDFORD HIGH SCHOOL,362247003165,362247003165,9,9,180
NY,NEW YORK,3622500,PAVILION CENTRAL SCHOOL DISTRICT,03171,PAVILION JUNIOR-SENIOR HIGH SCHOOL,362250003171,362250003171,1,1,0
NY,NEW YORK,3622530,PAWLING CENTRAL SCHOOL DISTRICT,03173,PAWLING HIGH SCHOOL,362253003173,362253003173,1,1,14
NY,NEW YORK,3622560,PEARL RIVER UNION FREE SCHOOL DISTRICT,03178,PEARL RIVER HIGH SCHOOL,362256003178,362256003178,4,4,60
NY,NEW YORK,3622650,PEEKSKILL CITY SCHOOL DISTRICT,03181,PEEKSKILL HIGH SCHOOL,362265003181,362265003181,1,1,10
NY,NEW YORK,3622680,PELHAM UNION FREE SCHOOL DISTRICT,03188,PELHAM MEMORIAL HIGH SCHOOL,362268003188,362268003188,4,4,86
NY,NEW YORK,3622710,PENFIELD CENTRAL SCHOOL DISTRICT,03196,PENFIELD SENIOR HIGH SCHOOL,362271003196,362271003196,3,3,58
NY,NEW YORK,3622740,PENN YAN CENTRAL SCHOOL DISTRICT,03200,PENN YAN ACADEMY,362274003200,362274003200,1,1,16
NY,NEW YORK,3622770,PERRY CENTRAL SCHOOL DISTRICT,03204,PERRY JUNIOR-SENIOR HIGH SCHOOL,362277003204,362277003204,1,1,8
NY,NEW YORK,3622830,PERU CENTRAL SCHOOL DISTRICT,03209,PERU JR/SR HIGH SCHOOL,362283003209,362283003209,1,1,16
NY,NEW YORK,3622890,PHELPS-CLIFTON SPRINGS CENTRAL SCHOOL DISTRICT,03214,MIDLAKES HIGH SCHOOL,362289003214,362289003214,1,1,8
NY,NEW YORK,3622920,PHOENIX CENTRAL SCHOOL DISTRICT,03219,JOHN C BIRDLEBOUGH HIGH SCHOOL,362292003219,362292003219,1,1,4
NY,NEW YORK,3623010,PINE BUSH CENTRAL SCHOOL DISTRICT,03228,PINE BUSH SENIOR HIGH SCHOOL,362301003228,362301003228,5,5,80
NY,NEW YORK,3623040,PINE PLAINS CENTRAL SCHOOL DISTRICT,03231,STISSING MOUNTAIN JUNIOR/SENIOR HIGH SCHOOL,362304003231,362304003231,3,3,10
NY,NEW YORK,3623160,PITTSFORD CENTRAL SCHOOL DISTRICT,03241,PITTSFORD-MENDON HIGH SCHOOL,362316003241,362316003241,5,5,112
NY,NEW YORK,3623160,PITTSFORD CENTRAL SCHOOL DISTRICT,03242,PITTSFORD SUTHERLAND HIGH SCHOOL,362316003242,362316003242,3,3,70
NY,NEW YORK,3623190,PLAINEDGE UNION FREE SCHOOL DISTRICT,03248,PLAINEDGE SENIOR HIGH SCHOOL,362319003248,362319003248,5,5,62
NY,NEW YORK,3623220,PLAINVIEW-OLD BETHPAGE CENTRAL SCHOOL DISTRICT,03256,PLAINVIEW-OLD BETHPAGE/JFK HIGH SCHOOL,362322003256,362322003256,11,11,228
NY,NEW YORK,3623280,PLATTSBURGH CITY SCHOOL DISTRICT,03263,PLATTSBURGH SENIOR HIGH SCHOOL,362328003263,362328003263,1,1,30
NY,NEW YORK,3623310,PLEASANTVILLE UNION FREE SCHOOL DISTRICT,03265,PLEASANTVILLE HIGH SCHOOL,362331003265,362331003265,5,5,40
NY,NEW YORK,3623370,POLAND CENTRAL SCHOOL DISTRICT,03269,POLAND JUNIOR-SENIOR HIGH SCHOOL,362337003269,362337003269,2,2,14
NY,NEW YORK,3623430,PORT BYRON CENTRAL SCHOOL DISTRICT,03272,PORT BYRON SENIOR HIGH SCHOOL,362343003272,362343003272,1,1,0
NY,NEW YORK,3623460,PORT CHESTER-RYE UNION FREE SCHOOL DISTRICT,03278,PORT CHESTER SENIOR HIGH SCHOOL,362346003278,362346003278,4,4,100
NY,NEW YORK,3623580,PORT WASHINGTON UNION FREE SCHOOL DISTRICT,03295,PAUL D SCHREIBER SENIOR HIGH SCHOOL,362358003295,362358003295,5,5,102
NY,NEW YORK,3623640,PORTVILLE CENTRAL SCHOOL DISTRICT,03298,PORTVILLE JUNIOR-SENIOR HIGH SCHOOL,362364003298,362364003298,1,1,16
NY,NEW YORK,3623760,POUGHKEEPSIE CITY SCHOOL DISTRICT,03307,POUGHKEEPSIE HIGH SCHOOL,362376003307,362376003307,1,1,22
NY,NEW YORK,3623790,PRATTSBURGH CENTRAL SCHOOL DISTRICT,03310,PRATTSBURGH CENTRAL SCHOOL,362379003310,362379003310,1,1,2
NY,NEW YORK,3623880,PULASKI CENTRAL SCHOOL DISTRICT,03312,PULASKI HIGH SCHOOL,362388003312,362388003312,1,1,4
NY,NEW YORK,3624000,PUTNAM VALLEY CENTRAL SCHOOL DISTRICT,04837,PUTNAM VALLEY HIGH SCHOOL,362400004837,362400004837,2,2,26
NY,NEW YORK,3624030,QUEENSBURY UNION FREE SCHOOL DISTRICT,03318,QUEENSBURY SENIOR HIGH SCHOOL,362403003318,362403003318,3,3,52
NY,NEW YORK,3624090,RANDOLPH CENTRAL SCHOOL DISTRICT,03321,RANDOLPH SENIOR HIGH SCHOOL,362409003321,362409003321,1,1,6
NY,NEW YORK,3624150,RAVENA-COEYMANS-SELKIRK CENTRAL SCHOOL DISTRICT,03327,RAVENA-COEYMANS-SELKIRK SENIOR HIGH SCHOOL,362415003327,362415003327,1,1,10
NY,NEW YORK,3624270,MANCHESTER-SHORTSVILLE CENTRAL SCHOOL DISTRICT (RED JACKET),03336,RED JACKET HIGH SCHOOL,362427003336,362427003336,1,1,10
NY,NEW YORK,3624360,REMSEN CENTRAL SCHOOL DISTRICT,03338,REMSEN JUNIOR-SENIOR HIGH SCHOOL,362436003338,362436003338,1,1,2
NY,NEW YORK,3624450,RENSSELAER CITY SCHOOL DISTRICT,03341,RENSSELAER JUNIOR/SENIOR HIGH SCHOOL,362445003341,362445003341,1,1,12
NY,NEW YORK,3624480,RHINEBECK CENTRAL SCHOOL DISTRICT,03345,RHINEBECK SENIOR HIGH SCHOOL,362448003345,362448003345,1,1,30
NY,NEW YORK,3624570,RICHFIELD SPRINGS CENTRAL SCHOOL DISTRICT,06560,RICHFIELD SPRINGS JUNIOR/SENIOR HIGH SCHOOL,362457006560,362457006560,1,1,4
NY,NEW YORK,3624630,BLIND BROOK-RYE UNION FREE SCHOOL DISTRICT,03350,BLIND BROOK HIGH SCHOOL,362463003350,362463003350,3,3,76
NY,NEW YORK,3624690,RIVERHEAD CENTRAL SCHOOL DISTRICT,03359,RIVERHEAD SENIOR HIGH SCHOOL,362469003359,362469003359,4,4,130
NY,NEW YORK,3624750,ROCHESTER CITY SCHOOL DISTRICT,03422,JOSEPH C WILSON MAGNET HIGH SCHOOL,362475003422,362475003422,2,1,12
NY,NEW YORK,3624750,ROCHESTER CITY SCHOOL DISTRICT,03424,SCHOOL 58-WORLD OF INQUIRY SCHOOL,362475003424,362475003424,1,1,8
NY,NEW YORK,3624750,ROCHESTER CITY SCHOOL DISTRICT,04787,SCHOOL OF THE ARTS,362475004787,362475004787,1,1,8
