LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG2,SCH_MATHCERT_ALG2,NCESSCH,Total_Alg2_enroll_students
MD,MARYLAND,2400120,Baltimore County Public Schools,00377,Dundalk High,240012000377,23,17,240012000377,491
MD,MARYLAND,2400120,Baltimore County Public Schools,00379,Eastern Technical High School,240012000379,12,12,240012000379,293
MD,MARYLAND,2400120,Baltimore County Public Schools,00390,Franklin High,240012000390,19,18,240012000390,454
MD,MARYLAND,2400120,Baltimore County Public Schools,00412,Kenwood High IB and Sports Science,240012000412,17,16,240012000412,390
MD,MARYLAND,2400120,Baltimore County Public Schools,00416,Lansdowne High & Academy of Finance,240012000416,21,17,240012000416,474
MD,MARYLAND,2400120,Baltimore County Public Schools,00420,Loch Raven High,240012000420,11,11,240012000420,222
MD,MARYLAND,2400120,Baltimore County Public Schools,00432,Milford Mill Academy,240012000432,14,14,240012000432,288
MD,MARYLAND,2400120,Baltimore County Public Schools,00436,Catonsville Center for Alternative Studies,240012000436,4,4,240012000436,32
MD,MARYLAND,2400120,Baltimore County Public Schools,00438,Overlea High & Academy of Finance,240012000438,11,10,240012000438,224
MD,MARYLAND,2400120,Baltimore County Public Schools,00443,Parkville High & Center for Math/Science,240012000443,21,18,240012000443,496
MD,MARYLAND,2400120,Baltimore County Public Schools,00444,Patapsco High & Center for Arts,240012000444,17,17,240012000444,360
MD,MARYLAND,2400120,Baltimore County Public Schools,00446,Perry Hall High,240012000446,26,26,240012000446,535
MD,MARYLAND,2400120,Baltimore County Public Schools,00449,Pikesville High,240012000449,9,5,240012000449,247
MD,MARYLAND,2400120,Baltimore County Public Schools,00458,Randallstown High,240012000458,12,12,240012000458,249
MD,MARYLAND,2400120,Baltimore County Public Schools,00477,Sparrows Point High,240012000477,11,11,240012000477,248
MD,MARYLAND,2400120,Baltimore County Public Schools,00487,Towson High Law & Public Policy,240012000487,19,19,240012000487,426
MD,MARYLAND,2400120,Baltimore County Public Schools,00502,Woodlawn High Center for Pre-Eng. Res.,240012000502,16,14,240012000502,435
MD,MARYLAND,2400120,Baltimore County Public Schools,00831,Rosedale Center,240012000831,5,1,240012000831,13
MD,MARYLAND,2400120,Baltimore County Public Schools,01347,Owings Mills High,240012001347,11,10,240012001347,270
MD,MARYLAND,2400120,Baltimore County Public Schools,01432,Hereford High,240012001432,15,15,240012001432,336
MD,MARYLAND,2400120,Baltimore County Public Schools,01547,New Town High,240012001547,12,11,240012001547,269
MD,MARYLAND,2400120,Baltimore County Public Schools,01649,Crossroads Center,240012001649,2,2,240012001649,24
MD,MARYLAND,2400120,Baltimore County Public Schools,01711,BCDC Educational Center,240012001711,1,0,240012001711,11
MD,MARYLAND,2400150,Calvert County Public Schools,00508,Calvert High,240015000508,15,14,240015000508,276
MD,MARYLAND,2400150,Calvert County Public Schools,00516,Northern High,240015000516,9,9,240015000516,237
MD,MARYLAND,2400150,Calvert County Public Schools,00611,Patuxent High,240015000611,8,7,240015000611,208
MD,MARYLAND,2400150,Calvert County Public Schools,01342,Huntingtown High School,240015001342,11,11,240015001342,256
MD,MARYLAND,2400150,Calvert County Public Schools,01344,Calvert County Alternative School,240015001344,1,0,240015001344,1
MD,MARYLAND,2400180,Caroline County Public Schools,00518,Colonel Richardson High School,240018000518,6,6,240018000518,110
MD,MARYLAND,2400180,Caroline County Public Schools,00523,North Caroline High School,240018000523,8,8,240018000523,162
MD,MARYLAND,2400210,Carroll County Public Schools,00533,Francis Scott Key High,240021000533,12,12,240021000533,213
MD,MARYLAND,2400210,Carroll County Public Schools,00546,South Carroll High,240021000546,15,15,240021000546,229
MD,MARYLAND,2400210,Carroll County Public Schools,00552,Westminster High,240021000552,16,16,240021000552,362
MD,MARYLAND,2400210,Carroll County Public Schools,01161,Century High,240021001161,11,7,240021001161,266
MD,MARYLAND,2400210,Carroll County Public Schools,01185,Winters Mill High,240021001185,11,11,240021001185,236
MD,MARYLAND,2400210,Carroll County Public Schools,01350,Flexible Student Support,240021001350,2,2,240021001350,5
MD,MARYLAND,2400210,Carroll County Public Schools,01394,Liberty High,240021001394,13,13,240021001394,270
MD,MARYLAND,2400210,Carroll County Public Schools,01548,Gateway School,240021001548,4,4,240021001548,14
MD,MARYLAND,2400210,Carroll County Public Schools,01672,Manchester Valley High,240021001672,15,15,240021001672,318
MD,MARYLAND,2400240,Cecil County Public Schools,00558,Bohemia Manor High,240024000558,8,8,240024000558,138
MD,MARYLAND,2400240,Cecil County Public Schools,00568,Elkton High,240024000568,10,10,240024000568,167
MD,MARYLAND,2400240,Cecil County Public Schools,00575,North East High,240024000575,13,13,240024000575,215
MD,MARYLAND,2400240,Cecil County Public Schools,00577,Perryville High,240024000577,11,11,240024000577,149
MD,MARYLAND,2400240,Cecil County Public Schools,90469,Rising Sun High,240024090469,10,10,240024090469,226
MD,MARYLAND,2400270,Charles County Public Schools,00144,Westlake High School,240027000144,22,22,240027000144,334
MD,MARYLAND,2400270,Charles County Public Schools,00596,La Plata High School,240027000596,20,20,240027000596,273
MD,MARYLAND,2400270,Charles County Public Schools,00597,Henry E. Lackey High School,240027000597,16,16,240027000597,260
MD,MARYLAND,2400270,Charles County Public Schools,00600,Maurice J. McDonough High School,240027000600,18,18,240027000600,236
MD,MARYLAND,2400270,Charles County Public Schools,00607,Thomas Stone High School,240027000607,23,23,240027000607,326
MD,MARYLAND,2400270,Charles County Public Schools,01395,Robert D. Stethem Educational Center,240027001395,4,4,240027001395,11
MD,MARYLAND,2400270,Charles County Public Schools,01416,North Point High School,240027001416,31,31,240027001416,450
MD,MARYLAND,2400270,Charles County Public Schools,01727,St. Charles High School,240027001727,23,23,240027001727,375
MD,MARYLAND,2400300,Dorchester County Public Schools,00612,Cambridge-South Dorchester High School,240030000612,7,0,240030000612,79
MD,MARYLAND,2400300,Dorchester County Public Schools,00618,North Dorchester High School,240030000618,4,0,240030000618,45
MD,MARYLAND,2400330,Frederick County Public Schools,00616,Urbana High,240033000616,26,26,240033000616,423
MD,MARYLAND,2400330,Frederick County Public Schools,00627,Brunswick High,240033000627,11,11,240033000627,150
MD,MARYLAND,2400330,Frederick County Public Schools,00629,Catoctin High,240033000629,9,9,240033000629,152
MD,MARYLAND,2400330,Frederick County Public Schools,00632,Frederick High,240033000632,18,18,240033000632,216
MD,MARYLAND,2400330,Frederick County Public Schools,00634,Gov. Thomas Johnson High,240033000634,21,21,240033000634,283
MD,MARYLAND,2400330,Frederick County Public Schools,00638,Linganore High,240033000638,17,17,240033000638,294
MD,MARYLAND,2400330,Frederick County Public Schools,00641,Middletown High,240033000641,13,13,240033000641,224
MD,MARYLAND,2400330,Frederick County Public Schools,00655,Walkersville High,240033000655,15,15,240033000655,223
MD,MARYLAND,2400330,Frederick County Public Schools,01550,Tuscarora High,240033001550,22,22,240033001550,382
MD,MARYLAND,2400330,Frederick County Public Schools,01688,Oakdale High,240033001688,15,15,240033001688,297
MD,MARYLAND,2400360,Garrett County Public Schools,00671,Northern Garrett High School,240036000671,8,8,240036000671,102
MD,MARYLAND,2400360,Garrett County Public Schools,00674,Southern Garrett High School,240036000674,11,11,240036000674,159
MD,MARYLAND,2400390,Harford County Public Schools,00480,Center for Educational Opportunity,240039000480,3,2,240039000480,12
MD,MARYLAND,2400390,Harford County Public Schools,00679,Aberdeen High,240039000679,17,17,240039000679,302
MD,MARYLAND,2400390,Harford County Public Schools,00683,Bel Air High,240039000683,15,15,240039000683,379
MD,MARYLAND,2400390,Harford County Public Schools,00690,Edgewood High,240039000690,11,11,240039000690,297
MD,MARYLAND,2400390,Harford County Public Schools,00691,Fallston High,240039000691,11,11,240039000691,233
MD,MARYLAND,2400390,Harford County Public Schools,00694,Harford Technical High,240039000694,12,12,240039000694,269
MD,MARYLAND,2400390,Harford County Public Schools,00697,Havre de Grace High,240039000697,8,8,240039000697,170
MD,MARYLAND,2400390,Harford County Public Schools,00705,Joppatowne High,240039000705,7,7,240039000705,158
MD,MARYLAND,2400390,Harford County Public Schools,00710,North Harford High,240039000710,13,13,240039000710,259
MD,MARYLAND,2400390,Harford County Public Schools,01380,C. Milton Wright High,240039001380,19,19,240039001380,336
MD,MARYLAND,2400390,Harford County Public Schools,01638,Patterson Mill High School,240039001638,8,8,240039001638,193
MD,MARYLAND,2400420,Howard County Public Schools,00719,Atholton High,240042000719,14,14,240042000719,379
MD,MARYLAND,2400420,Howard County Public Schools,00722,Centennial High,240042000722,15,15,240042000722,420
MD,MARYLAND,2400420,Howard County Public Schools,00731,Glenelg High,240042000731,10,10,240042000731,284
MD,MARYLAND,2400420,Howard County Public Schools,00735,Hammond High,240042000735,14,14,240042000735,312
MD,MARYLAND,2400420,Howard County Public Schools,00738,Howard High,240042000738,18,18,240042000738,472
MD,MARYLAND,2400420,Howard County Public Schools,00743,Mount Hebron High,240042000743,16,16,240042000743,433
MD,MARYLAND,2400420,Howard County Public Schools,00745,Oakland Mills High,240042000745,13,13,240042000745,330
MD,MARYLAND,2400420,Howard County Public Schools,00762,Wilde Lake High,240042000762,15,15,240042000762,357
MD,MARYLAND,2400420,Howard County Public Schools,00816,River Hill High,240042000816,10,10,240042000816,273
MD,MARYLAND,2400420,Howard County Public Schools,00822,Long Reach High,240042000822,18,18,240042000822,435
MD,MARYLAND,2400420,Howard County Public Schools,01189,Homewood School,240042001189,7,3,240042001189,23
MD,MARYLAND,2400420,Howard County Public Schools,01200,Reservoir High,240042001200,17,17,240042001200,429
MD,MARYLAND,2400420,Howard County Public Schools,01437,Marriotts Ridge High,240042001437,12,12,240042001437,312
MD,MARYLAND,2400450,Kent County Public Schools,00768,Kent County High,240045000768,7,5,240045000768,121
MD,MARYLAND,2400480,Montgomery County Public Schools,00773,Albert Einstein High,240048000773,16,11,240048000773,455
MD,MARYLAND,2400480,Montgomery County Public Schools,00784,Bethesda-Chevy Chase High,240048000784,22,22,240048000784,654
MD,MARYLAND,2400480,Montgomery County Public Schools,00808,Col. Zadok Magruder High,240048000808,18,10,240048000808,435
MD,MARYLAND,2400480,Montgomery County Public Schools,00838,Gaithersburg High,240048000838,28,23,240048000838,658
MD,MARYLAND,2400480,Montgomery County Public Schools,00855,John F. Kennedy High,240048000855,8,8,240048000855,203
MD,MARYLAND,2400480,Montgomery County Public Schools,00877,Montgomery Blair High,240048000877,35,35,240048000877,800
MD,MARYLAND,2400480,Montgomery County Public Schools,00890,Paint Branch High,240048000890,24,23,240048000890,525
MD,MARYLAND,2400480,Montgomery County Public Schools,00897,Poolesville High,240048000897,11,7,240048000897,294
MD,MARYLAND,2400480,Montgomery County Public Schools,00902,Richard Montgomery High,240048000902,24,23,240048000902,659
MD,MARYLAND,2400480,Montgomery County Public Schools,00912,Rockville High,240048000912,17,16,240048000912,386
MD,MARYLAND,2400480,Montgomery County Public Schools,00918,Seneca Valley High,240048000918,12,12,240048000918,243
MD,MARYLAND,2400480,Montgomery County Public Schools,00921,Sherwood High,240048000921,23,16,240048000921,467
MD,MARYLAND,2400480,Montgomery County Public Schools,00926,Springbrook High,240048000926,17,17,240048000926,451
MD,MARYLAND,2400480,Montgomery County Public Schools,00934,Thomas S. Wootton High,240048000934,18,18,240048000934,524
MD,MARYLAND,2400480,Montgomery County Public Schools,00941,Walt Whitman High,240048000941,16,16,240048000941,499
MD,MARYLAND,2400480,Montgomery County Public Schools,00942,Walter Johnson High,240048000942,23,21,240048000942,689
MD,MARYLAND,2400480,Montgomery County Public Schools,00951,Wheaton High,240048000951,21,20,240048000951,529
MD,MARYLAND,2400480,Montgomery County Public Schools,00956,Winston Churchill High,240048000956,21,21,240048000956,588
MD,MARYLAND,2400480,Montgomery County Public Schools,01040,Northwest High,240048001040,29,27,240048001040,791
MD,MARYLAND,2400480,Montgomery County Public Schools,01044,James Hubert Blake High,240048001044,19,17,240048001044,491
MD,MARYLAND,2400480,Montgomery County Public Schools,01366,Northwood High School,240048001366,19,17,240048001366,457
MD,MARYLAND,2400480,Montgomery County Public Schools,01398,Regional Institute for Children & Adolescents,240048001398,2,1,240048001398,12
MD,MARYLAND,2400480,Montgomery County Public Schools,01451,Alternative Programs,240048001451,3,3,240048001451,24
MD,MARYLAND,2400480,Montgomery County Public Schools,01455,Damascus High,240048001455,11,6,240048001455,322
MD,MARYLAND,2400480,Montgomery County Public Schools,01509,Quince Orchard High,240048001509,16,16,240048001509,439
MD,MARYLAND,2400480,Montgomery County Public Schools,01525,Watkins Mill High,240048001525,19,19,240048001525,521
MD,MARYLAND,2400480,Montgomery County Public Schools,01541,Clarksburg High,240048001541,25,23,240048001541,638
MD,MARYLAND,2400510,Prince George's County Public Schools,00987,Bladensburg High,240051000987,18,18,240051000987,377
MD,MARYLAND,2400510,Prince George's County Public Schools,00990,Bowie High,240051000990,21,18,240051000990,593
MD,MARYLAND,2400510,Prince George's County Public Schools,01002,Central High,240051001002,14,13,240051001002,204
MD,MARYLAND,2400510,Prince George's County Public Schools,01017,Crossland High,240051001017,14,11,240051001017,253
MD,MARYLAND,2400510,Prince George's County Public Schools,01023,Duval High,240051001023,15,8,240051001023,434
MD,MARYLAND,2400510,Prince George's County Public Schools,01027,Eleanor Roosevelt High,240051001027,27,18,240051001027,644
MD,MARYLAND,2400510,Prince George's County Public Schools,01029,Fairmont Heights High,240051001029,10,10,240051001029,128
MD,MARYLAND,2400510,Prince George's County Public Schools,01036,Frederick Douglass High,240051001036,10,8,240051001036,243
MD,MARYLAND,2400510,Prince George's County Public Schools,01038,Friendly High,240051001038,14,14,240051001038,194
MD,MARYLAND,2400510,Prince George's County Public Schools,01052,Gwynn Park High,240051001052,10,8,240051001052,231
MD,MARYLAND,2400510,Prince George's County Public Schools,01054,Northwestern Evening/Saturday High,240051001054,5,1,240051001054,79
MD,MARYLAND,2400510,Prince George's County Public Schools,01059,High Point High,240051001059,18,18,240051001059,436
MD,MARYLAND,2400510,Prince George's County Public Schools,01062,Crossland Evening/Saturday High,240051001062,6,6,240051001062,54
MD,MARYLAND,2400510,Prince George's County Public Schools,01067,Community Based Classrooms,240051001067,4,3,240051001067,37
MD,MARYLAND,2400510,Prince George's County Public Schools,01089,Largo High,240051001089,11,9,240051001089,209
MD,MARYLAND,2400510,Prince George's County Public Schools,01092,Laurel High,240051001092,16,14,240051001092,432
MD,MARYLAND,2400510,Prince George's County Public Schools,01114,Northwestern High,240051001114,21,12,240051001114,456
MD,MARYLAND,2400510,Prince George's County Public Schools,01123,Oxon Hill High,240051001123,18,10,240051001123,463
MD,MARYLAND,2400510,Prince George's County Public Schools,01126,Parkdale High,240051001126,26,26,240051001126,663
MD,MARYLAND,2400510,Prince George's County Public Schools,01133,Potomac High,240051001133,22,15,240051001133,371
MD,MARYLAND,2400510,Prince George's County Public Schools,01164,Suitland High,240051001164,22,16,240051001164,428
MD,MARYLAND,2400510,Prince George's County Public Schools,01167,Surrattsville High,240051001167,11,10,240051001167,146
MD,MARYLAND,2400510,Prince George's County Public Schools,01424,Tall Oaks High,240051001424,7,7,240051001424,85
MD,MARYLAND,2400510,Prince George's County Public Schools,01463,Croom High,240051001463,8,8,240051001463,73
MD,MARYLAND,2400510,Prince George's County Public Schools,01542,Dr. Henry A. Wise Jr. High,240051001542,21,14,240051001542,545
MD,MARYLAND,2400510,Prince George's County Public Schools,01671,Incarcerated Youth Center (JACS),240051001671,1,1,240051001671,2
MD,MARYLAND,2400510,Prince George's County Public Schools,01704,Academy of Health Sciences at PGCC,240051001704,3,3,240051001704,75
MD,MARYLAND,2400510,Prince George's County Public Schools,01708,Chesapeake Math and IT Public Charter,240051001708,4,3,240051001708,68
MD,MARYLAND,2400510,Prince George's County Public Schools,01718,College Park Academy,240051001718,10,10,240051001718,72
MD,MARYLAND,2400510,Prince George's County Public Schools,01726,Chesapeake Math and IT South Public Charter,240051001726,2,2,240051001726,32
MD,MARYLAND,2400510,Prince George's County Public Schools,01738,International High School @ Langley Park,240051001738,2,2,240051001738,18
MD,MARYLAND,2400510,Prince George's County Public Schools,02951,Charles Herbert Flowers High,240051002951,22,14,240051002951,583
MD,MARYLAND,2400540,Queen Anne's County Public Schools,01076,Kent Island High School,240054001076,6,6,240054001076,132
MD,MARYLAND,2400540,Queen Anne's County Public Schools,01195,Queen Anne's County High School,240054001195,9,9,240054001195,237
MD,MARYLAND,2400570,Somerset County Public Schools,01201,Crisfield Academy and High School,240057001201,2,2,240057001201,42
MD,MARYLAND,2400570,Somerset County Public Schools,01213,Washington Academy and High School,240057001213,3,3,240057001213,58
MD,MARYLAND,2400600,St. Mary's County Public Schools,01218,Chopticon High,240060001218,11,11,240060001218,285
MD,MARYLAND,2400600,St. Mary's County Public Schools,01224,Great Mills High,240060001224,12,12,240060001224,282
MD,MARYLAND,2400600,St. Mary's County Public Schools,01356,Leonardtown High,240060001356,13,13,240060001356,386
MD,MARYLAND,2400630,Talbot County Public Schools,01242,Easton High,240063001242,8,8,240063001242,181
MD,MARYLAND,2400630,Talbot County Public Schools,01248,St. Michaels Middle/High School,240063001248,2,2,240063001248,37
MD,MARYLAND,2400660,Washingtion County Public Schools,00308,Washington County Technical High,240066000308,8,8,240066000308,181
MD,MARYLAND,2400660,Washingtion County Public Schools,01256,Boonsboro High,240066001256,10,10,240066001256,202
MD,MARYLAND,2400660,Washingtion County Public Schools,01260,Clear Spring High,240066001260,6,6,240066001260,83
MD,MARYLAND,2400660,Washingtion County Public Schools,01270,Hancock Middle Senior High,240066001270,2,2,240066001270,17
MD,MARYLAND,2400660,Washingtion County Public Schools,01275,North Hagerstown High,240066001275,16,16,240066001275,353
MD,MARYLAND,2400660,Washingtion County Public Schools,01285,Smithsburg High,240066001285,9,9,240066001285,171
MD,MARYLAND,2400660,Washingtion County Public Schools,01288,South Hagerstown High,240066001288,19,19,240066001288,240
MD,MARYLAND,2400660,Washingtion County Public Schools,01295,Williamsport High,240066001295,13,13,240066001295,216
MD,MARYLAND,2400660,Washingtion County Public Schools,01674,Barbara Ingram School for the Arts,240066001674,4,4,240066001674,80
MD,MARYLAND,2400660,Washingtion County Public Schools,99998,ANTIETAM ACADEMY,240066099998,3,3,240066099998,3
MD,MARYLAND,2400690,Wicomico County Public Schools,01305,James M. Bennett High,240069001305,8,8,240069001305,214
MD,MARYLAND,2400690,Wicomico County Public Schools,01306,Mardela Middle & High,240069001306,4,4,240069001306,80
MD,MARYLAND,2400690,Wicomico County Public Schools,01309,Parkside High,240069001309,8,8,240069001309,173
MD,MARYLAND,2400690,Wicomico County Public Schools,01320,Wicomico High,240069001320,7,7,240069001320,113
MD,MARYLAND,2400720,Worcester County Public Schools,01330,Pocomoke High,240072001330,5,5,240072001330,84
MD,MARYLAND,2400720,Worcester County Public Schools,01334,Snow Hill High,240072001334,3,3,240072001334,59
MD,MARYLAND,2400720,Worcester County Public Schools,01335,Stephen Decatur High,240072001335,10,10,240072001335,247
MD,MARYLAND,24SOP01,THE MARYLAND SCHOOL F/T BLIND,00001,THE MARYLAND SCHOOL F/T BLIND,24SOP0100001,1,1,24SOP0100001,6
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99985,BALTIMORE CITY JUVENILE JUSTICE CENTER,24SOP0299985,14,8,24SOP0299985,26
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99988,"CHARLES H. HICKEY, JR. SCHOOL",24SOP0299988,12,6,24SOP0299988,14
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99989,VICTOR CULLEN CENTER,24SOP0299989,2,2,24SOP0299989,6
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99990,WESTERN MARYLAND CHILDREN'S CENTER,24SOP0299990,2,2,24SOP0299990,6
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99991,GREEN RIDGE YOUTH CENTER,24SOP0299991,5,5,24SOP0299991,10
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99993,BACKBONE MOUNTAIN YOUTH CENTER,24SOP0299993,2,2,24SOP0299993,4
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99994,MEADOW MOUNTAIN YOUTH CENTER,24SOP0299994,2,2,24SOP0299994,9
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99995,LOWER EASTERN SHORE CHILDREN'S CENTER,24SOP0299995,2,2,24SOP0299995,3
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99996,J. DEWEESE CARTER YOUTH FACILITY,24SOP0299996,2,2,24SOP0299996,2
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99997,CHELTENHAM YOUTH FACILITY,24SOP0299997,6,6,24SOP0299997,12
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99998,ALFRED D. NOYES CENTER,24SOP0299998,6,0,24SOP0299998,13
MD,MARYLAND,24SOP02,Maryland State Department of Education-Juvenile Services Education Program,99999,THOMAS J. S. WAXTER CHILDREN'S CENTER,24SOP0299999,4,4,24SOP0299999,7
MA,MASSACHUSETTS,2500001,Quabbin,01558,Quabbin Regional High School,250000101558,9,9,250000101558,87
MA,MASSACHUSETTS,2500002,Spencer-E Brookfield,01790,David Prouty High,250000201790,1,1,250000201790,27
MA,MASSACHUSETTS,2500013,Southwick-Tolland-Granville Regional School District,01782,Southwick Regional School,250001301782,10,10,250001301782,185
MA,MASSACHUSETTS,2500021,Academy Of the Pacific Rim Charter Public (District),00511,Academy Of the Pacific Rim Charter Public School,250002100511,3,2,250002100511,55
MA,MASSACHUSETTS,2500025,Innovation Academy Charter (District),00524,Innovation Academy Charter School,250002500524,7,7,250002500524,126
MA,MASSACHUSETTS,2500026,City on a Hill Charter Public School Circuit Street (Distric,00530,City on a Hill Charter Public School Circuit Street,250002600530,3,3,250002600530,54
MA,MASSACHUSETTS,2500028,Sabis International Charter (District),00537,Sabis International Charter School,250002800537,8,8,250002800537,81
MA,MASSACHUSETTS,2500035,Martha's Vineyard Charter (District),00569,Martha's Vineyard Charter School,250003500569,1,1,250003500569,5
MA,MASSACHUSETTS,2500038,Francis W. Parker Charter Essential (District),00581,Francis W. Parker Charter Essential School,250003800581,5,5,250003800581,59
MA,MASSACHUSETTS,2500040,South Shore Charter Public (District),00600,South Shore Charter Public School,250004000600,5,4,250004000600,78
MA,MASSACHUSETTS,2500041,Atlantis Charter (District),00601,Atlantis Charter School,250004100601,4,4,250004100601,56
MA,MASSACHUSETTS,2500044,Pioneer Valley Performing Arts Charter Public (District),00816,Pioneer Valley Performing Arts Charter Public School,250004400816,4,4,250004400816,68
MA,MASSACHUSETTS,2500046,Prospect Hill Academy Charter (District),00819,Prospect Hill Academy Charter School,250004600819,3,3,250004600819,64
MA,MASSACHUSETTS,2500051,Abby Kelley Foster Charter Public (District),01247,Abby Kelley Foster Charter Public School,250005101247,4,4,250005101247,87
MA,MASSACHUSETTS,2500052,Foxborough Regional Charter (District),01250,Foxborough Regional Charter School,250005201250,3,3,250005201250,71
MA,MASSACHUSETTS,2500053,Boston Collegiate Charter (District),01256,Boston Collegiate Charter School,250005301256,2,2,250005301256,67
MA,MASSACHUSETTS,2500055,Mystic Valley Regional Charter (District),01260,Mystic Valley Regional Charter School,250005501260,5,5,250005501260,82
MA,MASSACHUSETTS,2500057,Rising Tide Charter Public (District),01271,Rising Tide Charter Public School,250005701271,5,5,250005701271,82
MA,MASSACHUSETTS,2500058,Sturgis Charter Public (District),01272,Sturgis Charter Public School East,250005801272,4,4,250005801272,84
MA,MASSACHUSETTS,2500058,Sturgis Charter Public (District),99999,Sturgis Charter Public School West,250005899999,4,4,250005899999,72
MA,MASSACHUSETTS,2500063,Roxbury Preparatory Charter (District),99997,Roxbury Prep High School - 10th and 11th,250006399997,7,4,250006399997,162
MA,MASSACHUSETTS,2500066,MATCH Charter Public School (District),01586,MATCH Charter Public School,250006601586,4,4,250006601586,63
MA,MASSACHUSETTS,2500067,Manchester Essex Regional,01109,Manchester Essex Regional High School,250006701109,6,4,250006701109,114
MA,MASSACHUSETTS,2500070,Codman Academy Charter Public (District),01667,Codman Academy Charter Public School,250007001667,2,0,250007001667,36
MA,MASSACHUSETTS,2500071,Brooke Charter School (District),01747,Brooke Charter Schools,250007101747,3,0,250007101747,59
MA,MASSACHUSETTS,2500073,Sizer School: A North Central Charter Essential (District),01750,Sizer School: A North Central Charter Essential School,250007301750,3,3,250007301750,42
MA,MASSACHUSETTS,2500075,Excel Academy Charter (District),02084,Excel Academy Charter School,250007502084,2,2,250007502084,33
MA,MASSACHUSETTS,2500076,Four Rivers Charter Public (District),02086,Four Rivers Charter Public School,250007602086,2,2,250007602086,35
MA,MASSACHUSETTS,2500079,Berkshire Arts and Technology Charter Public (District),01842,Berkshire Arts and Technology Charter Public School,250007901842,2,1,250007901842,38
MA,MASSACHUSETTS,2500080,Boston Preparatory Charter Public (District),01843,Boston Preparatory Charter Public School,250008001843,3,3,250008001843,59
MA,MASSACHUSETTS,2500082,KIPP Academy Lynn Charter School (District),01845,KIPP Academy Lynn Charter School,250008201845,5,2,250008201845,153
MA,MASSACHUSETTS,2500084,Salem Academy Charter (District),01847,Salem Academy Charter School,250008401847,4,4,250008401847,70
MA,MASSACHUSETTS,2500085,Advanced Math and Science Academy Charter (District),01984,Advanced Math and Science Academy Charter School,250008501984,9,2,250008501984,107
MA,MASSACHUSETTS,2500086,Community Charter School of Cambridge (District),01996,Community Charter School of Cambridge,250008601996,2,2,250008601996,45
MA,MASSACHUSETTS,2500090,Phoenix Charter Academy (District),02112,Phoenix Charter Academy,250009002112,1,1,250009002112,27
MA,MASSACHUSETTS,2500517,Pioneer Valley Chinese Immersion Charter (District),02619,Pioneer Valley Chinese Immersion Charter School,250051702619,1,1,250051702619,7
MA,MASSACHUSETTS,2500518,Pioneer Charter School of Science (District),02632,Pioneer Charter School of Science,250051802632,2,2,250051802632,36
MA,MASSACHUSETTS,2500519,Global Learning Charter Public (District),02629,Global Learning Charter Public School,250051902629,4,4,250051902629,35
MA,MASSACHUSETTS,2500522,Hampden Charter School of Science East (District),02680,Hampden Charter School of Science East,250052202680,3,1,250052202680,44
MA,MASSACHUSETTS,2500541,Somerset Berkley Regional School District,02728,Somerset Berkley Regional High School,250054102728,10,10,250054102728,205
MA,MASSACHUSETTS,2500544,Monomoy Regional School District,02836,Monomoy Regional High School,250054402836,7,0,250054402836,114
MA,MASSACHUSETTS,2500546,Pioneer Charter School of Science II (PCSS-II) (District),02780,Pioneer Charter School of Science II (PCSS-II),250054602780,1,1,250054602780,39
MA,MASSACHUSETTS,2500547,Paulo Freire Social Justice Charter School (District),02782,Paulo Freire Social Justice Charter School,250054702782,5,4,250054702782,83
MA,MASSACHUSETTS,2500548,City on a Hill Charter Public School Dudley Square (District,02781,City on a Hill Charter Public School Dudley Square,250054802781,2,2,250054802781,41
MA,MASSACHUSETTS,2500550,Baystate Academy Charter Public School (District),02784,Baystate Academy Charter Public School,250055002784,7,3,250055002784,55
MA,MASSACHUSETTS,2500551,Greenfield Commonwealth Virtual School,02808,Greenfield Commonwealth Virtual School,250055102808,2,0,250055102808,48
MA,MASSACHUSETTS,2500553,City on a Hill Charter Public School New Bedford (District),02814,City on a Hill Charter Public School New Bedford,250055302814,3,0,250055302814,45
MA,MASSACHUSETTS,2500554,Essex North Shore Agricultural and Technical School District,02833,Essex North Shore Agricultural & Technical School,250055402833,20,20,250055402833,339
MA,MASSACHUSETTS,2500555,Phoenix Academy Public Charter High School Springfield (Dist,02821,Phoenix Academy Public Charter High School Springfield,250055502821,2,0,250055502821,32
