LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_MATHCLASSES_ALG,SCH_MATHCERT_ALG,NCESSCH,Total_Alg1_enroll_students,Total_Alg1_pass_students
WA,WASHINGTON,5309390,Waitsburg School District,01597,Waitsburg High School,530939001597,5,5,530939001597,22,14
WA,WASHINGTON,5309450,Walla Walla Public Schools,01607,Lincoln High School,530945001607,18,18,530945001607,53,3
WA,WASHINGTON,5309450,Walla Walla Public Schools,01609,Walla Walla High School,530945001609,35,35,530945001609,374,234
WA,WASHINGTON,5309450,Walla Walla Public Schools,03590,Opportunity Youth Reengagement,530945003590,5,5,530945003590,9,0
WA,WASHINGTON,5309480,Wapato School District,01611,Pace Alternative High School,530948001611,6,6,530948001611,53,16
WA,WASHINGTON,5309480,Wapato School District,01617,Wapato High School,530948001617,22,22,530948001617,201,109
WA,WASHINGTON,5309540,Washougal School District,01624,Washougal High School,530954001624,21,21,530954001624,224,158
WA,WASHINGTON,5309570,Washtucna School District,01625,Washtucna Elementary/High School,530957001625,2,2,530957001625,4,3
WA,WASHINGTON,5309600,Waterville School District,01628,Waterville High School,530960001628,1,1,530960001628,16,14
WA,WASHINGTON,5309630,Wellpinit School District,01629,Wellpinit High School,530963001629,2,2,530963001629,25,19
WA,WASHINGTON,5309630,Wellpinit School District,02828,Wellpinit Alliance High School,530963002828,1,0,530963002828,3,2
WA,WASHINGTON,5309630,Wellpinit School District,03572,Wellpinit Fort Simcoe SEA,530963003572,1,0,530963003572,6,6
WA,WASHINGTON,5309660,Wenatchee School District,00097,Skill Source,530966000097,1,1,530966000097,0,0
WA,WASHINGTON,5309660,Wenatchee School District,01639,Wenatchee High School,530966001639,56,56,530966001639,410,374
WA,WASHINGTON,5309660,Wenatchee School District,02193,Westside High School,530966002193,65,60,530966002193,122,8
WA,WASHINGTON,5309660,Wenatchee School District,02550,Valley Academy Of Learning,530966002550,1,1,530966002550,2,2
WA,WASHINGTON,5309690,West Valley School District (Spokane),01648,West Valley High School,530969001648,14,14,530969001648,170,143
WA,WASHINGTON,5309690,West Valley School District (Spokane),02244,Dishman Hills High School,530969002244,17,17,530969002244,111,38
WA,WASHINGTON,5309690,West Valley School District (Spokane),02826,Spokane Valley High School,530969002826,4,4,530969002826,27,18
WA,WASHINGTON,5309690,West Valley School District (Spokane),02840,Spokane Valley Transition School,530969002840,36,36,530969002840,63,2
WA,WASHINGTON,5309720,West Valley School District (Yakima),01654,West Valley High School,530972001654,12,12,530972001654,176,93
WA,WASHINGTON,5309720,West Valley School District (Yakima),03340,West Valley High School Freshman Campus,530972003340,26,26,530972003340,320,242
WA,WASHINGTON,5309720,West Valley School District (Yakima),03614,WEST VALLEY VIRTUAL ACADEMY 9-12,530972003614,2,2,530972003614,7,2
WA,WASHINGTON,5309750,White Pass School District,01659,White Pass Jr. Sr. High School,530975001659,3,3,530975001659,22,8
WA,WASHINGTON,5309780,White River School District,03153,White River High School,530978003153,17,17,530978003153,235,194
WA,WASHINGTON,5309810,White Salmon Valley School District,01664,Columbia High School,530981001664,10,10,530981001664,70,65
WA,WASHINGTON,5309840,Wilbur School District,01668,Wilbur Secondary School,530984001668,8,8,530984001668,25,19
WA,WASHINGTON,5309870,Willapa Valley School District,01673,Willapa Valley Middle-High,530987001673,2,2,530987001673,19,15
WA,WASHINGTON,5309900,Wilson Creek School District,01675,Wilson Creek High,530990001675,1,1,530990001675,19,17
WA,WASHINGTON,5309930,Winlock School District,01676,Winlock Senior High,530993001676,6,6,530993001676,51,32
WA,WASHINGTON,5309930,Winlock School District,02804,Winolequa Learning Academy,530993002804,2,0,530993002804,8,4
WA,WASHINGTON,5309990,Wishkah Valley School District,01679,Wishkah Valley Elementary/High School,530999001679,1,1,530999001679,22,22
WA,WASHINGTON,5310020,Wishram School District,01680,Wishram High And Elementary Schl,531002001680,4,4,531002001680,8,8
WA,WASHINGTON,5310050,Woodland School District,01682,Woodland High School,531005001682,15,15,531005001682,155,102
WA,WASHINGTON,5310050,Woodland School District,02713,TEAM High School,531005002713,5,5,531005002713,19,0
WA,WASHINGTON,5310110,Yakima School District,01689,Davis High School,531011001689,34,30,531011001689,430,184
WA,WASHINGTON,5310110,Yakima School District,01690,Eisenhower High School,531011001690,42,39,531011001690,538,199
WA,WASHINGTON,5310110,Yakima School District,01713,Stanton Academy,531011001713,26,26,531011001713,156,9
WA,WASHINGTON,5310110,Yakima School District,03263,Yakima Online,531011003263,9,9,531011003263,18,4
WA,WASHINGTON,5310140,Yelm School District,00134,Yelm Extension School,531014000134,17,17,531014000134,17,1
WA,WASHINGTON,5310140,Yelm School District,01716,Yelm High School 12,531014001716,42,42,531014001716,430,270
WA,WASHINGTON,5310170,Zillah School District,01719,Zillah High School,531017001719,8,8,531017001719,119,66
WV,WEST VIRGINIA,5400030,BARBOUR COUNTY SCHOOLS,00008,PHILIP BARBOUR HIGH SCHOOL COMPLEX,540003000008,8,8,540003000008,199,163
WV,WEST VIRGINIA,5400060,BERKELEY COUNTY SCHOOLS,00019,HEDGESVILLE HIGH SCHOOL,540006000019,36,24,540006000019,338,250
WV,WEST VIRGINIA,5400060,BERKELEY COUNTY SCHOOLS,00026,MARTINSBURG HIGH SCHOOL,540006000026,26,18,540006000026,387,250
WV,WEST VIRGINIA,5400060,BERKELEY COUNTY SCHOOLS,00027,MUSSELMAN HIGH SCHOOL,540006000027,30,12,540006000027,401,357
WV,WEST VIRGINIA,5400060,BERKELEY COUNTY SCHOOLS,01487,SPRING MILLS HIGH SCHOOL,540006001487,32,26,540006001487,405,272
WV,WEST VIRGINIA,5400090,BOONE COUNTY  SCHOOLS,00049,SCOTT HIGH SCHOOL,540009000049,8,2,540009000049,201,183
WV,WEST VIRGINIA,5400090,BOONE COUNTY  SCHOOLS,00051,SHERMAN HIGH SCHOOL,540009000051,7,3,540009000051,115,105
WV,WEST VIRGINIA,5400090,BOONE COUNTY  SCHOOLS,00055,VAN JUNIOR/SENIOR HIGH SCHOOL,540009000055,1,1,540009000055,29,24
WV,WEST VIRGINIA,5400120,BRAXTON COUNTY SCHOOLS,00061,BRAXTON COUNTY HIGH SCHOOL,540012000061,4,1,540012000061,166,131
WV,WEST VIRGINIA,5400150,BROOKE COUNTY SCHOOLS,00075,BROOKE HIGH SCHOOL,540015000075,22,9,540015000075,258,233
WV,WEST VIRGINIA,5400180,CABELL COUNTY SCHOOLS,00686,CABELL MIDLAND HIGH SCHOOL,540018000686,32,22,540018000686,378,333
WV,WEST VIRGINIA,5400180,CABELL COUNTY SCHOOLS,00860,HUNTINGTON HIGH SCHOOL,540018000860,32,23,540018000860,445,278
WV,WEST VIRGINIA,5400180,CABELL COUNTY SCHOOLS,00884,CABELL ALTERNATIVE SCHOOL,540018000884,3,3,540018000884,35,19
WV,WEST VIRGINIA,5400210,CALHOUN COUNTY SCHOOLS,00142,CALHOUN MIDDLE/HIGH SCHOOL,540021000142,4,1,540021000142,68,64
WV,WEST VIRGINIA,5400210,CALHOUN COUNTY SCHOOLS,01379,CALHOUN-GILMER CAREER CENTER,540021001379,1,0,540021001379,3,3
WV,WEST VIRGINIA,5400240,CLAY COUNTY SCHOOLS,00147,CLAY COUNTY HIGH SCHOOL,540024000147,7,6,540024000147,174,152
WV,WEST VIRGINIA,5400270,DODDRIDGE COUNTY SCHOOLS,00159,DODDRIDGE COUNTY HIGH SCHOOL,540027000159,7,4,540027000159,75,68
WV,WEST VIRGINIA,5400300,FAYETTE COUNTY SCHOOLS,00180,FAYETTEVILLE HIGH,540030000180,6,5,540030000180,40,40
WV,WEST VIRGINIA,5400300,FAYETTE COUNTY SCHOOLS,00190,MEADOW BRIDGE HIGH,540030000190,3,2,540030000190,35,33
WV,WEST VIRGINIA,5400300,FAYETTE COUNTY SCHOOLS,00191,MIDLAND TRAIL HIGH,540030000191,4,0,540030000191,72,65
WV,WEST VIRGINIA,5400300,FAYETTE COUNTY SCHOOLS,00200,OAK HILL HIGH,540030000200,9,2,540030000200,192,173
WV,WEST VIRGINIA,5400300,FAYETTE COUNTY SCHOOLS,00209,VALLEY HIGH SCHOOL,540030000209,5,0,540030000209,71,68
WV,WEST VIRGINIA,5400330,GILMER COUNTY SCHOOLS,00210,GILMER COUNTY HIGH SCHOOL,540033000210,3,3,540033000210,53,53
WV,WEST VIRGINIA,5400360,GRANT COUNTY SCHOOLS,00220,PETERSBURG HIGH SCHOOL,540036000220,12,5,540036000220,140,130
WV,WEST VIRGINIA,5400360,GRANT COUNTY SCHOOLS,00687,UNION EDUCATIONAL COMPLEX,540036000687,3,0,540036000687,16,13
WV,WEST VIRGINIA,5400390,GREENBRIER COUNTY SCHOOLS,00230,GREENBRIER EAST HIGH SCHOOL,540039000230,12,11,540039000230,203,135
WV,WEST VIRGINIA,5400390,GREENBRIER COUNTY SCHOOLS,00232,GREENBRIER WEST HIGH SCHOOL,540039000232,5,5,540039000232,74,62
WV,WEST VIRGINIA,5400420,HAMPSHIRE COUNTY SCHOOLS,00248,HAMPSHIRE SENIOR HIGH SCHOOL,540042000248,16,12,540042000248,252,201
WV,WEST VIRGINIA,5400450,HANCOCK COUNTY SCHOOLS,00268,OAK GLEN HIGH SCHOOL,540045000268,12,5,540045000268,146,117
WV,WEST VIRGINIA,5400450,HANCOCK COUNTY SCHOOLS,00269,WEIR HIGH SCHOOL,540045000269,6,6,540045000269,121,114
WV,WEST VIRGINIA,5400480,HARDY COUNTY SCHOOLS,00278,MOOREFIELD HIGH SCHOOL,540048000278,14,6,540048000278,133,104
WV,WEST VIRGINIA,5400480,HARDY COUNTY SCHOOLS,01279,EAST HARDY HIGH SCHOOL,540048001279,4,4,540048001279,72,57
WV,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,00284,BRIDGEPORT HIGH SCHOOL,540051000284,14,13,540051000284,186,179
WV,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,00298,LIBERTY HIGH SCHOOL,540051000298,23,9,540051000298,174,137
WV,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,00314,SOUTH HARRISON HIGH SCHOOL,540051000314,7,5,540051000314,69,47
WV,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,00320,ROBERT C BYRD HIGH SCHOOL,540051000320,15,8,540051000320,140,118
WV,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,01238,LINCOLN HIGH SCHOOL,540051001238,9,7,540051001238,97,67
WV,WEST VIRGINIA,5400510,HARRISON COUNTY SCHOOLS,01544,UNITED HIGH SCHOOL,540051001544,2,2,540051001544,11,7
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99980,West Virginia Children's Home,540051199980,2,2,540051199980,9,9
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99981,Vicki Douglas Juvenile Center,540051199981,1,1,540051199981,2,2
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99982,Sam Perdue Juvenile Center,540051199982,1,1,540051199982,10,10
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99983,Robert L. Shell Juvenile Center,540051199983,10,1,540051199983,10,0
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99984,Pressley Ridge at Laurel Park,540051199984,4,4,540051199984,9,5
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99985,Pressley Ridge at Grant Gardens,540051199985,1,1,540051199985,3,3
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99986,Ronald C. Mulholland Juvenile Center,540051199986,1,0,540051199986,6,5
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99988,J.M. Chick Buckbee Juvenile Center,540051199988,3,1,540051199988,12,10
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99989,James Tiger Morton Juvenile Center,540051199989,1,0,540051199989,9,9
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99990,Gene Spadaro Juvenile Center,540051199990,2,2,540051199990,26,19
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99991,Elkins Mountain School,540051199991,4,0,540051199991,27,24
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99992,Donald R. Kuhn Juvenile Center,540051199992,1,1,540051199992,3,3
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99993,Davis-Stuart School,540051199993,3,3,540051199993,3,3
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99994,Burlington Center School,540051199994,1,0,540051199994,9,9
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99995,Board of Child Care School,540051199995,1,1,540051199995,2,2
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99996,Beckley Center School,540051199996,1,1,540051199996,22,20
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99997,Barboursville School,540051199997,6,1,540051199997,6,0
WV,WEST VIRGINIA,5400511,INSTITUTIONAL EDUCATIONAL PROGRAMS,99998,Academy Programs,540051199998,10,10,540051199998,61,61
WV,WEST VIRGINIA,5400540,JACKSON COUNTY SCHOOLS,00336,RAVENSWOOD HIGH SCHOOL,540054000336,7,3,540054000336,115,92
WV,WEST VIRGINIA,5400540,JACKSON COUNTY SCHOOLS,00338,RIPLEY HIGH SCHOOL,540054000338,14,12,540054000338,297,200
WV,WEST VIRGINIA,5400570,JEFFERSON COUNTY SCHOOLS,00344,JEFFERSON HIGH SCHOOL,540057000344,17,15,540057000344,326,183
WV,WEST VIRGINIA,5400570,JEFFERSON COUNTY SCHOOLS,01464,WASHINGTON HIGH SCHOOL,540057001464,21,17,540057001464,338,263
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00397,GEORGE WASHINGTON HIGH SCHOOL,540060000397,15,15,540060000397,246,188
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00403,HERBERT HOOVER HIGH SCHOOL,540060000403,11,11,540060000403,171,152
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00426,NITRO HIGH SCHOOL,540060000426,15,15,540060000426,182,141
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00442,SOUTH CHARLESTON HIGH SCHOOL,540060000442,12,12,540060000442,197,151
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00444,SAINT ALBANS HIGH SCHOOL,540060000444,31,31,540060000444,203,164
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00450,SISSONVILLE HIGH SCHOOL,540060000450,12,12,540060000450,165,147
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,00898,CHANDLER ACADEMY,540060000898,15,15,540060000898,51,33
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,01043,RIVERSIDE HIGH SCHOOL,540060001043,17,17,540060001043,253,203
WV,WEST VIRGINIA,5400600,KANAWHA COUNTY SCHOOLS,01443,CAPITAL HIGH SCHOOL,540060001443,12,12,540060001443,212,157
WV,WEST VIRGINIA,5400630,LEWIS COUNTY SCHOOLS,00472,LEWIS COUNTY HIGH SCHOOL,540063000472,10,8,540063000472,201,136
WV,WEST VIRGINIA,5400660,LINCOLN COUNTY SCHOOLS,01245,LINCOLN COUNTY HIGH SCHOOL,540066001245,7,5,540066001245,228,189
WV,WEST VIRGINIA,5400690,LOGAN COUNTY SCHOOLS,00508,CHAPMANVILLE REGIONAL HIGH SCHOOL,540069000508,10,4,540069000508,191,145
WV,WEST VIRGINIA,5400690,LOGAN COUNTY SCHOOLS,00521,LOGAN SENIOR HIGH SCHOOL,540069000521,9,4,540069000521,199,145
WV,WEST VIRGINIA,5400690,LOGAN COUNTY SCHOOLS,00524,MAN SENIOR HIGH SCHOOL,540069000524,6,0,540069000524,105,98
WV,WEST VIRGINIA,5400720,MARION COUNTY SCHOOLS,00551,EAST FAIRMONT HIGH SCHOOL,540072000551,15,8,540072000551,214,139
WV,WEST VIRGINIA,5400720,MARION COUNTY SCHOOLS,00553,FAIRMONT SENIOR HIGH SCHOOL,540072000553,15,10,540072000553,242,170
WV,WEST VIRGINIA,5400720,MARION COUNTY SCHOOLS,01282,NORTH MARION HIGH SCHOOL,540072001282,14,10,540072001282,192,177
WV,WEST VIRGINIA,5400750,MARSHALL COUNTY SCHOOLS,00589,CAMERON HIGH SCHOOL,540075000589,3,3,540075000589,40,31
WV,WEST VIRGINIA,5400750,MARSHALL COUNTY SCHOOLS,00594,JOHN MARSHALL HIGH SCHOOL,540075000594,13,11,540075000594,240,194
WV,WEST VIRGINIA,5400750,MARSHALL COUNTY SCHOOLS,01481,GATEWAY ACHIEVEMENT CENTER,540075001481,2,0,540075001481,4,3
WV,WEST VIRGINIA,5400780,MASON COUNTY SCHOOLS,00614,HANNAN HIGH SCHOOL,540078000614,2,2,540078000614,50,50
WV,WEST VIRGINIA,5400780,MASON COUNTY SCHOOLS,00625,POINT PLEASANT JUNIOR/SENIOR HIGH SCHOOL,540078000625,7,7,540078000625,211,131
WV,WEST VIRGINIA,5400780,MASON COUNTY SCHOOLS,00630,WAHAMA HIGH SCHOOL,540078000630,3,3,540078000630,61,49
WV,WEST VIRGINIA,5400780,MASON COUNTY SCHOOLS,01516,MASON COUNTY SCHOOL FOR SUCCESS,540078001516,1,0,540078001516,7,7
WV,WEST VIRGINIA,5400810,MCDOWELL COUNTY SCHOOLS,01246,MOUNT VIEW HIGH SCHOOL,540081001246,5,0,540081001246,93,84
WV,WEST VIRGINIA,5400810,MCDOWELL COUNTY SCHOOLS,01477,RIVER VIEW HIGH SCHOOL,540081001477,8,0,540081001477,140,111
WV,WEST VIRGINIA,5400840,MERCER COUNTY SCHOOLS,00674,BLUEFIELD HIGH SCHOOL,540084000674,5,5,540084000674,163,154
WV,WEST VIRGINIA,5400840,MERCER COUNTY SCHOOLS,00697,MONTCALM HIGH SCHOOL,540084000697,4,3,540084000697,43,33
WV,WEST VIRGINIA,5400840,MERCER COUNTY SCHOOLS,00701,PRINCETON SENIOR HIGH SCHOOL,540084000701,8,8,540084000701,216,185
WV,WEST VIRGINIA,5400840,MERCER COUNTY SCHOOLS,00741,PIKEVIEW HIGH SCHOOL,540084000741,6,6,540084000741,148,145
WV,WEST VIRGINIA,5400870,MINERAL COUNTY SCHOOLS,00712,MINERAL COUNTY ALTERNATIVE PROGRAM,540087000712,1,1,540087000712,1,1
WV,WEST VIRGINIA,5400870,MINERAL COUNTY SCHOOLS,00717,FRANKFORT HIGH SCHOOL,540087000717,10,10,540087000717,165,150
WV,WEST VIRGINIA,5400870,MINERAL COUNTY SCHOOLS,00718,KEYSER HIGH SCHOOL,540087000718,8,8,540087000718,177,153
WV,WEST VIRGINIA,5400900,MINGO COUNTY SCHOOLS,01407,TUG VALLEY HIGH SCHOOL,540090001407,7,0,540090001407,96,76
WV,WEST VIRGINIA,5400900,MINGO COUNTY SCHOOLS,01485,MINGO CENTRAL COMPREHENSIVE HIGH SCHOOL,540090001485,10,7,540090001485,212,176
WV,WEST VIRGINIA,5400930,MONONGALIA COUNTY SCHOOLS,00769,CLAY-BATTELLE HIGH SCHOOL,540093000769,3,3,540093000769,46,34
WV,WEST VIRGINIA,5400930,MONONGALIA COUNTY SCHOOLS,00786,MORGANTOWN HIGH SCHOOL,540093000786,30,15,540093000786,391,331
WV,WEST VIRGINIA,5400930,MONONGALIA COUNTY SCHOOLS,00803,UNIVERSITY HIGH SCHOOL,540093000803,22,9,540093000803,247,171
WV,WEST VIRGINIA,5400990,MORGAN COUNTY SCHOOLS,00819,BERKELEY SPRINGS HIGH SCHOOL,540099000819,11,3,540099000819,137,116
WV,WEST VIRGINIA,5400990,MORGAN COUNTY SCHOOLS,00824,PAW PAW HIGH SCHOOL,540099000824,2,1,540099000824,12,10
WV,WEST VIRGINIA,5401020,NICHOLAS COUNTY SCHOOLS,00843,NICHOLAS COUNTY HIGH SCHOOL,540102000843,4,2,540102000843,180,164
WV,WEST VIRGINIA,5401020,NICHOLAS COUNTY SCHOOLS,00847,RICHWOOD HIGH SCHOOL,540102000847,6,6,540102000847,90,80
WV,WEST VIRGINIA,5401050,OHIO COUNTY SCHOOLS,00875,WHEELING PARK HIGH SCHOOL,540105000875,18,15,540105000875,302,209
WV,WEST VIRGINIA,5401080,PENDLETON COUNTY SCHOOLS,00882,PENDLETON COUNTY MIDDLE/HIGH SCHOOL,540108000882,4,4,540108000882,51,48
WV,WEST VIRGINIA,5401110,PLEASANTS COUNTY SCHOOLS,00889,ST. MARYS HIGH SCHOOL,540111000889,8,5,540111000889,78,65
WV,WEST VIRGINIA,5401140,POCAHONTAS COUNTY SCHOOLS,00896,POCAHONTAS COUNTY HIGH SCHOOL,540114000896,4,0,540114000896,57,55
WV,WEST VIRGINIA,5401170,PRESTON COUNTY SCHOOLS,01511,PRESTON HIGH SCHOOL,540117001511,24,1,540117001511,297,194
WV,WEST VIRGINIA,5401200,PUTNAM COUNTY SCHOOLS,00919,BUFFALO HIGH SCHOOL,540120000919,6,3,540120000919,81,72
WV,WEST VIRGINIA,5401200,PUTNAM COUNTY SCHOOLS,00926,HURRICANE HIGH SCHOOL,540120000926,21,13,540120000926,268,246
WV,WEST VIRGINIA,5401200,PUTNAM COUNTY SCHOOLS,00931,POCA HIGH SCHOOL,540120000931,10,8,540120000931,122,108
WV,WEST VIRGINIA,5401200,PUTNAM COUNTY SCHOOLS,00937,WINFIELD HIGH SCHOOL,540120000937,13,13,540120000937,192,180
WV,WEST VIRGINIA,5401230,RALEIGH COUNTY SCHOOLS,00958,INDEPENDENCE HIGH SCHOOL,540123000958,6,5,540123000958,184,121
WV,WEST VIRGINIA,5401230,RALEIGH COUNTY SCHOOLS,00961,LIBERTY HIGH SCHOOL,540123000961,8,6,540123000961,129,96
WV,WEST VIRGINIA,5401230,RALEIGH COUNTY SCHOOLS,00980,SHADY SPRING HIGH,540123000980,10,8,540123000980,237,161
WV,WEST VIRGINIA,5401230,RALEIGH COUNTY SCHOOLS,00991,WOODROW WILSON HIGH SCHOOL,540123000991,19,15,540123000991,391,280
WV,WEST VIRGINIA,5401260,RANDOLPH COUNTY SCHOOLS,00662,ELKINS HIGH SCHOOL,540126000662,11,7,540126000662,204,182
WV,WEST VIRGINIA,5401260,RANDOLPH COUNTY SCHOOLS,00999,HARMAN ELEMENTARY/HIGH SCHOOL,540126000999,1,0,540126000999,14,13
WV,WEST VIRGINIA,5401260,RANDOLPH COUNTY SCHOOLS,01011,TYGARTS VALLEY MIDDLE/HIGH SCHOOL,540126001011,4,3,540126001011,66,61
WV,WEST VIRGINIA,5401260,RANDOLPH COUNTY SCHOOLS,01017,RANDOLPH COUNTY ALTERNATIVE CENTER,540126001017,1,0,540126001017,3,3
WV,WEST VIRGINIA,5401260,RANDOLPH COUNTY SCHOOLS,01363,PICKENS ELEMENTARY/HIGH SCHOOL,540126001363,1,1,540126001363,1,1
WV,WEST VIRGINIA,5401290,RITCHIE COUNTY SCHOOLS,01021,RITCHIE COUNTY HIGH SCHOOL,540129001021,8,7,540129001021,129,113
WV,WEST VIRGINIA,5401320,ROANE COUNTY Board of Education,00666,ROANE COUNTY HIGH,540132000666,13,8,540132000666,190,165
WV,WEST VIRGINIA,5401350,SUMMERS COUNTY SCHOOLS,00787,SUMMERS COUNTY HIGH SCHOOL,540135000787,4,2,540135000787,110,72
WV,WEST VIRGINIA,5401380,TAYLOR COUNTY SCHOOLS,01053,GRAFTON HIGH SCHOOL,540138001053,9,6,540138001053,158,143
WV,WEST VIRGINIA,5401410,TUCKER COUNTY SCHOOLS,01272,TUCKER COUNTY HIGH SCHOOL,540141001272,3,3,540141001272,166,161
WV,WEST VIRGINIA,5401440,TYLER COUNTY SCHOOLS,00671,TYLER CONSOLIDATED HIGH SCHOOL,540144000671,5,5,540144000671,83,83
WV,WEST VIRGINIA,5401470,UPSHUR COUNTY SCHOOLS,01078,BUCKHANNON UPSHUR HIGH SCHOOL,540147001078,17,15,540147001078,276,240
WV,WEST VIRGINIA,5401500,WAYNE COUNTY SCHOOLS,01023,SPRING VALLEY HIGH SCHOOL,540150001023,15,12,540150001023,255,201
WV,WEST VIRGINIA,5401500,WAYNE COUNTY SCHOOLS,01112,WAYNE HIGH SCHOOL,540150001112,11,6,540150001112,174,159
WV,WEST VIRGINIA,5401500,WAYNE COUNTY SCHOOLS,01435,TOLSIA HIGH SCHOOL,540150001435,6,0,540150001435,91,82
WV,WEST VIRGINIA,5401530,WEBSTER COUNTY SCHOOLS,01118,WEBSTER COUNTY HIGH SCHOOL,540153001118,6,4,540153001118,87,69
WV,WEST VIRGINIA,5401560,WETZEL COUNTY SCHOOLS,01123,HUNDRED HIGH SCHOOL,540156001123,3,2,540156001123,27,26
WV,WEST VIRGINIA,5401560,WETZEL COUNTY SCHOOLS,01126,MAGNOLIA HIGH SCHOOL,540156001126,5,3,540156001126,97,87
WV,WEST VIRGINIA,5401560,WETZEL COUNTY SCHOOLS,01129,PADEN CITY HIGH SCHOOL,540156001129,1,1,540156001129,29,24
WV,WEST VIRGINIA,5401560,WETZEL COUNTY SCHOOLS,01132,VALLEY HIGH SCHOOL,540156001132,2,2,540156001132,32,28
WV,WEST VIRGINIA,5401590,WIRT COUNTY SCHOOLS,01140,WIRT COUNTY HIGH SCHOOL,540159001140,6,4,540159001140,45,33
WV,WEST VIRGINIA,5401620,WOOD COUNTY SCHOOLS,01170,PARKERSBURG HIGH SCHOOL,540162001170,32,22,540162001170,454,368
WV,WEST VIRGINIA,5401620,WOOD COUNTY SCHOOLS,01171,PARKERSBURG SOUTH HIGH SCHOOL,540162001171,34,15,540162001171,410,344
WV,WEST VIRGINIA,5401620,WOOD COUNTY SCHOOLS,01188,WILLIAMSTOWN HIGH SCHOOL,540162001188,8,0,540162001188,94,91
WV,WEST VIRGINIA,5401650,WYOMING COUNTY SCHOOLS,01028,WYOMING COUNTY EAST HIGH SCHOOL,540165001028,6,6,540165001028,130,124
WV,WEST VIRGINIA,5401650,WYOMING COUNTY SCHOOLS,01085,WESTSIDE HIGH SCHOOL,540165001085,12,3,540165001085,171,155
WI,WISCONSIN,5500016,Blair-Taylor School District,02378,Blair-Taylor Middle/High,550001602378,4,4,550001602378,42,38
WI,WISCONSIN,5500017,River Ridge School District,00686,River Ridge High,550001700686,2,2,550001700686,25,23
WI,WISCONSIN,5500030,Abbotsford School District,00002,Abbotsford Middle/Senior High,550003000002,6,6,550003000002,47,47
WI,WISCONSIN,5500030,Abbotsford School District,99999,Falcon Enterprises Alternative High School,550003099999,2,2,550003099999,1,1
WI,WISCONSIN,5500037,Wisconsin Dept of Public Instruction,00594,Wisconsin School for the Deaf,550003700594,3,0,550003700594,8,5
WI,WISCONSIN,5500037,Wisconsin Dept of Public Instruction,00595,WI Ctr for the Blind & Visually Impaired,550003700595,1,1,550003700595,1,1
WI,WISCONSIN,5500042,Milwaukee Academy of Science Agency,02234,Milwaukee Academy of Science,550004202234,3,3,550004202234,52,44
WI,WISCONSIN,5500056,Gresham School District,02740,Gresham High,550005602740,2,2,550005602740,25,24
WI,WISCONSIN,5500058,Chequamegon School District,02763,Chequamegon High,550005802763,4,4,550005802763,52,51
WI,WISCONSIN,5500058,Chequamegon School District,02780,Class ACT Charter,550005802780,1,1,550005802780,1,1
