LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_MATHCERT_GEOM,SCH_MATHCLASSES_GEOM,Total_Geomty_enroll_students
WI,WISCONSIN,5514850,Three Lakes School District,01929,Three Lakes High,551485001929,551485001929,2,4,26
WI,WISCONSIN,5514880,Tigerton School District,01932,Tigerton High,551488001932,551488001932,1,1,13
WI,WISCONSIN,5514910,Tomah Area School District,01939,Tomah High,551491001939,551491001939,6,6,243
WI,WISCONSIN,5514940,Tomahawk School District,01947,Tomahawk High,551494001947,551494001947,4,4,76
WI,WISCONSIN,5514970,Flambeau School District,01951,Flambeau High,551497001951,551497001951,2,2,44
WI,WISCONSIN,5515060,Turtle Lake School District,01956,Turtle Lake High,551506001956,551506001956,2,2,32
WI,WISCONSIN,5515120,Two Rivers Public School District,01962,Two Rivers High,551512001962,551512001962,5,5,92
WI,WISCONSIN,5515120,Two Rivers Public School District,03037,Lighthouse Learning Academy,551512003037,551512003037,1,1,2
WI,WISCONSIN,5515150,Union Grove UHS School District,01963,Union Grove High,551515001963,551515001963,10,10,220
WI,WISCONSIN,5515210,Valders Area School District,01967,Valders High,551521001967,551521001967,4,4,73
WI,WISCONSIN,5515330,Verona Area School District,01972,Verona Area High,551533001972,551533001972,12,14,278
WI,WISCONSIN,5515360,Viroqua Area School District,01976,Viroqua High,551536001976,551536001976,2,2,47
WI,WISCONSIN,5515390,Wabeno Area School District,01979,Wabeno High,551539001979,551539001979,2,2,17
WI,WISCONSIN,5515480,Big Foot Union High School,01982,Big Foot High School,551548001982,551548001982,7,7,122
WI,WISCONSIN,5515540,Washburn School District,01985,Washburn High,551554001985,551554001985,2,2,30
WI,WISCONSIN,5515570,Washington School District,01987,Washington Island High,551557001987,551557001987,1,1,10
WI,WISCONSIN,5515600,Waterford UHS School District,01988,Waterford High,551560001988,551560001988,12,12,255
WI,WISCONSIN,5515720,Waterloo School District,01995,Waterloo High,551572001995,551572001995,12,12,39
WI,WISCONSIN,5515750,Watertown Unified School District,02002,Watertown High,551575002002,551575002002,22,26,263
WI,WISCONSIN,5515750,Watertown Unified School District,02981,Endeavor Charter School,551575002981,551575002981,3,3,14
WI,WISCONSIN,5515780,Waukesha School District,00528,West High,551578000528,551578000528,12,12,275
WI,WISCONSIN,5515780,Waukesha School District,02019,North High,551578002019,551578002019,12,12,340
WI,WISCONSIN,5515780,Waukesha School District,02025,South High,551578002025,551578002025,13,13,227
WI,WISCONSIN,5515780,Waukesha School District,02502,Waukesha East Alternative School,551578002502,551578002502,1,1,12
WI,WISCONSIN,5515780,Waukesha School District,02688,Waukesha Engineering Preparatory Academy,551578002688,551578002688,2,2,115
WI,WISCONSIN,5515780,Waukesha School District,03334,Waukesha Academy of Health Professions,551578003334,551578003334,2,2,34
WI,WISCONSIN,5515780,Waukesha School District,03380,eAchieve Academy - Wisconsin,551578003380,551578003380,1,1,153
WI,WISCONSIN,5515810,Waunakee Community School District,02030,Waunakee High,551581002030,551581002030,13,13,301
WI,WISCONSIN,5515840,Waupaca School District,02035,Waupaca High,551584002035,551584002035,6,7,149
WI,WISCONSIN,5515870,Waupun School District,02045,Waupun Area Senior High,551587002045,551587002045,9,9,104
WI,WISCONSIN,5515900,Wausau School District,02063,East High,551590002063,551590002063,12,12,272
WI,WISCONSIN,5515900,Wausau School District,02064,West High,551590002064,551590002064,27,27,287
WI,WISCONSIN,5515900,Wausau School District,02747,Enrich Excel Achieve Learning Academy,551590002747,551590002747,1,1,7
WI,WISCONSIN,5515900,Wausau School District,02826,Wausau Engineering and Global Leadership Academy,551590002826,551590002826,4,4,15
WI,WISCONSIN,5515900,Wausau School District,03027,Wausau Area Virtual Education,551590003027,551590003027,1,1,5
WI,WISCONSIN,5515930,Wausaukee School District,02068,Wausaukee High,551593002068,551593002068,2,2,48
WI,WISCONSIN,5515960,Wautoma Area School District,02074,Wautoma High,551596002074,551596002074,7,7,99
WI,WISCONSIN,5515990,Wauwatosa School District,02077,East High,551599002077,551599002077,13,13,246
WI,WISCONSIN,5515990,Wauwatosa School District,02091,West High,551599002091,551599002091,15,15,263
WI,WISCONSIN,5515990,Wauwatosa School District,02921,Wauwatosa Virtual Academy,551599002921,551599002921,1,1,72
WI,WISCONSIN,5516020,Wauzeka-Steuben School District,02095,Wauzeka High,551602002095,551602002095,2,2,29
WI,WISCONSIN,5516230,Webster School District,02099,Webster High,551623002099,551623002099,3,3,32
WI,WISCONSIN,5516260,West Allis-West Milwaukee School District,02101,Central High,551626002101,551626002101,2,10,258
WI,WISCONSIN,5516260,West Allis-West Milwaukee School District,02117,Nathan Hale High,551626002117,551626002117,4,13,355
WI,WISCONSIN,5516290,West Bend School District,02128,East High,551629002128,551629002128,21,21,254
WI,WISCONSIN,5516290,West Bend School District,02135,West High,551629002135,551629002135,21,21,272
WI,WISCONSIN,5516290,West Bend School District,02953,Pathways,551629002953,551629002953,1,1,7
WI,WISCONSIN,5516320,West De Pere School District,02138,West De Pere High,551632002138,551632002138,10,10,241
WI,WISCONSIN,5516350,West Salem School District,02141,West Salem High,551635002141,551635002141,8,8,103
WI,WISCONSIN,5516410,Westby Area School District,02146,Westby High,551641002146,551641002146,7,7,84
WI,WISCONSIN,5516440,Westfield School District,02151,Westfield Area High,551644002151,551644002151,3,3,51
WI,WISCONSIN,5516470,Weston School District,02155,Weston High,551647002155,551647002155,4,4,17
WI,WISCONSIN,5516500,Weyauwega-Fremont School District,02159,Weyauwega High,551650002159,551650002159,3,3,68
WI,WISCONSIN,5516590,White Lake School District,02165,White Lake High,551659002165,551659002165,2,2,18
WI,WISCONSIN,5516620,Whitefish Bay School District,02170,Whitefish Bay High,551662002170,551662002170,6,6,93
WI,WISCONSIN,5516650,Whitehall School District,02176,Whitehall Memorial Junior/Senior High,551665002176,551665002176,4,4,43
WI,WISCONSIN,5516680,Whitewater Unified School District,02182,Whitewater High,551668002182,551668002182,5,6,122
WI,WISCONSIN,5516710,Wild Rose School District,02185,Wild Rose High,551671002185,551671002185,2,2,48
WI,WISCONSIN,5516740,Williams Bay School District,02187,Williams Bay High,551674002187,551674002187,1,1,38
WI,WISCONSIN,5516770,Wilmot UHS School District,02188,Wilmot High,551677002188,551677002188,15,15,271
WI,WISCONSIN,5516830,Winneconne Community School District,02191,Winneconne High,551683002191,551683002191,6,6,156
WI,WISCONSIN,5516860,Winter School District,02195,Winter High,551686002195,551686002195,1,1,17
WI,WISCONSIN,5517040,Wisconsin Dells School District,02200,Wisconsin Dells High,551704002200,551704002200,6,6,122
WI,WISCONSIN,5517070,Wisconsin Rapids School District,02209,Lincoln High,551707002209,551707002209,15,20,303
WI,WISCONSIN,5517070,Wisconsin Rapids School District,02291,East Junior High,551707002291,551707002291,6,6,57
WI,WISCONSIN,5517070,Wisconsin Rapids School District,03365,River Cities High,551707003365,551707003365,1,1,5
WI,WISCONSIN,5517100,Wittenberg-Birnamwood School District,02222,Wittenberg-Birnamwood High,551710002222,551710002222,3,3,40
WI,WISCONSIN,5517190,Wrightstown Community School District,02229,Wrightstown High,551719002229,551719002229,4,4,108
WY,WYOMING,5600014,Normative Services - Administration Office,00225,Normative Services,560001400225,560001400225,1,1,20
WY,WYOMING,5600015,Red Top Meadows - Administration Office,00243,Red Top Meadows,560001500243,560001500243,1,1,2
WY,WYOMING,5600730,Albany County School District #1,00001,Laramie High School,560073000001,560073000001,9,9,229
WY,WYOMING,5600730,Albany County School District #1,00003,Rock River High School,560073000003,560073000003,1,1,12
WY,WYOMING,5600730,Albany County School District #1,00066,Whiting High School,560073000066,560073000066,1,1,10
WY,WYOMING,5600960,Fremont County School District #38,00367,Arapahoe Charter High School,560096000367,560096000367,1,1,7
WY,WYOMING,5601030,Carbon County School District #1,00026,Rawlins High School,560103000026,560103000026,5,5,117
WY,WYOMING,5601030,Carbon County School District #1,00124,Little Snake River Valley School,560103000124,560103000124,2,2,18
WY,WYOMING,5601030,Carbon County School District #1,00147,Cooperative High,560103000147,560103000147,2,2,9
WY,WYOMING,5601090,Big Horn County School District #4,00036,Riverside Middle/High School,560109000036,560109000036,2,2,19
WY,WYOMING,5601260,Sublette County School District #9,00041,Big Piney High School,560126000041,560126000041,3,3,52
WY,WYOMING,5601420,Big Horn County School District #1,00046,Rocky Mountain High School,560142000046,560142000046,2,2,4
WY,WYOMING,5601420,Big Horn County School District #1,00478,Burlington High School,560142000478,560142000478,1,1,16
WY,WYOMING,5601460,Big Horn County School District #2,00054,Lovell High School,560146000054,560146000054,3,3,46
WY,WYOMING,5601470,Campbell County School District #1,00057,Campbell County High School,560147000057,560147000057,11,11,244
WY,WYOMING,5601470,Campbell County School District #1,00429,Wright Jr. & Sr. High School,560147000429,560147000429,2,2,28
WY,WYOMING,5601470,Campbell County School District #1,00479,Westwood High School,560147000479,560147000479,3,3,19
WY,WYOMING,5601470,Campbell County School District #1,00580,Thunder Basin High School,560147000580,560147000580,11,11,273
WY,WYOMING,5601700,Carbon County School District #2,00385,HEM Junior/Senior High School,560170000385,560170000385,1,1,10
WY,WYOMING,5601700,Carbon County School District #2,00387,Encampment K-12 School,560170000387,560170000387,1,1,10
WY,WYOMING,5601700,Carbon County School District #2,00390,Saratoga Middle/High School,560170000390,560170000390,2,2,23
WY,WYOMING,5601980,Laramie County School District #1,00090,Central High School,560198000090,560198000090,0,10,230
WY,WYOMING,5601980,Laramie County School District #1,00091,East High School,560198000091,560198000091,0,16,271
WY,WYOMING,5601980,Laramie County School District #1,00092,Triumph High School,560198000092,560198000092,0,1,38
WY,WYOMING,5601980,Laramie County School District #1,00448,South High School,560198000448,560198000448,0,13,225
WY,WYOMING,5602070,Park County School District # 6,00121,Cody High School,560207000121,560207000121,6,6,149
WY,WYOMING,5602070,Park County School District # 6,00560,Heart Mountain Academy,560207000560,560207000560,2,2,8
WY,WYOMING,5602140,Converse County School District #1,00127,Douglas High School,560214000127,560214000127,6,6,130
WY,WYOMING,5602150,Converse County School District #2,00137,Glenrock High School,560215000137,560215000137,2,2,42
WY,WYOMING,5602370,Crook County School District #1,00405,Sundance Secondary School,560237000405,560237000405,3,3,32
WY,WYOMING,5602370,Crook County School District #1,00407,Hulett School,560237000407,560237000407,4,4,17
WY,WYOMING,5602370,Crook County School District #1,00566,Moorcroft High School,560237000566,560237000566,3,3,35
WY,WYOMING,5602670,Fremont County School District # 2,00151,Dubois High School,560267000151,560267000151,1,1,9
WY,WYOMING,5602760,Uinta County School District #1,00152,Evanston High School,560276000152,560276000152,5,5,159
WY,WYOMING,5602760,Uinta County School District #1,00376,Horizon Alternative School,560276000376,560276000376,1,1,2
WY,WYOMING,5602820,Fremont County School District #21,00552,Ft. Washakie High School,560282000552,560282000552,1,1,11
WY,WYOMING,5602830,Fremont County School District # 6,00544,Wind River High School,560283000544,560283000544,3,3,43
WY,WYOMING,5602870,Fremont County School District # 1,00154,Pathfinder High School,560287000154,560287000154,0,1,12
WY,WYOMING,5602870,Fremont County School District # 1,00163,Lander Valley High School,560287000163,560287000163,0,14,140
WY,WYOMING,5602990,Goshen County School District #1,00167,Lingle-Ft. Laramie High School,560299000167,560299000167,2,2,26
WY,WYOMING,5602990,Goshen County School District #1,00168,Torrington High School,560299000168,560299000168,6,6,87
WY,WYOMING,5602990,Goshen County School District #1,00483,Southeast High School,560299000483,560299000483,2,2,30
WY,WYOMING,5603170,Big Horn County School District #3,00174,Greybull High School,560317000174,560317000174,3,3,39
WY,WYOMING,5603180,Platte County School District #2,00379,Guernsey-Sunrise High School,560318000379,560318000379,1,1,9
WY,WYOMING,5603310,Hot Springs County School District #1,00180,Hot Springs County High School,560331000180,560331000180,6,6,58
WY,WYOMING,5603770,Johnson County School District #1,00187,Buffalo High School,560377000187,560377000187,1,10,88
WY,WYOMING,5603770,Johnson County School District #1,00449,Kaycee School,560377000449,560377000449,1,1,12
WY,WYOMING,5604030,Lincoln County School District #1,00358,New Frontier High School,560403000358,560403000358,0,2,11
WY,WYOMING,5604030,Lincoln County School District #1,00557,Kemmerer Junior Senior High School,560403000557,560403000557,2,2,19
WY,WYOMING,5604060,Lincoln County School District #2,00202,Star Valley High School,560406000202,560406000202,4,4,197
WY,WYOMING,5604060,Lincoln County School District #2,00381,Cokeville High School,560406000381,560406000381,4,4,19
WY,WYOMING,5604120,Laramie County School District #2,00209,Burns Jr & Sr High School,560412000209,560412000209,3,3,59
WY,WYOMING,5604120,Laramie County School District #2,00210,Pine Bluffs Jr & Sr High School,560412000210,560412000210,2,2,37
WY,WYOMING,5604230,Niobrara County School District #1,00214,Niobrara County High School,560423000214,560423000214,2,2,17
WY,WYOMING,5604260,Uinta County School District #6,00222,Lyman High School,560426000222,560426000222,3,3,58
WY,WYOMING,5604380,Park County School District #16,00139,Meeteetse School,560438000139,560438000139,3,3,21
WY,WYOMING,5604450,Fremont County School District #14,00441,Wyoming Indian High School,560445000441,560445000441,8,8,20
WY,WYOMING,5604500,Uinta County School District #4,00227,Mountain View High School,560450000227,560450000227,3,3,40
WY,WYOMING,5604510,Natrona County School District #1,00133,Midwest School,560451000133,560451000133,2,2,15
WY,WYOMING,5604510,Natrona County School District #1,00229,Kelly Walsh High School,560451000229,560451000229,26,26,495
WY,WYOMING,5604510,Natrona County School District #1,00231,Natrona County High School,560451000231,560451000231,41,41,454
WY,WYOMING,5604510,Natrona County School District #1,00256,Roosevelt High School,560451000256,560451000256,10,10,35
WY,WYOMING,5604830,Weston County School District #1,00263,Newcastle High School,560483000263,560483000263,5,5,56
WY,WYOMING,5604860,Sublette County School District #1,00267,Pinedale High School,560486000267,560486000267,5,5,94
WY,WYOMING,5604860,Sublette County School District #1,00559,Skyline High School,560486000559,560486000559,0,1,5
WY,WYOMING,5605090,Platte County School District #1,00273,Wheatland High School,560509000273,560509000273,3,3,46
WY,WYOMING,5605090,Platte County School District #1,00391,Chugwater High School,560509000391,560509000391,1,1,3
WY,WYOMING,5605090,Platte County School District #1,00392,Glendo High School,560509000392,560509000392,1,1,5
WY,WYOMING,5605090,Platte County School District #1,00573,Peak High School,560509000573,560509000573,7,7,9
WY,WYOMING,5605160,Park County School District # 1,00196,Shoshone Learning Center,560516000196,560516000196,1,2,5
WY,WYOMING,5605160,Park County School District # 1,00278,Powell High School,560516000278,560516000278,5,5,106
WY,WYOMING,5605220,Fremont County School District #25,00286,Riverton High School,560522000286,560522000286,7,7,29
WY,WYOMING,5605302,Sweetwater County School District #1,00293,Farson-Eden High School,560530200293,560530200293,2,2,17
WY,WYOMING,5605302,Sweetwater County School District #1,00294,Rock Springs High School,560530200294,560530200294,11,11,242
WY,WYOMING,5605302,Sweetwater County School District #1,00359,Black Butte High School,560530200359,560530200359,2,2,23
WY,WYOMING,5605680,Sheridan County School District #3,00569,Clearmont K-12 School,560568000569,560568000569,1,1,5
WY,WYOMING,5605690,Sheridan County School District #1,00311,Big Horn High School,560569000311,560569000311,3,3,36
WY,WYOMING,5605690,Sheridan County School District #1,00312,Tongue River High School,560569000312,560569000312,3,3,30
WY,WYOMING,5605690,Sheridan County School District #1,00554,The Bridge School,560569000554,560569000554,1,1,1
WY,WYOMING,5605695,Sheridan County School District #2,00189,John C. Schiffer Collaborative School,560569500189,560569500189,3,3,27
WY,WYOMING,5605695,Sheridan County School District #2,00360,Sheridan High School,560569500360,560569500360,5,5,110
WY,WYOMING,5605700,Fremont County School District #24,00323,Shoshoni High School,560570000323,560570000323,1,1,8
WY,WYOMING,5605762,Sweetwater County School District #2,00164,Expedition Academy,560576200164,560576200164,2,2,22
WY,WYOMING,5605762,Sweetwater County School District #2,00324,Green River High School,560576200324,560576200324,9,9,192
WY,WYOMING,5605820,Washakie County School District #2,00393,Ten Sleep K-12,560582000393,560582000393,1,1,4
WY,WYOMING,5605830,Teton County School District #1,00335,Jackson Hole High School,560583000335,560583000335,7,7,157
WY,WYOMING,5605830,Teton County School District #1,00512,Summit Innovations School,560583000512,560583000512,3,3,12
WY,WYOMING,5606090,Weston County School District #7,00401,Upton High School,560609000401,560609000401,2,2,14
WY,WYOMING,5606240,Washakie County School District #1,00343,Worland High School,560624000343,560624000343,3,8,88
WY,WYOMING,5680250,Region V BOCES,00048,C-Bar-V Ranch,568025000048,568025000048,0,1,2
WY,WYOMING,5680251,Wyoming Department of Family Services,00538,Wyoming Boys School,568025100538,568025100538,1,1,37
WY,WYOMING,5680252,Youth Emergency Services Inc. - Administration Office,00350,Youth Emergency Services Inc.,568025200350,568025200350,1,1,9
WY,WYOMING,5680254,Saint Stephen's Indian School Admin Office,00549,Saint Stephen's Indian School,568025400549,568025400549,2,2,13
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00006,JOSE CAMPECHE,720003000006,720003000006,0,8,133
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00026,FELIPE COLON DIAZ,720003000026,720003000026,4,4,110
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00033,JAIME A. COLLAZO DEL RIO,720003000033,720003000033,5,9,167
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00053,ANTONIO PAOLI,720003000053,720003000053,0,5,53
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00059,AUREA E. QUILES CLAUDIO,720003000059,720003000059,6,6,156
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00084,LORENZO COBALLES GANDIA,720003000084,720003000084,4,6,69
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00097,FRANCISCO MORALES,720003000097,720003000097,1,8,11
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00126,JUANA COLON,720003000126,720003000126,2,7,98
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00137,ESCUELA ESPECIALIZADA EN BEISBOL-MANUEL CRUZ MACEIRA,720003000137,720003000137,1,2,26
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00148,JESUS T. PINERO,720003000148,720003000148,5,8,113
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00149,EDUCACION BILINGUE LUIS MUNOZ IGLESIAS,720003000149,720003000149,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00159,DR. PEDRO ALBIZU CAMPOS,720003000159,720003000159,0,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00160,BONIFACIO SANCHEZ  JIMENEZ (GANDARA),720003000160,720003000160,1,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00162,SUP VOC MANUEL MEDIAVILLA,720003000162,720003000162,3,8,104
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00167,BELLAS ARTES DE PONCE (ESPECIALIZADA),720003000167,720003000167,7,38,74
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00178,BENJAMIN HARRISON,720003000178,720003000178,0,8,184
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00179,MIGUEL MELENDEZ MUNOZ,720003000179,720003000179,6,10,147
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00182,ELVIRA M. COLON NEGRON,720003000182,720003000182,3,5,39
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00193,JUAN ANTONIO CORRETJER,720003000193,720003000193,1,6,145
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00195,SANTIAGO R. PALMER SUPERIOR,720003000195,720003000195,0,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00203,RUTH EVELYN CRUZ SANTOS,720003000203,720003000203,8,8,150
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00224,SU BAYAMONCITO,720003000224,720003000224,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00237,HERMINIO W SANTAELLA,720003000237,720003000237,2,2,46
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00253,DR. JUAN JOSE OSUNA,720003000253,720003000253,0,1,1
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00257,PABLO COLON BERDECIA,720003000257,720003000257,0,5,152
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00274,DIEGO VAZQUEZ,720003000274,720003000274,1,1,9
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00279,GERARDO SELLES SOLA,720003000279,720003000279,3,3,57
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00280,JOSE GAUTIER BENITEZ,720003000280,720003000280,2,10,119
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00281,REPUBLICA DE COSTA RICA,720003000281,720003000281,10,10,172
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00296,MANUELA TORO MORICE,720003000296,720003000296,1,12,213
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00306,TEODORO AGUILAR MORA,720003000306,720003000306,8,9,91
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00314,ESCUELA DE BELLAS ARTES (ESPECIALIZADA),720003000314,720003000314,9,12,17
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00331,MANUEL RAMOS HERNANDEZ,720003000331,720003000331,5,8,156
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00335,GERMAN RIECKEHOFF,720003000335,720003000335,2,2,51
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00340,LUIS F. CRESPO (SUP. NUEVA),720003000340,720003000340,1,6,92
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00343,ADRIANNE SERRANO,720003000343,720003000343,0,1,7
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00348,PEDRO FALU ORELLANO,720003000348,720003000348,5,10,155
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00357,ESC. LIBRE DE MUSICA HUMACAO (ESPECIALIZADA),720003000357,720003000357,5,11,16
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00359,DR. MAXIMO DONOSO SANCHEZ,720003000359,720003000359,1,5,73
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00364,FRANCISCO GAZTAMBIDE VEGA,720003000364,720003000364,5,11,111
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00370,ADELA ROLON FUENTES,720003000370,720003000370,9,11,124
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00381,FLORENCIA GARCIA,720003000381,720003000381,1,2,3
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00393,JUAN JOSE MAUNEZ,720003000393,720003000393,5,7,126
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00394,SUPERIOR URBANA,720003000394,720003000394,4,5,36
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00396,JUAN SUAREZ PELEGRINA (NUEVA),720003000396,720003000396,3,8,165
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00399,MANUEL GARCIA PEREZ (NUEVA),720003000399,720003000399,5,6,92
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00408,LCDO GUILLERMO ATILES MOREAU,720003000408,720003000408,1,1,11
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00410,ILEANA DE GRACIA (SUP. URBANA),720003000410,720003000410,7,9,96
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00414,SUPERIOR VOCACIONAL (ANTONIO LUCHETTI),720003000414,720003000414,6,9,117
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00418,SUPERIOR ISIDRO A SANCHEZ,720003000418,720003000418,7,9,155
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00426,CENTRO DE ADIESTRAMIENTO Y BELLAS ARTES,720003000426,720003000426,7,11,17
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00436,CARLOS ESCOBAR LOPEZ,720003000436,720003000436,4,5,41
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00445,RAMON POWER Y GIRALT,720003000445,720003000445,6,6,182
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00471,ANA DELIA FLORES SANTANA  VOC,720003000471,720003000471,2,3,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00479,ANA ROQUE DE DUPREY,720003000479,720003000479,7,13,141
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00490,RAFAELINA E. LEBRON FLORES,720003000490,720003000490,3,8,120
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00491,RAMON QUINONES MEDINA,720003000491,720003000491,5,5,160
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00494,SUPERIOR CATALINA MORALES FLORES,720003000494,720003000494,3,3,31
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00501,MANUEL MENDEZ LICIAGA,720003000501,720003000501,7,8,170
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00518,SANTIAGO IGLESIAS PANTIN,720003000518,720003000518,3,3,74
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00526,LUIS HERNAIZ VERONNE,720003000526,720003000526,2,9,131
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00540,LOLA RODRIGUEZ DE TIO,720003000540,720003000540,8,8,167
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00557,LAURA MERCADO,720003000557,720003000557,5,5,61
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00614,TOMAS MASSO RIVERA MORALES,720003000614,720003000614,0,2,2
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00623,FRANCISCO PRADO PICART,720003000623,720003000623,1,1,18
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00626,ALFONSO CASTA MARTINEZ,720003000626,720003000626,1,6,83
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00627,LUIS LLORENS TORRES,720003000627,720003000627,1,4,80
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00628,PADRE ANIBAL REYES BELEN (SUP NUEVA),720003000628,720003000628,8,8,188
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00652,SU FRANCISCO VINCENTY,720003000652,720003000652,2,2,4
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00662,DR PEDRO PEREA FAJARDO,720003000662,720003000662,11,15,188
PR,PUERTO RICO,7200030,PUERTO RICO DEPARTMENT OF EDUCATION,00666,PAPA JUAN XXIII,720003000666,720003000666,4,6,137
