LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,SCH_IBENR_IND,Male_enroll_count,Female_enroll_count,NCESSCH,Total_IB_students,SCH_IBENR_IND_new
AZ,ARIZONA,0408520,Tolleson Union High School District,00805,Tolleson Union High School,040852000805,No,0,0,040852000805,0,0
AZ,ARIZONA,0408520,Tolleson Union High School District,01478,Westview High School,040852001478,No,0,0,040852001478,0,0
AZ,ARIZONA,0408520,Tolleson Union High School District,02339,La Joya Community High School,040852002339,No,0,0,040852002339,0,0
AZ,ARIZONA,0408520,Tolleson Union High School District,02416,Copper Canyon High School,040852002416,No,0,0,040852002416,0,0
AZ,ARIZONA,0408520,Tolleson Union High School District,02912,Sierra Linda High School,040852002912,No,0,0,040852002912,0,0
AZ,ARIZONA,0408520,Tolleson Union High School District,03206,University High School,040852003206,No,0,0,040852003206,0,0
AZ,ARIZONA,0408600,Tombstone Unified District,00809,Tombstone High School,040860000809,No,0,0,040860000809,0,0
AZ,ARIZONA,0408680,Tuba City Unified School District #15,00812,Tuba City High School,040868000812,No,0,0,040868000812,0,0
AZ,ARIZONA,0408680,Tuba City Unified School District #15,01822,Tuba City Alternative School,040868001822,No,0,0,040868001822,0,0
AZ,ARIZONA,0408800,Tucson Unified District,00827,Sabino High School,040880000827,No,0,0,040880000827,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01261,Catalina High School,040880001261,No,0,0,040880001261,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01263,Palo Verde High Magnet School,040880001263,No,0,0,040880001263,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01268,Tucson Magnet High School,040880001268,No,0,0,040880001268,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01441,University High School,040880001441,No,0,0,040880001441,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01443,Cholla High School,040880001443,Yes,289,403,040880001443,692,1
AZ,ARIZONA,0408800,Tucson Unified District,01445,Pueblo High School,040880001445,No,0,0,040880001445,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01446,Rincon High School,040880001446,No,0,0,040880001446,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01447,Sahuaro High School,040880001447,No,0,0,040880001447,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01448,Santa Rita High School,040880001448,No,0,0,040880001448,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01508,Project More High School,040880001508,No,0,0,040880001508,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01509,Teenage Parent Program - TAPP,040880001509,No,0,0,040880001509,0,0
AZ,ARIZONA,0408800,Tucson Unified District,01606,Mary Meredith K-12 School,040880001606,No,0,0,040880001606,0,0
AZ,ARIZONA,0408800,Tucson Unified District,02547,AGAVE Middle and High School,040880002547,No,0,0,040880002547,0,0
AZ,ARIZONA,0408850,Vail Unified School District,01955,Vail Academy & High School,040885001955,No,0,0,040885001955,0,0
AZ,ARIZONA,0408850,Vail Unified School District,02195,Cienega High School,040885002195,No,0,0,040885002195,0,0
AZ,ARIZONA,0408850,Vail Unified School District,02552,Empire High School,040885002552,No,0,0,040885002552,0,0
AZ,ARIZONA,0408850,Vail Unified School District,03175,Pantano High School,040885003175,No,0,0,040885003175,0,0
AZ,ARIZONA,0408850,Vail Unified School District,03214,Vail Innovation Center,040885003214,No,0,0,040885003214,0,0
AZ,ARIZONA,0408850,Vail Unified School District,03272,Andrada Polytechnic High School,040885003272,No,0,0,040885003272,0,0
AZ,ARIZONA,0408910,Valley Union High School District,00911,Valley Union High School,040891000911,No,0,0,040891000911,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00919,Cactus Wren Elementary School,040906000919,No,0,0,040906000919,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00920,Chaparral Elementary School,040906000920,No,0,0,040906000920,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00926,Ironwood Elementary School,040906000926,No,0,0,040906000926,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00929,Manzanita Elementary School,040906000929,No,0,0,040906000929,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00932,Mountain View Elementary School,040906000932,No,0,0,040906000932,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00942,Sunburst School,040906000942,No,0,0,040906000942,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00946,Tumbleweed Elementary School,040906000946,No,0,0,040906000946,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,00947,Washington Elementary School,040906000947,No,0,0,040906000947,0,0
AZ,ARIZONA,0409060,Washington Elementary School District,01117,Sweetwater School,040906001117,No,0,0,040906001117,0,0
AZ,ARIZONA,0409160,Whiteriver Unified District,00005,Alchesay High School,040916000005,No,0,0,040916000005,0,0
AZ,ARIZONA,0409190,Wickenburg Unified District,00955,Wickenburg High School,040919000955,No,0,0,040919000955,0,0
AZ,ARIZONA,0409190,Wickenburg Unified District,03248,Wickenburg Virtual Academy,040919003248,No,0,0,040919003248,0,0
AZ,ARIZONA,0409250,Willcox Unified District,00957,Willcox High School,040925000957,No,0,0,040925000957,0,0
AZ,ARIZONA,0409310,Williams Unified District,00960,Williams High School,040931000960,No,0,0,040931000960,0,0
AZ,ARIZONA,0409430,Window Rock Unified District,00970,Window Rock High School,040943000970,No,0,0,040943000970,0,0
AZ,ARIZONA,0409460,Winslow Unified District,00975,Winslow High School,040946000975,No,0,0,040946000975,0,0
AZ,ARIZONA,0409540,Young Elementary District,01119,Young High School,040954001119,No,0,0,040954001119,0,0
AZ,ARIZONA,0409630,Yuma Union High School District,00157,Vista Alternative School,040963000157,No,0,0,040963000157,0,0
AZ,ARIZONA,0409630,Yuma Union High School District,00996,Kofa High School,040963000996,No,0,0,040963000996,0,0
AZ,ARIZONA,0409630,Yuma Union High School District,00997,Yuma High School,040963000997,No,0,0,040963000997,0,0
AZ,ARIZONA,0409630,Yuma Union High School District,01388,Cibola High School,040963001388,No,0,0,040963001388,0,0
AZ,ARIZONA,0409630,Yuma Union High School District,02775,Gila Ridge High School,040963002775,No,0,0,040963002775,0,0
AZ,ARIZONA,0409630,Yuma Union High School District,03076,San Luis High School,040963003076,No,0,0,040963003076,0,0
AZ,ARIZONA,0409733,Sedona-Oak Creek JUSD #9,01040,Sedona Red Rock Junior/Senior High School,040973301040,No,0,0,040973301040,0,0
AZ,ARIZONA,0409733,Sedona-Oak Creek JUSD #9,03188,Red Rock Academy,040973303188,No,0,0,040973303188,0,0
AR,ARKANSAS,0500001,DEWITT SCHOOL DISTRICT,00216,DEWITT HIGH SCHOOL,050000100216,No,0,0,050000100216,0,0
AR,ARKANSAS,0500006,WARREN SCHOOL DISTRICT,01130,WARREN HIGH SCHOOL DISTRICT CONVERSION CHARTER,050000601130,No,0,0,050000601130,0,0
AR,ARKANSAS,0500009,CORNING SCHOOL DISTRICT,00191,CORNING HIGH SCHOOL,050000900191,No,0,0,050000900191,0,0
AR,ARKANSAS,0500009,CORNING SCHOOL DISTRICT,00192,PARK ELEMENTARY SCHOOL,050000900192,No,0,0,050000900192,0,0
AR,ARKANSAS,0500012,RIVERSIDE SCHOOL DISTRICT,01538,RIVERSIDE HIGH SCHOOL,050001201538,No,0,0,050001201538,0,0
AR,ARKANSAS,0500015,SHERIDAN SCHOOL DISTRICT,00997,SHERIDAN HIGH SCHOOL,050001500997,No,0,0,050001500997,0,0
AR,ARKANSAS,0500015,SHERIDAN SCHOOL DISTRICT,00998,SHERIDAN JR HIGH,050001500998,No,0,0,050001500998,0,0
AR,ARKANSAS,0500016,MARMADUKE SCHOOL DISTRICT,00691,MARMADUKE HIGH SCHOOL,050001600691,No,0,0,050001600691,0,0
AR,ARKANSAS,0500017,PARAGOULD SCHOOL DISTRICT,01295,PARAGOULD HIGH SCHOOL,050001701295,No,0,0,050001701295,0,0
AR,ARKANSAS,0500017,PARAGOULD SCHOOL DISTRICT,99999,Ram Academy,050001799999,No,0,0,050001799999,0,0
AR,ARKANSAS,0500019,BATESVILLE SCHOOL DISTRICT,00042,BATESVILLE JUNIOR HIGH SCHOOL,050001900042,No,0,0,050001900042,0,0
AR,ARKANSAS,0500019,BATESVILLE SCHOOL DISTRICT,00043,BATESVILLE HIGH SCHOOL,050001900043,No,0,0,050001900043,0,0
AR,ARKANSAS,0500020,MIDLAND SCHOOL DISTRICT,01298,MIDLAND HIGH SCHOOL,050002001298,No,0,0,050002001298,0,0
AR,ARKANSAS,0500021,IZARD CO. CONS. SCHOOL DIST.,01300,IZARD CO. CONS. HIGH SCHOOL,050002101300,No,0,0,050002101300,0,0
AR,ARKANSAS,0500023,NEWPORT SCHOOL DISTRICT,00772,NEWPORT HIGH SCHOOL,050002300772,No,0,0,050002300772,0,0
AR,ARKANSAS,0500026,PINE BLUFF SCHOOL DISTRICT,00867,PINE BLUFF HIGH SCHOOL,050002600867,No,0,0,050002600867,0,0
AR,ARKANSAS,0500028,STAR CITY SCHOOL DISTRICT,01042,STAR CITY HIGH SCHOOL,050002801042,No,0,0,050002801042,0,0
AR,ARKANSAS,0500029,GOSNELL SCHOOL DISTRICT,01277,GOSNELL HIGH SCHOOL,050002901277,No,0,0,050002901277,0,0
AR,ARKANSAS,0500030,NEVADA SCHOOL DISTRICT,01405,NEVADA HIGH  SCHOOL,050003001405,No,0,0,050003001405,0,0
AR,ARKANSAS,0500032,BEARDEN SCHOOL DISTRICT,00053,BEARDEN HIGH SCHOOL,050003200053,No,0,0,050003200053,0,0
AR,ARKANSAS,0500035,ARK. SCHOOL FOR THE BLIND,01420,ARK. SCHOOL FOR THE BLIND H.S.,050003501420,No,0,0,050003501420,0,0
AR,ARKANSAS,0500036,ARK. SCHOOL FOR THE DEAF,01422,ARK. SCHOOL FOR THE DEAF H.S.,050003601422,No,0,0,050003601422,0,0
AR,ARKANSAS,0500041,WESTERN YELL CO. SCHOOL DIST.,01315,WESTERN YELL CO. HIGH SCHOOL,050004101315,No,0,0,050004101315,0,0
AR,ARKANSAS,0500042,HAMBURG SCHOOL DISTRICT,01281,HAMBURG HIGH SCHOOL,050004201281,No,0,0,050004201281,0,0
AR,ARKANSAS,0500043,MOUNTAIN HOME SCHOOL DISTRICT,00676,MTN HOME HIGH CAREER ACADEMICS,050004300676,No,0,0,050004300676,0,0
AR,ARKANSAS,0500043,MOUNTAIN HOME SCHOOL DISTRICT,00742,PINKSTON MIDDLE SCHOOL,050004300742,No,0,0,050004300742,0,0
AR,ARKANSAS,0500044,MAGNOLIA SCHOOL DISTRICT,00655,MAGNOLIA JR. HIGH SCHOOL,050004400655,No,0,0,050004400655,0,0
AR,ARKANSAS,0500044,MAGNOLIA SCHOOL DISTRICT,00656,MAGNOLIA HIGH SCHOOL,050004400656,No,0,0,050004400656,0,0
AR,ARKANSAS,0500046,MANILA SCHOOL DISTRICT,00668,MANILA HIGH SCHOOL,050004600668,No,0,0,050004600668,0,0
AR,ARKANSAS,0500047,TRUMANN SCHOOL DISTRICT,01079,TRUMANN HIGH SCHOOL,050004701079,No,0,0,050004701079,0,0
AR,ARKANSAS,0500047,TRUMANN SCHOOL DISTRICT,01081,TRUMANN ELEMENTARY SCHOOL,050004701081,No,0,0,050004701081,0,0
AR,ARKANSAS,0500048,EAST POINSETT CO. SCHOOL DIST.,01348,EAST POINSETT CO. HIGH SCHOOL,050004801348,No,0,0,050004801348,0,0
AR,ARKANSAS,0500049,DEQUEEN SCHOOL DISTRICT,00235,DEQUEEN HIGH SCHOOL,050004900235,No,0,0,050004900235,0,0
AR,ARKANSAS,0500049,DEQUEEN SCHOOL DISTRICT,01503,DEQUEEN JUNIOR HIGH SCHOOL,050004901503,No,0,0,050004901503,0,0
AR,ARKANSAS,0500051,PALESTINE-WHEATLEY SCH. DIST.,00833,PALESTINE-WHEATLEY SENIOR HIGH,050005100833,No,0,0,050005100833,0,0
AR,ARKANSAS,0500055,BENTON COUNTY SCHOOL OF ARTS,01508,ARKANSAS ARTS ACADEMY HIGH SCHOOL,050005501508,No,0,0,050005501508,0,0
AR,ARKANSAS,0500059,ACADEMICS PLUS CHARTER SCHOOL,00741,MAUMELLE CHARTER HIGH SCHOOL,050005900741,No,0,0,050005900741,0,0
AR,ARKANSAS,0500062,KIPP DELTA PUBLIC SCHOOLS,01451,KIPP DELTA COLLEGIATE HIGH SCHOOL,050006201451,No,0,0,050006201451,0,0
AR,ARKANSAS,0500062,KIPP DELTA PUBLIC SCHOOLS,01595,KIPP BLYTHEVILLE COLLEGIATE HIGH SCHOOL,050006201595,No,0,0,050006201595,0,0
AR,ARKANSAS,0500065,LAFAYETTE COUNTY SCHOOL DISTRICT,00719,LAFAYETTE COUNTY ELEMENTARY,050006500719,No,0,0,050006500719,0,0
AR,ARKANSAS,0500065,LAFAYETTE COUNTY SCHOOL DISTRICT,00727,LAFAYETTE COUNTY HIGH SCHOOL,050006500727,No,0,0,050006500727,0,0
AR,ARKANSAS,0500067,CLEVELAND COUNTY SCHOOL DIST.,00951,RISON HIGH SCHOOL,050006700951,No,0,0,050006700951,0,0
AR,ARKANSAS,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,00109,BRADLEY HIGH SCHOOL,050006800109,No,0,0,050006800109,0,0
AR,ARKANSAS,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,00292,EMERSON HIGH SCHOOL,050006800292,No,0,0,050006800292,0,0
AR,ARKANSAS,0500068,EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT,01063,TAYLOR HIGH SCHOOL,050006801063,No,0,0,050006801063,0,0
AR,ARKANSAS,0500070,CEDAR RIDGE SCHOOL DISTRICT,00768,CEDAR RIDGE HIGH SCHOOL,050007000768,No,0,0,050007000768,0,0
AR,ARKANSAS,0500071,HILLCREST SCHOOL DISTRICT,01010,HILLCREST HIGH SCHOOL,050007101010,No,0,0,050007101010,0,0
AR,ARKANSAS,0500072,DEER/MT. JUDEA SCHOOL DISTRICT,01621,DEER K-12 SCHOOL,050007201621,No,0,0,050007201621,0,0
AR,ARKANSAS,0500072,DEER/MT. JUDEA SCHOOL DISTRICT,01630,MT. JUDEA K-12 SCHOOL,050007201630,No,0,0,050007201630,0,0
AR,ARKANSAS,0500073,OUACHITA RIVER SCHOOL DISTRICT,00002,ACORN HIGH SCHOOL,050007300002,No,0,0,050007300002,0,0
AR,ARKANSAS,0500073,OUACHITA RIVER SCHOOL DISTRICT,01642,ODEN SCHOOLS,050007301642,No,0,0,050007301642,0,0
AR,ARKANSAS,0500074,LISA Academy Charter District Office,01107,LISA Academy West High Charter School,050007401107,No,0,0,050007401107,0,0
AR,ARKANSAS,0500074,LISA Academy Charter District Office,01501,LISA Academy North Charter High School,050007401501,No,0,0,050007401501,0,0
AR,ARKANSAS,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,01643,ST. JOE K-12 SCHOOL,050007601643,No,0,0,050007601643,0,0
AR,ARKANSAS,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,01645,BRUNO-PYATT K-12 SCHOOL,050007601645,No,0,0,050007601645,0,0
AR,ARKANSAS,0500076,OZARK MOUNTAIN SCHOOL DISTRICT,01646,WESTERN GROVE K-12 SCHOOL,050007601646,No,0,0,050007601646,0,0
AR,ARKANSAS,0500078,HAAS HALL ACADEMY,01078,HAAS HALL ACADEMY,050007801078,No,0,0,050007801078,0,0
AR,ARKANSAS,0500078,HAAS HALL ACADEMY,01639,HAAS HALL ACADEMY AT THE LANE,050007801639,No,0,0,050007801639,0,0
AR,ARKANSAS,0500078,HAAS HALL ACADEMY,01640,HAAS HALL ACADEMY JONES CENTER,050007801640,No,0,0,050007801640,0,0
AR,ARKANSAS,0500079,TWO RIVERS SCHOOL DISTRICT,01521,TWO RIVERS HIGH SCHOOL,050007901521,No,0,0,050007901521,0,0
AR,ARKANSAS,0500082,LAWRENCE COUNTY SCHOOL DISTRICT,01216,WALNUT RIDGE HIGH SCHOOL,050008201216,No,0,0,050008201216,0,0
AR,ARKANSAS,0500389,DHS DIVISION OF DEVELOPMENTAL DISABILITIES SERVICES,01516,CONWAY HUMAN DEVELOPMENT CENTER,050038901516,No,0,0,050038901516,0,0
AR,ARKANSAS,0500390,ARKANSAS YOUTH SERVICES SCHOOL SYSTEM,01635,Arkansas Consolidated High School - Dermott JCF,050039001635,No,0,0,050039001635,0,0
AR,ARKANSAS,0500394,ARKANSAS VIRTUAL ACADEMY,01604,ARKANSAS VIRTUAL ACADEMY HIGH SCHOOL,050039401604,No,0,0,050039401604,0,0
AR,ARKANSAS,0500398,ESTEM PUBLIC CHARTER SCHOOL,01467,ESTEM JUNIOR HIGH SCHOOL,050039801467,No,0,0,050039801467,0,0
AR,ARKANSAS,0500398,ESTEM PUBLIC CHARTER SCHOOL,01470,ESTEM HIGH SCHOOL,050039801470,No,0,0,050039801470,0,0
AR,ARKANSAS,0500402,JACKSONVILLE LIGHTHOUSE CHARTER,01560,COLLEGE PREP ACADEMY,050040201560,No,0,0,050040201560,0,0
AR,ARKANSAS,0500405,COSSATOT RIVER SCHOOL DISTRICT,01591,COSSATOT RIVER HIGH SCHOOL,050040501591,No,0,0,050040501591,0,0
AR,ARKANSAS,0500405,COSSATOT RIVER SCHOOL DISTRICT,01620,UMPIRE K-12 SCHOOL,050040501620,No,0,0,050040501620,0,0
AR,ARKANSAS,0500407,SIATECH LITTLE ROCK CHARTER,01539,SIATECH HIGH CHARTER,050040701539,No,0,0,050040701539,0,0
AR,ARKANSAS,0500408,RESPONSIVE ED SOLUTIONS PREMIER HIGH SCHOOL OF LITTLE ROCK,01579,PREMIER HIGH SCHOOL OF LITTLE ROCK,050040801579,No,0,0,050040801579,0,0
AR,ARKANSAS,0500409,RESPONSIVE ED SOLUTIONS NORTHWEST ARK CLASSICAL ACADEMY,01606,NORTHWEST ARKANSAS CLASSICAL ACADEMY HIGH,050040901606,No,0,0,050040901606,0,0
AR,ARKANSAS,0500410,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF PINE BLUFF,01581,QUEST MIDDLE SCHOOL OF PINE BLUFF,050041001581,No,0,0,050041001581,0,0
AR,ARKANSAS,0500412,RESPONSIVE ED SOLUTIONS QUEST MIDDLE SCHOOL OF LITTLE ROCK,01603,QUEST MIDDLE SCHOOL OF LITTLE ROCK,050041201603,No,0,0,050041201603,0,0
AR,ARKANSAS,0500416,HAAS HALL BENTONVILLE,01611,HAAS HALL ACADEMY BENTONVILLE,050041601611,No,0,0,050041601611,0,0
AR,ARKANSAS,0500417,ARKANSAS CONNECTIONS ACADEMY,01632,ARKANSAS CONNECTIONS ACADEMY HIGH,050041701632,No,0,0,050041701632,0,0
AR,ARKANSAS,0500418,FUTURE SCHOOL OF FORT SMITH,01627,FURTURE SCHOOL OF FORT SMITH,050041801627,No,0,0,050041801627,0,0
AR,ARKANSAS,0500419,JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT,00919,JACKSONVILLE HIGH SCHOOL,050041900919,No,0,0,050041900919,0,0
AR,ARKANSAS,0502250,ALMA SCHOOL DISTRICT,00004,ALMA HIGH SCHOOL,050225000004,No,0,0,050225000004,0,0
AR,ARKANSAS,0502280,ALPENA SCHOOL DISTRICT,00007,ALPENA HIGH SCHOOL,050228000007,No,0,0,050228000007,0,0
AR,ARKANSAS,0502430,ARKADELPHIA SCHOOL DISTRICT,00018,ARKADELPHIA HIGH SCHOOL,050243000018,No,0,0,050243000018,0,0
AR,ARKANSAS,0502550,ARMOREL SCHOOL DISTRICT,00027,ARMOREL HIGH SCHOOL,050255000027,No,0,0,050255000027,0,0
AR,ARKANSAS,0502580,ASHDOWN SCHOOL DISTRICT,00028,ASHDOWN HIGH SCHOOL,050258000028,No,0,0,050258000028,0,0
AR,ARKANSAS,0502610,ATKINS SCHOOL DISTRICT,00033,ATKINS HIGH SCHOOL,050261000033,No,0,0,050261000033,0,0
AR,ARKANSAS,0502670,AUGUSTA SCHOOL DISTRICT,00034,AUGUSTA HIGH SCHOOL,050267000034,No,0,0,050267000034,0,0
AR,ARKANSAS,0502700,BALD KNOB SCHOOL DISTRICT,00038,BALD KNOB HIGH SCHOOL,050270000038,No,0,0,050270000038,0,0
AR,ARKANSAS,0502730,BARTON-LEXA SCHOOL DISTRICT,00040,BARTON HIGH SCHOOL,050273000040,No,0,0,050273000040,0,0
AR,ARKANSAS,0502790,BAUXITE SCHOOL DISTRICT,00047,BAUXITE HIGH SCHOOL,050279000047,No,0,0,050279000047,0,0
AR,ARKANSAS,0502790,BAUXITE SCHOOL DISTRICT,01590,MINER ACADEMY,050279001590,No,0,0,050279001590,0,0
AR,ARKANSAS,0502820,BAY SCHOOL DISTRICT,00051,BAY HIGH SCHOOL,050282000051,No,0,0,050282000051,0,0
AR,ARKANSAS,0502880,BEEBE SCHOOL DISTRICT,00057,BEEBE HIGH SCHOOL,050288000057,No,0,0,050288000057,0,0
AR,ARKANSAS,0502880,BEEBE SCHOOL DISTRICT,01456,BADGER ACADEMY,050288001456,No,0,0,050288001456,0,0
AR,ARKANSAS,0502960,BENTON SCHOOL DISTRICT,00063,BENTON HIGH SCHOOL,050296000063,No,0,0,050296000063,0,0
AR,ARKANSAS,0502960,BENTON SCHOOL DISTRICT,00065,BENTON JUNIOR HIGH SCHOOL,050296000065,No,0,0,050296000065,0,0
AR,ARKANSAS,0503030,PEA RIDGE SCHOOL DISTRICT,00072,PEA RIDGE HIGH SCHOOL,050303000072,No,0,0,050303000072,0,0
AR,ARKANSAS,0503030,PEA RIDGE SCHOOL DISTRICT,01597,PEA RIDGE MANUFACTURING & BUSINESS ACADEMY,050303001597,No,0,0,050303001597,0,0
AR,ARKANSAS,0503060,BENTONVILLE SCHOOL DISTRICT,00073,BENTONVILLE HIGH SCHOOL,050306000073,Yes,11,28,050306000073,39,1
AR,ARKANSAS,0503060,BENTONVILLE SCHOOL DISTRICT,01618,BENTONVILLE WEST HIGH SCHOOL,050306001618,No,0,0,050306001618,0,0
AR,ARKANSAS,0503090,BERGMAN SCHOOL DISTRICT,00078,BERGMAN HIGH SCHOOL,050309000078,No,0,0,050309000078,0,0
AR,ARKANSAS,0503150,BERRYVILLE SCHOOL DISTRICT,00080,BERRYVILLE HIGH SCHOOL,050315000080,No,0,0,050315000080,0,0
AR,ARKANSAS,0503240,BISMARCK SCHOOL DISTRICT,00086,BISMARCK HIGH SCHOOL,050324000086,No,0,0,050324000086,0,0
AR,ARKANSAS,0503300,BLEVINS SCHOOL DISTRICT,00090,BLEVINS HIGH SCHOOL,050330000090,No,0,0,050330000090,0,0
AR,ARKANSAS,0503320,BLYTHEVILLE SCHOOL DISTRICT,01578,BLYTHEVILLE HIGH SCHOOL-A NEW TECH SCHOOL,050332001578,No,0,0,050332001578,0,0
AR,ARKANSAS,0503420,LEAD HILL SCHOOL DISTRICT,00103,LEAD HILL HIGH SCHOOL,050342000103,No,0,0,050342000103,0,0
AR,ARKANSAS,0503450,BOONEVILLE SCHOOL DISTRICT,00105,BOONEVILLE HIGH SCHOOL,050345000105,No,0,0,050345000105,0,0
AR,ARKANSAS,0503450,BOONEVILLE SCHOOL DISTRICT,00339,BOONEVILLE JR HIGH SCHOOL,050345000339,No,0,0,050345000339,0,0
AR,ARKANSAS,0503480,BRADFORD SCHOOL DISTRICT,00107,BRADFORD HIGH SCHOOL,050348000107,No,0,0,050348000107,0,0
AR,ARKANSAS,0503630,BRINKLEY SCHOOL DISTRICT,00112,BRINKLEY HIGH SCHOOL,050363000112,No,0,0,050363000112,0,0
AR,ARKANSAS,0503640,BROOKLAND SCHOOL DISTRICT,00116,BROOKLAND HIGH SCHOOL,050364000116,No,0,0,050364000116,0,0
AR,ARKANSAS,0503640,BROOKLAND SCHOOL DISTRICT,01534,BROOKLAND JUNIOR HIGH SCHOOL,050364001534,No,0,0,050364001534,0,0
AR,ARKANSAS,0503690,BRYANT SCHOOL DISTRICT,00118,BRYANT HIGH SCHOOL,050369000118,No,0,0,050369000118,0,0
AR,ARKANSAS,0503710,BUFFALO IS. CENTRAL SCH. DIST.,01270,BUFFALO IS. CENTRAL JHS,050371001270,No,0,0,050371001270,0,0
AR,ARKANSAS,0503710,BUFFALO IS. CENTRAL SCH. DIST.,01271,BUFFALO IS. CENTRAL HS,050371001271,No,0,0,050371001271,0,0
AR,ARKANSAS,0503750,CABOT SCHOOL DISTRICT,00123,CABOT HIGH SCHOOL,050375000123,No,0,0,050375000123,0,0
AR,ARKANSAS,0503750,CABOT SCHOOL DISTRICT,01019,ACADEMIC CENTER FOR EXCELLENCE,050375001019,No,0,0,050375001019,0,0
AR,ARKANSAS,0503750,CABOT SCHOOL DISTRICT,01553,CABOT FRESHMAN ACADEMY,050375001553,No,0,0,050375001553,0,0
AR,ARKANSAS,0503770,CADDO HILLS SCHOOL DISTRICT,00127,CADDO HILLS HIGH SCHOOL,050377000127,No,0,0,050377000127,0,0
AR,ARKANSAS,0503840,CALICO ROCK SCHOOL DISTRICT,00132,CALICO ROCK HIGH SCHOOL,050384000132,No,0,0,050384000132,0,0
AR,ARKANSAS,0503960,CARLISLE SCHOOL DISTRICT,00140,CARLISLE HIGH SCHOOL,050396000140,No,0,0,050396000140,0,0
AR,ARKANSAS,0504020,WESTSIDE CONS. SCHOOL DISTRICT,00146,WESTSIDE HIGH SCHOOL,050402000146,No,0,0,050402000146,0,0
AR,ARKANSAS,0504050,CAVE CITY SCHOOL DISTRICT,00148,CAVE CITY HIGH CAREER & COLLEGIATE PREPARATORY SCHOOL,050405000148,No,0,0,050405000148,0,0
AR,ARKANSAS,0504080,CEDARVILLE SCHOOL DISTRICT,00150,CEDARVILLE HIGH SCHOOL,050408000150,No,0,0,050408000150,0,0
AR,ARKANSAS,0504110,GENOA CENTRAL SCHOOL DISTRICT,00152,GENOA CENTRAL HIGH SCHOOL,050411000152,No,0,0,050411000152,0,0
AR,ARKANSAS,0504170,WHITE CO. CENTRAL SCHOOL DIST.,00156,WHITE CO. CENTRAL HIGH SCHOOL,050417000156,No,0,0,050417000156,0,0
AR,ARKANSAS,0504200,CHARLESTON SCHOOL DISTRICT,00158,CHARLESTON HIGH SCHOOL,050420000158,No,0,0,050420000158,0,0
AR,ARKANSAS,0504350,CLARENDON SCHOOL DISTRICT,00164,CLARENDON HIGH SCHOOL,050435000164,No,0,0,050435000164,0,0
AR,ARKANSAS,0504370,RECTOR SCHOOL DISTRICT,01274,RECTOR HIGH SCHOOL,050437001274,No,0,0,050437001274,0,0
AR,ARKANSAS,0504380,CLARKSVILLE SCHOOL DISTRICT,00166,CLARKSVILLE HIGH SCHOOL,050438000166,No,0,0,050438000166,0,0
AR,ARKANSAS,0504380,CLARKSVILLE SCHOOL DISTRICT,00167,CLARKSVILLE JUNIOR HIGH SCHOOL,050438000167,No,0,0,050438000167,0,0
AR,ARKANSAS,0504410,CLINTON SCHOOL DISTRICT,00172,CLINTON HIGH SCHOOL,050441000172,No,0,0,050441000172,0,0
AR,ARKANSAS,0504560,CONCORD SCHOOL DISTRICT,00181,CONCORD HIGH SCHOOL,050456000181,No,0,0,050456000181,0,0
AR,ARKANSAS,0504590,CONWAY SCHOOL DISTRICT,00182,CONWAY JUNIOR HIGH SCHOOL,050459000182,No,0,0,050459000182,0,0
AR,ARKANSAS,0504590,CONWAY SCHOOL DISTRICT,00184,CONWAY HIGH WEST,050459000184,No,0,0,050459000184,0,0
AR,ARKANSAS,0504590,CONWAY SCHOOL DISTRICT,01198,RAY/PHYLLIS SIMON INTERMEDIATE,050459001198,No,0,0,050459001198,0,0
AR,ARKANSAS,0504680,COTTER SCHOOL DISTRICT,00194,COTTER HIGH SCHOOL,050468000194,No,0,0,050468000194,0,0
AR,ARKANSAS,0504740,COUNTY LINE SCHOOL DISTRICT,00198,COUNTY LINE HIGH SCHOOL,050474000198,No,0,0,050474000198,0,0
