LEA_STATE,LEA_STATE_NAME,LEAID,LEA_NAME,SCHID,SCH_NAME,COMBOKEY,NCESSCH,SCH_APENR_IND,SCH_APCOURSES,SCH_APMATHENR_IND,Total_AP_math_students,Total_students_tookAP,SCH_APENR_IND_new,SCH_APMATHENR_IND_new
PA,PENNSYLVANIA,4200077,Franklin Towne CHS,00554,Franklin Towne CHS,420007700554,420007700554,Yes,8,Yes,36,111,1,1
PA,PENNSYLVANIA,4200079,Mariana Bracetti Academy CS,00564,Mariana Bracetti Academy CS,420007900564,420007900564,Yes,2,No,0,41,1,0
PA,PENNSYLVANIA,4200084,Mastery CHS - Lenfest Campus,00578,Mastery CHS - Lenfest Campus,420008400578,420008400578,Yes,4,No,0,44,1,0
PA,PENNSYLVANIA,4200085,People for People CS,00586,People for People CS,420008500586,420008500586,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200088,Pennsylvania Virtual CS,00587,Pennsylvania Virtual CS,420008800587,420008800587,Yes,6,Yes,6,8,1,1
PA,PENNSYLVANIA,4200091,21st Century Cyber CS,00597,21st Century Cyber CS,420009100597,420009100597,Yes,11,Yes,14,41,1,1
PA,PENNSYLVANIA,4200093,First Philadelphia Preparatory Charter School,00687,First Philadelphia Preparatory Charter S,420009300687,420009300687,Yes,1,No,0,4,1,0
PA,PENNSYLVANIA,4200094,City CHS,00663,City CHS,420009400663,420009400663,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200095,Central PA Digital Learning Foundation CS,00655,Central PA Digital Lrng Foundation CS,420009500655,420009500655,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200098,Lehigh Valley Academy Regional CS,00635,Lehigh Valley Academy Regional CS,420009800635,420009800635,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200099,Lehigh Valley Charter High School for the Arts,00634,Lehigh Valley Charter High School for th,420009900634,420009900634,Yes,10,Yes,15,60,1,1
PA,PENNSYLVANIA,4200100,Center for Student Learning CS at Pennsbury,00662,Center for Student Lrng CS Pennsbury,420010000662,420010000662,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200101,Avon Grove CS,00656,Avon Grove CS,420010100656,420010100656,Yes,9,Yes,7,49,1,1
PA,PENNSYLVANIA,4200107,Philadelphia Electrical & Tech CHS,00678,Philadelphia Electrical & Tech CHS,420010700678,420010700678,Yes,1,No,0,15,1,0
PA,PENNSYLVANIA,4200108,Belmont Charter School,00692,Belmont Charter School,420010800692,420010800692,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200111,Propel CS-Homestead,99999,Propel CS-Andrew Street High School,420011199999,420011199999,Yes,1,No,0,15,1,0
PA,PENNSYLVANIA,4200114,New Day Charter School,00713,New Day Charter School,420011400713,420011400713,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200115,Perseus House CS of Excellence,00738,Perseus House CS of Excellence,420011500738,420011500738,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200119,Commonwealth Charter Academy CS,00756,Commonwealth Charter Academy CS,420011900756,420011900756,Yes,13,Yes,14,50,1,1
PA,PENNSYLVANIA,4200123,Maritime Academy Charter School,00759,Maritime Academy CS,420012300759,420012300759,Yes,2,No,0,0,1,0
PA,PENNSYLVANIA,4200125,Pennsylvania Distance Learning CS,00839,Pennsylvania Distance Learning CS,420012500839,420012500839,Yes,4,Yes,1,2,1,1
PA,PENNSYLVANIA,4200127,Pennsylvania Leadership Charter School,00837,Pennsylvania Leadership CS,420012700837,420012700837,Yes,27,Yes,64,124,1,1
PA,PENNSYLVANIA,4200128,Achievement House CS,00843,Achievement House CS,420012800843,420012800843,Yes,14,No,0,13,1,0
PA,PENNSYLVANIA,4200133,Academy CS,99999,New Academy CS,420013399999,420013399999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200136,Tidioute Community CS,00874,Tidioute Community CS,420013600874,420013600874,Yes,2,No,0,2,1,0
PA,PENNSYLVANIA,4200140,Agora Cyber CS,00896,Agora Cyber CS,420014000896,420014000896,Yes,17,Yes,3,5,1,1
PA,PENNSYLVANIA,4200143,Lincoln Park Performing Arts CS,00906,Lincoln Park Performing Arts CS,420014300906,420014300906,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200144,Mastery CS-Thomas Campus,00925,Mastery CS - Thomas Campus,420014400925,420014400925,Yes,6,Yes,18,85,1,1
PA,PENNSYLVANIA,4200145,Mastery CS-Shoemaker Campus,00944,Mastery CS -Shoemaker Campus,420014500944,420014500944,Yes,5,Yes,30,29,1,1
PA,PENNSYLVANIA,4200749,Evergreen Community CS,00960,Evergreen Community CS,420074900960,420074900960,Yes,2,Yes,5,8,1,1
PA,PENNSYLVANIA,4200752,Propel CS-Montour,99998,Propel CS-Montour HS,420075299998,420075299998,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200760,Boys Latin of Philadelphia CS,06107,Boys Latin of Philadelphia CS,420076006107,420076006107,Yes,6,Yes,11,12,1,1
PA,PENNSYLVANIA,4200761,Mastery CS-Pickett Campus,06025,Mastery CS-Pickett Campus,420076106025,420076106025,Yes,5,No,0,64,1,0
PA,PENNSYLVANIA,4200779,ACLD TILLOTSON SCHOOL,99999,ACLD TILLOTSON SCHOOL,420077999999,420077999999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200782,ROYER-GREAVES SCHOOL FOR THE BLIND,99999,ROYER-GREAVES SCHOOL FOR BLIND,420078299999,420078299999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200784,WESTERN PA SCHOOL FOR BLIND CHILDREN,99999,WESTERN PA SCHOOL FOR BLIND CHILDREN,420078499999,420078499999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200796,CENTENNIAL SCHOOL LEHIGH UNIV,99999,CENTENNIAL SCHOOL OF LEHIGH UNIVERSITY,420079699999,420079699999,Yes,1,Yes,1,0,1,1
PA,PENNSYLVANIA,4200801,SCI-FOREST,99999,SCI-FOREST,420080199999,420080199999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200802,SCI-MUNCY,99999,SCI-Muncy,420080299999,420080299999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200805,SCI-HOUTZDALE,99999,SCI-HOUTZDALE,420080599999,420080599999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200806,SCI- Camp Hill,99999,SCI- Camp Hill,420080699999,420080699999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200808,Sci-Retreat,99999,SCI Retreat,420080899999,420080899999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200809,SCI-PINE GROVE,99999,SCI PINE GROVE,420080999999,420080999999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200811,FRANKLIN LEARNING CENTER,99999,FRANKLIN LEARNING CENTER,420081199999,420081199999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200816,Sankofa Freedom Academy Charter School,06948,Sankofa Freedom Academy Charter School,420081606948,420081606948,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200819,Lincoln Leadership Academy Charter School,06955,Lincoln Leadership Academy Charter Schoo,420081906955,420081906955,Yes,6,Yes,51,101,1,1
PA,PENNSYLVANIA,4200821,Tacony Academy Charter School,06962,Tacony Academy Charter School,420082106962,420082106962,Yes,4,Yes,8,46,1,1
PA,PENNSYLVANIA,4200822,Eastern University Academy Charter School,06949,Eastern University Academy Charter Schoo,420082206949,420082206949,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200824,Central Valley SD,07319,Central Valley HS,420082407319,420082407319,Yes,11,Yes,33,80,1,1
PA,PENNSYLVANIA,4200833,Propel CS-Braddock Hills,99999,Propel CS-Braddock Hills High School,420083399999,420083399999,Yes,6,Yes,11,31,1,1
PA,PENNSYLVANIA,4200835,ASPIRA Bilingual Cyber Charter School,07354,ASPIRA Bilingual Cyber Charter School,420083507354,420083507354,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200841,Gillingham Charter School,07420,Gillingham Charter School,420084107420,420084107420,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200843,Olney Charter High School,07386,Olney Charter High School,420084307386,420084307386,Yes,3,Yes,14,41,1,1
PA,PENNSYLVANIA,4200848,I-LEAD Charter School,07413,I-LEAD Charter School,420084807413,420084807413,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200851,Mastery CS-Gratz Campus,07414,Mastery CS-Gratz Campus,420085107414,420085107414,Yes,4,No,0,62,1,0
PA,PENNSYLVANIA,4200852,HOPE for Hyndman CS,07384,HOPE for Hyndman CS,420085207384,420085207384,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200856,Universal Audenried Charter School,07402,Universal Audenried Charter School,420085607402,420085607402,Yes,2,No,0,25,1,0
PA,PENNSYLVANIA,4200857,Chester CS for the Arts,07437,Chester CS for the Arts,420085707437,420085707437,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200858,Esperanza Cyber CS,07447,Esperanza Cyber CS,420085807447,420085807447,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200868,ACT Academy Cyber CS,07433,ACT Academy Cyber CS,420086807433,420086807433,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200871,Sci-Dallas,99999,SCI-Dallas,420087199999,420087199999,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200876,Capital Area School for the Arts Charter School,07493,Capital Area School for the Arts Charter,420087607493,420087607493,Yes,6,No,0,14,1,0
PA,PENNSYLVANIA,4200879,Executive Education Academy Charter School,07523,Executive Education Academy Charter Scho,420087907523,420087907523,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200882,Hill House Passport Academy Charter School,07549,Hill House Passport Academy Charter Scho,420088207549,420088207549,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200886,KIPP DuBois Charter School,07568,KIPP DuBois Charter School,420088607568,420088607568,Yes,6,Yes,27,97,1,1
PA,PENNSYLVANIA,4200887,Reach Cyber CS,07580,Reach Cyber CS,420088707580,420088707580,Yes,4,No,0,0,1,0
PA,PENNSYLVANIA,4200894,Innovative Arts Academy CS,07594,Innovative Arts Academy CS,420089407594,420089407594,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200895,TECH Freire CS,07589,TECH Freire CS,420089507589,420089507589,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4200896,Westinghouse Arts Academy CS,07608,Westinghouse Arts Academy CS,420089607608,420089607608,Yes,4,No,0,7,1,0
PA,PENNSYLVANIA,4200898,Insight PA Cyber CS,07635,Insight PA Cyber CS,420089807635,420089807635,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202010,Abington Heights SD,05091,Abington Heights HS,420201005091,420201005091,Yes,16,Yes,82,229,1,1
PA,PENNSYLVANIA,4202040,Abington SD,03241,Abington SHS,420204003241,420204003241,Yes,27,Yes,203,514,1,1
PA,PENNSYLVANIA,4202040,Abington SD,03242,Abington JHS,420204003242,420204003242,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202100,Albert Gallatin Area SD,06001,Albert Gallatin Area SHS,420210006001,420210006001,Yes,7,Yes,5,40,1,1
PA,PENNSYLVANIA,4202130,Aliquippa SD,07336,Aliquippa JSHS,420213007336,420213007336,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202190,Allegheny Valley SD,00029,Springdale JSHS,420219000029,420219000029,Yes,10,Yes,18,35,1,1
PA,PENNSYLVANIA,4202280,Allentown City SD,02794,William Allen HS,420228002794,420228002794,Yes,30,Yes,42,178,1,1
PA,PENNSYLVANIA,4202280,Allentown City SD,02795,Louis E Dieruff HS,420228002795,420228002795,Yes,26,Yes,49,190,1,1
PA,PENNSYLVANIA,4202280,Allentown City SD,07623,Building 21 Allentown,420228007623,420228007623,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202280,Allentown City SD,99998,ALTERNATIVE EDUCATION PROGRAM,420228099998,420228099998,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202310,Allegheny-Clarion Valley SD,04664,Allegheny-Clarion Valley HS,420231004664,420231004664,Yes,5,Yes,10,25,1,1
PA,PENNSYLVANIA,4202340,Altoona Area SD,00152,Kimmel Alternative School,420234000152,420234000152,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202340,Altoona Area SD,00913,Altoona Area HS,420234000913,420234000913,Yes,14,Yes,30,0,1,1
PA,PENNSYLVANIA,4202340,Altoona Area SD,06850,Altoona Area Jr HS,420234006850,420234006850,No,0,-9,0,0,0,0
PA,PENNSYLVANIA,4202400,Wissahickon SD,03247,Wissahickon SHS,420240003247,420240003247,Yes,20,Yes,127,390,1,1
PA,PENNSYLVANIA,4202440,Ambridge Area SD,06555,Ambridge Area HS,420244006555,420244006555,Yes,13,Yes,7,43,1,1
PA,PENNSYLVANIA,4202480,Antietam SD,00820,Antietam MS/HS,420248000820,420248000820,Yes,6,Yes,23,39,1,1
PA,PENNSYLVANIA,4202490,Annville-Cleona SD,02725,Annville Cleona HS,420249002725,420249002725,Yes,11,Yes,23,47,1,1
PA,PENNSYLVANIA,4202550,Apollo-Ridge SD,02320,Apollo-Ridge High School,420255002320,420255002320,Yes,4,Yes,16,26,1,1
