LEA_STATE_x,LEA_STATE_NAME_x,LEAID_x,LEA_NAME_x,SCHID_x,SCH_NAME_x,COMBOKEY_x,Special_ed_schl_new,Magnet_schl_new,Charter_Schl_new,Alternate_schl_new,NCESSCH,LEVEL,Total_enroll_students,SCH_FTETEACH_TOT,SCH_FTETEACH_CERT,SCH_FTETEACH_NOTCERT,FTE_teachers_count,SalaryforTeachers,Total_SAT_ACT_students,SCH_IBENR_IND_new,Total_IB_students,SCH_APENR_IND_new,SCH_APCOURSES,SCH_APOTHENR_IND_new,Total_AP_other_students,Total_students_tookAP
TN,TENNESSEE,4703780,Sevier County,01557,Sevier County High School,470378001557,0,0,0,0,470378001557,High,1176.0,79.0,79.0,0.0,74.0,4029583.82,528.0,0.0,-18.0,1.0,6.0,1.0,60.0,70.0
TN,TENNESSEE,4703780,Sevier County,01562,Seymour High School,470378001562,0,0,0,0,470378001562,High,1162.0,67.0,67.0,0.0,61.25,3269547.88,533.0,0.0,-18.0,1.0,7.0,1.0,68.0,110.0
TN,TENNESSEE,4703780,Sevier County,02215,Gary Hardin Academy,470378002215,0,0,0,0,470378002215,High,95.0,8.5,8.5,0.0,8.5,424520.5,43.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4703780,Sevier County,02336,Northview Senior Academy,470378002336,0,0,0,0,470378002336,High,620.0,39.5,39.5,0.0,39.5,2033913.75,176.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4703870,Smith County,01604,Smith County High School,470387001604,0,0,0,0,470387001604,High,598.0,44.5,44.5,0.0,44.0,1880296.17,135.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4703870,Smith County,02047,Gordonsville High School,470387002047,0,0,0,0,470387002047,High,463.0,31.0,31.0,0.0,31.0,1333381.79,78.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4703960,Stewart County,01612,Stewart Co High School,470396001612,0,0,0,0,470396001612,High,675.0,41.0,41.0,0.0,41.0,2130228.0,353.0,0.0,-18.0,1.0,2.0,0.0,-18.0,10.0
TN,TENNESSEE,4703990,Sullivan County,01624,Sullivan Central High School,470399001624,0,0,0,0,470399001624,High,790.0,66.0,66.0,0.0,66.0,2959263.0,263.0,0.0,-18.0,1.0,8.0,1.0,26.0,60.0
TN,TENNESSEE,4703990,Sullivan County,01630,Sullivan East High School,470399001630,0,0,0,0,470399001630,High,834.0,77.0,77.0,0.0,67.0,2846877.0,256.0,0.0,-18.0,1.0,3.0,1.0,18.0,22.0
TN,TENNESSEE,4703990,Sullivan County,01862,Sullivan North High School,470399001862,0,0,0,0,470399001862,High,428.0,43.0,43.0,0.0,39.0,1717023.0,239.0,0.0,-18.0,1.0,5.0,1.0,36.0,4.0
TN,TENNESSEE,4703990,Sullivan County,01863,Sullivan South High School,470399001863,0,0,0,0,470399001863,High,821.0,43.0,43.0,0.0,43.0,2583430.0,264.0,0.0,-18.0,1.0,7.0,1.0,104.0,95.0
TN,TENNESSEE,4704020,Sumner County,01659,Gallatin Senior High School,470402001659,0,0,0,0,470402001659,High,1593.0,100.0,100.0,0.0,100.0,4298879.13,327.0,0.0,-18.0,1.0,4.0,1.0,13.0,26.0
TN,TENNESSEE,4704020,Sumner County,01662,Hendersonville High School,470402001662,0,0,0,0,470402001662,High,1538.0,90.0,90.0,0.0,90.0,4238636.92,242.0,0.0,-18.0,1.0,7.0,1.0,65.0,106.0
TN,TENNESSEE,4704020,Sumner County,01672,Portland High School,470402001672,0,0,0,0,470402001672,High,1068.0,75.4,75.4,0.0,75.3,3233054.05,244.0,0.0,-18.0,1.0,4.0,1.0,19.0,24.0
TN,TENNESSEE,4704020,Sumner County,01683,Westmoreland High School,470402001683,0,0,0,0,470402001683,High,511.0,54.5,54.5,0.0,54.5,1978017.86,83.0,0.0,-18.0,1.0,1.0,1.0,11.0,11.0
TN,TENNESSEE,4704020,Sumner County,01684,White House High School,470402001684,0,0,0,0,470402001684,High,879.0,53.0,53.0,0.0,53.0,2781260.68,71.0,0.0,-18.0,1.0,3.0,1.0,43.0,43.0
TN,TENNESSEE,4704020,Sumner County,01891,Beech Sr High School,470402001891,0,0,0,0,470402001891,High,1213.0,82.3,82.3,0.0,82.3,3866752.49,271.0,1.0,6.0,1.0,5.0,1.0,108.0,112.0
TN,TENNESSEE,4704020,Sumner County,01943,Station Camp High School,470402001943,0,0,0,0,470402001943,High,1621.0,91.0,91.0,0.0,91.0,4092146.86,92.0,0.0,-18.0,1.0,4.0,1.0,46.0,92.0
TN,TENNESSEE,4704080,Tipton County,00505,Brighton High School,470408000505,0,0,0,0,470408000505,High,1299.0,85.0,85.0,0.0,85.0,4554101.1,623.0,0.0,-18.0,1.0,2.0,1.0,42.0,11.0
TN,TENNESSEE,4704080,Tipton County,01692,Covington High School,470408001692,0,0,0,0,470408001692,High,815.0,54.0,54.0,0.0,52.0,2508798.15,263.0,0.0,-18.0,1.0,4.0,1.0,11.0,25.0
TN,TENNESSEE,4704080,Tipton County,01700,Munford High School,470408001700,0,0,0,0,470408001700,High,1272.0,76.0,76.0,0.0,76.0,4132879.07,487.0,0.0,-18.0,1.0,2.0,1.0,22.0,29.0
TN,TENNESSEE,4704100,Trenton,01703,Peabody High School,470410001703,0,0,0,0,470410001703,High,391.0,31.0,31.0,0.0,26.5,1356106.94,189.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704170,Trousdale County,01709,Trousdale Co High School,470417001709,0,0,0,0,470417001709,High,367.0,30.0,30.0,0.0,30.0,1342906.0,183.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704200,Tullahoma,01715,Tullahoma High School,470420001715,0,0,0,0,470420001715,High,1032.0,71.0,71.0,0.0,71.0,4260000.0,376.0,0.0,-18.0,1.0,7.0,1.0,123.0,145.0
TN,TENNESSEE,4704230,Unicoi County,01723,Unicoi Co High School,470423001723,0,0,0,0,470423001723,High,785.0,57.0,57.0,0.0,57.0,2715559.0,362.0,0.0,-18.0,1.0,6.0,1.0,70.0,70.0
TN,TENNESSEE,4704260,Union City,01729,Union City High School,470426001729,0,1,0,0,470426001729,High,451.0,33.1,33.1,0.0,31.1,1661476.52,142.0,0.0,-18.0,1.0,7.0,1.0,69.0,81.0
TN,TENNESSEE,4704290,Union County,00870,Union County High School,470429000870,0,0,0,0,470429000870,High,824.0,65.0,65.0,0.0,65.0,2898395.0,342.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704290,Union County,01362,Union County Alternative Center,470429001362,0,0,0,0,470429001362,High,19.0,3.0,3.0,0.0,3.0,129577.0,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704320,Van Buren County,01738,Van Buren Co High School,470432001738,0,0,0,0,470432001738,High,408.0,34.0,34.0,0.0,32.0,1623817.0,98.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704350,Warren County,01749,Warren County High School,470435001749,0,0,0,0,470435001749,High,1982.0,114.25,114.25,0.0,114.25,5347409.93,913.0,0.0,-18.0,1.0,9.0,1.0,219.0,158.0
TN,TENNESSEE,4704350,Warren County,10412,Warren County Alternative Academy,470435010412,0,0,0,1,470435010412,High,19.0,7.0,7.0,0.0,7.0,336885.52,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704380,Washington County,01756,Daniel Boone High School,470438001756,0,0,0,0,470438001756,High,1256.0,80.5,80.5,0.0,78.0,3812187.0,611.0,0.0,-18.0,1.0,14.0,1.0,176.0,82.0
TN,TENNESSEE,4704380,Washington County,01757,David Crockett High School,470438001757,0,0,0,0,470438001757,High,1212.0,76.0,76.0,0.0,70.0,3437017.0,426.0,0.0,-18.0,1.0,10.0,1.0,136.0,120.0
TN,TENNESSEE,4704440,Wayne County,01768,Collinwood High School,470444001768,0,0,0,0,470444001768,High,287.0,20.5,20.5,0.0,20.5,912896.0,80.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704440,Wayne County,01773,Wayne County High School,470444001773,0,0,0,0,470444001773,High,303.0,20.0,20.0,0.0,19.5,828105.0,121.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704470,Weakley County Schools,01778,Dresden High School,470447001778,0,0,0,0,470447001778,High,347.0,22.0,22.0,0.0,22.0,990000.0,159.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704470,Weakley County Schools,01790,Westview High School,470447001790,0,0,0,0,470447001790,High,597.0,44.0,44.0,0.0,41.0,1845000.0,165.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704490,West Carroll Sp Dist,01913,West Carroll Junior/Senior High School,470449001913,0,0,0,0,470449001913,High,420.0,28.0,28.0,0.0,26.0,1328118.0,65.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704500,White County,01798,White County High School,470450001798,0,0,0,0,470450001798,High,1186.0,69.0,69.0,0.0,69.0,3503230.03,532.0,0.0,-18.0,1.0,1.0,1.0,17.0,0.0
TN,TENNESSEE,4704530,Williamson County Schools,00511,Centennial High School,470453000511,0,0,0,0,470453000511,High,1678.0,100.55,100.55,0.0,90.55,5620132.99,838.0,0.0,-18.0,1.0,24.0,1.0,603.0,560.0
TN,TENNESSEE,4704530,Williamson County Schools,01031,Renaissance High School,470453001031,0,0,0,0,470453001031,High,156.0,13.0,13.0,0.0,13.0,637656.02,73.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TN,TENNESSEE,4704530,Williamson County Schools,01804,Fairview High School,470453001804,0,0,0,0,470453001804,High,744.0,60.15,60.15,0.0,50.15,3326686.19,331.0,0.0,-18.0,1.0,24.0,1.0,175.0,178.0
TN,TENNESSEE,4704530,Williamson County Schools,01805,Franklin High School,470453001805,0,1,0,0,470453001805,High,1806.0,104.0,104.0,0.0,94.0,5788847.2,913.0,1.0,87.0,1.0,20.0,1.0,555.0,637.0
TN,TENNESSEE,4704530,Williamson County Schools,01806,Fred J Page High School,470453001806,0,0,0,0,470453001806,High,1179.0,71.1,71.1,0.0,61.1,3898649.75,679.0,0.0,-18.0,1.0,16.0,1.0,477.0,477.0
TN,TENNESSEE,4704530,Williamson County Schools,01894,Brentwood High School,470453001894,0,0,0,0,470453001894,High,1730.0,97.0,97.0,0.0,85.5,5637105.46,944.0,0.0,-18.0,1.0,28.0,1.0,1171.0,1180.0
TN,TENNESSEE,4704530,Williamson County Schools,01946,Ravenwood High School,470453001946,0,0,0,0,470453001946,High,1620.0,89.35,89.35,0.0,80.85,4550665.01,925.0,0.0,-18.0,1.0,27.0,1.0,747.0,812.0
TN,TENNESSEE,4704530,Williamson County Schools,02096,Independence High School,470453002096,0,0,0,0,470453002096,High,1748.0,102.5,102.5,0.0,87.5,5321444.75,846.0,0.0,-18.0,1.0,18.0,1.0,600.0,574.0
TN,TENNESSEE,4704530,Williamson County Schools,02275,Summit High School,470453002275,0,0,0,0,470453002275,High,1445.0,83.5,83.5,0.0,71.5,4358811.36,668.0,0.0,-18.0,1.0,19.0,1.0,411.0,431.0
TN,TENNESSEE,4704550,Wilson County,01641,Wilson Central High School,470455001641,0,0,0,0,470455001641,High,1940.0,119.39,119.39,0.0,115.39,5701648.23,967.0,0.0,-18.0,1.0,19.0,1.0,276.0,236.0
TN,TENNESSEE,4704550,Wilson County,01819,Lebanon High School,470455001819,0,0,0,0,470455001819,High,1906.0,117.02,117.02,0.0,115.02,5231888.54,897.0,0.0,-18.0,1.0,19.0,1.0,371.0,247.0
TN,TENNESSEE,4704550,Wilson County,01820,Mt. Juliet High School,470455001820,0,0,0,0,470455001820,High,2179.0,128.0,128.0,0.0,126.0,5853058.25,1063.0,0.0,-18.0,1.0,20.0,1.0,639.0,598.0
TN,TENNESSEE,4704550,Wilson County,01825,Watertown High School,470455001825,0,0,0,0,470455001825,High,534.0,41.0,41.0,0.0,39.0,1970572.4,261.0,0.0,-18.0,1.0,12.0,1.0,68.0,46.0
TX,TEXAS,4800006,ASPERMONT ISD,00275,ASPERMONT H S,480000600275,0,0,0,0,480000600275,High,230.0,20.0,19.0,1.0,20.0,677378.12,9.0,0.0,-18.0,1.0,1.0,1.0,7.0,4.0
TX,TEXAS,4800008,DRIPPING SPRINGS ISD,01508,DRIPPING SPRINGS H S,480000801508,0,0,0,0,480000801508,High,1872.0,120.0,117.0,3.0,120.0,6584454.7,501.0,0.0,-18.0,1.0,30.0,1.0,573.0,406.0
TX,TEXAS,4800009,WIMBERLEY ISD,06198,WIMBERLEY H S,480000906198,0,0,0,0,480000906198,High,739.0,54.88,45.88,9.0,53.88,2625218.22,158.0,0.0,-18.0,1.0,11.0,1.0,264.0,180.0
TX,TEXAS,4800010,HAYS CISD,05244,JACK C HAYS H S,480001005244,0,0,0,0,480001005244,High,2907.0,143.4,139.4,4.0,126.78,6694587.0,528.0,0.0,-18.0,1.0,27.0,1.0,805.0,584.0
TX,TEXAS,4800010,HAYS CISD,08835,LIVE OAK ACADEMY,480001008835,0,0,0,1,480001008835,High,186.0,11.8,11.8,0.0,10.68,562705.0,27.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800010,HAYS CISD,09624,LEHMAN H S,480001009624,0,0,0,0,480001009624,High,2578.0,140.7,136.7,4.0,124.31,6373360.0,421.0,0.0,-18.0,1.0,22.0,1.0,671.0,274.0
TX,TEXAS,4800011,ALVARADO ISD,00128,ALVARADO H S,480001100128,0,0,0,0,480001100128,High,1105.0,68.0,68.0,0.0,68.0,2878518.33,155.0,0.0,-18.0,1.0,5.0,1.0,90.0,0.0
TX,TEXAS,4800012,CHISUM ISD,01431,CHISUM H S,480001201431,0,0,0,0,480001201431,High,293.0,29.0,29.0,0.0,28.0,1384545.99,51.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,07239,DALLAS CAN ACADEMY CHARTER,480001607239,0,0,1,0,480001607239,High,503.0,28.19,15.13,13.06,28.19,870849.38,30.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,07847,DALLAS CAN ACADEMY CHARTER-OAK CLIFF,480001607847,0,0,1,0,480001607847,High,689.0,35.15,22.15,13.0,35.14,1171577.84,24.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,07910,HOUSTON CAN ACADEMY - NORTH,480001607910,0,0,1,0,480001607910,High,443.0,26.23,18.34,7.89,26.22,785405.33,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,08434,SAN ANTONIO CAN ACADEMY,480001608434,0,0,1,0,480001608434,High,402.0,18.95,14.05,4.9,18.95,667751.76,20.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,08908,FORT WORTH CAN ACADEMY WESTCREEK,480001608908,0,0,1,0,480001608908,High,402.0,20.83,11.83,9.0,20.83,654452.05,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,09028,FORT WORTH CAN ACADEMY LANCASTER AVENUE,480001609028,0,0,1,0,480001609028,High,449.0,26.23,18.34,7.89,24.87,904812.1,17.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,09410,AUSTIN CAN ACADEMY,480001609410,0,0,1,0,480001609410,High,485.0,26.72,17.72,9.0,26.71,893055.56,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,09532,DALLAS CAN ACADEMY AT CARROLLTON-FARMERS BRANCH,480001609532,0,0,1,0,480001609532,High,443.0,24.8,15.0,9.8,24.8,841838.57,11.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,09602,HOUSTON CAN ACADEMY - HOBBY,480001609602,0,0,1,0,480001609602,High,412.0,17.9,10.9,7.0,17.9,691623.07,9.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,10548,DALLAS CAN ACADEMY AT PLEASANT GROVE,480001610548,0,0,1,0,480001610548,High,570.0,25.6,14.7,10.9,25.6,1027762.59,14.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,12961,DALLAS CAN ACADEMY - GRANT EAST,480001612961,0,0,1,0,480001612961,High,369.0,21.5,12.85,8.65,21.49,676030.03,11.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,13458,GARLAND CAN ACADEMY,480001613458,0,0,1,0,480001613458,High,265.0,15.37,7.17,8.2,15.37,437736.51,5.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800016,TEXANS CAN ACADEMIES,13459,HOUSTON CAN ACADEMY - SOUTHWEST,480001613459,0,0,1,0,480001613459,High,378.0,24.1,13.1,11.0,24.1,553321.39,14.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800019,ARISTOI CLASSICAL ACADEMY,13071,ARISTOI CLASSICAL UPPER SCHOOL,480001913071,0,0,1,0,480001913071,High,417.0,31.9,25.7,6.2,31.9,1513324.69,26.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800030,UPLIFT EDUCATION,12012,UPLIFT WILLIAMS PREPARATORY HS,480003012012,0,0,1,0,480003012012,High,512.0,39.25,32.25,7.0,37.91,1795902.86,132.0,1.0,400.0,1.0,12.0,1.0,195.0,195.0
TX,TEXAS,4800030,UPLIFT EDUCATION,12139,UPLIFT PEAK PREPARATORY HS,480003012139,0,0,1,0,480003012139,High,439.0,38.3,32.0,6.3,33.3,1645826.23,166.0,1.0,342.0,1.0,11.0,1.0,201.0,193.0
TX,TEXAS,4800030,UPLIFT EDUCATION,12175,UPLIFT SUMMIT INTERNATIONAL PREPARATORY HS,480003012175,0,0,1,0,480003012175,High,487.0,39.0,37.0,2.0,34.94,1806441.29,174.0,1.0,350.0,1.0,13.0,1.0,259.0,218.0
TX,TEXAS,4800030,UPLIFT EDUCATION,12200,UPLIFT HAMPTON PREPARATORY HS,480003012200,0,0,1,0,480003012200,High,333.0,31.0,26.0,5.0,27.5,1343930.16,89.0,1.0,299.0,1.0,12.0,1.0,285.0,189.0
TX,TEXAS,4800030,UPLIFT EDUCATION,12221,UPLIFT NORTH HILLS PREP HS,480003012221,0,0,1,0,480003012221,High,536.0,41.0,35.0,6.0,36.5,2221899.4,197.0,1.0,536.0,1.0,10.0,1.0,398.0,427.0
TX,TEXAS,4800030,UPLIFT EDUCATION,13058,UPLIFT HEIGHTS PREPARATORY HS,480003013058,0,0,1,0,480003013058,High,488.0,35.0,27.0,8.0,34.67,1657276.77,152.0,1.0,379.0,1.0,9.0,1.0,174.0,162.0
TX,TEXAS,4800030,UPLIFT EDUCATION,13197,UPLIFT LUNA PREPARATORY HS,480003013197,0,0,1,0,480003013197,High,472.0,38.6,34.0,4.6,36.1,1764028.54,153.0,1.0,373.0,1.0,12.0,1.0,144.0,148.0
TX,TEXAS,4800030,UPLIFT EDUCATION,13481,UPLIFT INFINITY PREPARATORY HS,480003013481,0,0,1,0,480003013481,High,348.0,26.0,22.0,4.0,22.0,1105044.88,143.0,1.0,256.0,1.0,12.0,1.0,194.0,182.0
TX,TEXAS,4800030,UPLIFT EDUCATION,13482,UPLIFT MIGHTY PREPARATORY HS,480003013482,0,0,1,0,480003013482,High,326.0,23.0,20.0,3.0,21.0,1052681.3,122.0,1.0,278.0,1.0,9.0,1.0,187.0,160.0
TX,TEXAS,4800037,BURNHAM WOOD CHARTER SCHOOL DISTRICT,11452,DAVINCI SCHOOL FOR SCIENCE AND THE ARTS,480003711452,0,0,1,0,480003711452,High,354.0,34.4,32.8,1.6,1.0,25000.0,363.0,0.0,-18.0,1.0,8.0,0.0,-18.0,33.0
TX,TEXAS,4800042,RAPOPORT ACADEMY PUBLIC SCHOOL,11302,PAUL AND JANE MEYER PUBLIC H S,480004211302,0,0,1,0,480004211302,High,165.0,19.41,16.61,2.8,19.41,599693.8,76.0,0.0,-18.0,1.0,1.0,1.0,7.0,0.0
TX,TEXAS,4800044,WAYSIDE SCHOOLS,12927,SCI-TECH PREPARATORY,480004412927,0,0,1,0,480004412927,High,578.0,53.0,53.0,0.0,46.62,2459465.01,25.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800055,LIFE SCHOOL,13098,LIFE H S WAXAHACHIE,480005513098,0,0,1,0,480005513098,High,931.0,64.89,59.89,5.0,57.25,2850616.0,101.0,0.0,-18.0,1.0,12.0,1.0,187.0,44.0
TX,TEXAS,4800061,NEW FRONTIERS PUBLIC SCHOOLS INC,13123,FRANK L MADLA EARLY COLLEGE H S,480006113123,0,0,1,0,480006113123,High,222.0,11.0,9.0,2.0,10.83,573136.44,65.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800062,SCHOOL OF EXCELLENCE IN EDUCATION,12237,MILTON B LEE ACADEMY OF SCIENCE & ENGINEERING,480006212237,0,0,1,0,480006212237,High,129.0,7.96,3.6,4.36,5.23,277437.64,15.0,0.0,-18.0,1.0,2.0,1.0,10.0,9.0
TX,TEXAS,4800074,PINEYWOODS COMMUNITY ACADEMY,08093,PINEYWOODS COMMUNITY ACADEMY H S,480007408093,0,0,1,0,480007408093,High,236.0,18.0,17.0,1.0,12.0,1201419.0,40.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800075,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),08097,RICHARD MILBURN ALTER H S (KILLEEN),480007508097,0,0,1,0,480007508097,High,239.0,8.04,7.03,1.01,8.8,422728.4,5.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800075,RICHARD MILBURN ALTER HIGH SCHOOL (KILLEEN),13173,RICHARD MILBURN ACADEMY HOUSTON (SUBURBAN),480007513173,0,0,1,0,480007513173,High,165.0,4.27,3.27,1.0,9.1,372439.22,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800080,HERITAGE ACADEMY,11493,HERITAGE ACADEMY OF DEL RIO,480008011493,0,0,1,0,480008011493,High,267.0,12.5,12.5,0.0,12.5,702056.4,8.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800106,PASO DEL NORTE ACADEMY CHARTER DISTRICT,08207,PASO DEL NORTE ACADEMY-MESA CHARTER H S,480010608207,0,0,1,0,480010608207,High,108.0,5.95,5.95,0.0,5.0,204200.0,17.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800106,PASO DEL NORTE ACADEMY CHARTER DISTRICT,11212,PASEO DEL NORTE ACADEMY-VISTA DEL SOL CHARTER HIGH,480010611212,0,0,1,0,480010611212,High,109.0,7.87,7.87,0.0,5.87,252308.0,11.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800109,EAST TEXAS CHARTER SCHOOLS,08220,DAN CHADWICK CAMPUS,480010908220,0,0,1,0,480010908220,High,141.0,11.5,11.5,0.0,11.03,565125.0,2.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800115,HOUSTON HEIGHTS HIGH SCHOOL,08239,HOUSTON HEIGHTS CHARTER SCHOOL,480011508239,0,0,1,1,480011508239,High,194.0,16.3,4.0,12.3,16.3,845528.14,29.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800124,CALVIN NELMS CHARTER SCHOOLS,08248,CALVIN NELMS H S,480012408248,0,0,1,0,480012408248,High,164.0,11.0,10.0,1.0,10.7,567470.0,14.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800125,SOUTHWEST SCHOOL,08249,EMPOWERMENT H S,480012508249,0,0,1,0,480012508249,High,357.0,19.0,12.0,7.0,19.0,1045030.23,76.0,0.0,-18.0,1.0,5.0,1.0,50.0,0.0
TX,TEXAS,4800132,KATHERINE ANNE PORTER SCHOOL,08279,KATHERINE ANNE PORTER SCHOOL,480013208279,0,0,1,0,480013208279,High,162.0,12.0,6.0,6.0,12.0,617878.47,33.0,0.0,-18.0,1.0,3.0,1.0,24.0,19.0
TX,TEXAS,4800133,MIDVALLEY ACADEMY CHARTER DISTRICT,09294,MIDVALLEY ACADEMY-MCALLEN CHARTER H S,480013309294,0,0,1,0,480013309294,High,124.0,5.5,0.5,5.0,5.5,197182.48,7.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800133,MIDVALLEY ACADEMY CHARTER DISTRICT,11872,MIDVALLEY ACADEMY-SAN BENITO CHARTER H S,480013311872,0,0,1,0,480013311872,High,146.0,5.0,2.0,3.0,5.0,207832.88,4.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800142,SOUTH PLAINS ACADEMY CHARTER DISTRICT,08326,SOUTH PLAINS ACADEMY CHARTER H S,480014208326,0,0,1,0,480014208326,High,200.0,11.0,8.0,3.0,10.9,451913.0,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800159,ERATH EXCELS ACADEMY INC,08364,HUSTON ACADEMY,480015908364,0,0,1,0,480015908364,High,67.0,9.0,9.0,0.0,9.0,274765.0,1.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800159,ERATH EXCELS ACADEMY INC,12097,SHORELINE ACADEMY,480015912097,0,0,1,0,480015912097,High,48.0,3.0,3.0,0.0,3.0,93352.0,2.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800163,TEXAS COLLEGE PREPARATORY ACADEMIES,12093,ISCHOOL HIGH - LEWISVILLE,480016312093,0,0,1,0,480016312093,High,62.0,7.48,3.79,3.69,6.65,306768.79,13.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800184,GATEWAY CHARTER ACADEMY,11485,GATEWAY CHARTER ACADEMY - MIDDLE - H S,480018411485,0,0,1,0,480018411485,High,296.0,23.99,2.0,21.99,19.76,781070.63,34.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800202,WINFREE ACADEMY CHARTER SCHOOLS,08505,WINFREE ACADEMY CHARTER SCHOOL (RICHARDSON),480020208505,0,0,1,0,480020208505,High,234.0,12.33,11.33,1.0,10.16,470440.0,6.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
TX,TEXAS,4800202,WINFREE ACADEMY CHARTER SCHOOLS,08757,WINFREE ACADEMY CHARTER SCHOOL (LEWISVILLE),480020208757,0,0,1,0,480020208757,High,151.0,6.83,6.83,0.0,5.33,266778.0,3.0,0.0,-18.0,0.0,-9.0,-9.0,-18.0,-18.0
